team1,team2,score1,score2,winner,win_margin,venue
Carlton,Essendon,145,96,Carlton,49,Princes Park
Footscray,Collingwood,84,148,Collingwood,64,Western Oval
Hawthorn,Geelong,126,135,Geelong,9,Glenferrie Oval
South Melbourne,Melbourne,68,93,Melbourne,25,Lake Oval
St Kilda,North Melbourne,100,48,St Kilda,52,Moorabbin Oval
Richmond,Fitzroy,96,116,Fitzroy,20,M.C.G.
Geelong,Carlton,81,103,Carlton,22,Kardinia Park
Collingwood,Richmond,133,94,Collingwood,39,Victoria Park
Essendon,Footscray,74,106,Footscray,32,Windy Hill
Fitzroy,St Kilda,51,161,St Kilda,110,Junction Oval
Melbourne,Hawthorn,96,85,Melbourne,11,M.C.G.
North Melbourne,South Melbourne,59,60,South Melbourne,1,Arden St
Richmond,Carlton,114,101,Richmond,13,M.C.G.
Collingwood,Hawthorn,108,101,Collingwood,7,Victoria Park
South Melbourne,Essendon,89,100,Essendon,11,Lake Oval
Fitzroy,Geelong,53,114,Geelong,61,Waverley Park
Footscray,St Kilda,107,74,Footscray,33,Western Oval
North Melbourne,Melbourne,121,64,North Melbourne,57,Arden St
Carlton,North Melbourne,112,93,Carlton,19,Princes Park
Geelong,Collingwood,93,101,Collingwood,8,Kardinia Park
Hawthorn,Essendon,70,110,Essendon,40,Glenferrie Oval
Melbourne,Fitzroy,121,91,Melbourne,30,M.C.G.
South Melbourne,Footscray,77,60,South Melbourne,17,Waverley Park
St Kilda,Richmond,109,54,St Kilda,55,Moorabbin Oval
Footscray,Hawthorn,79,76,Footscray,3,Western Oval
St Kilda,Carlton,57,86,Carlton,29,Moorabbin Oval
Collingwood,Melbourne,65,57,Collingwood,8,Waverley Park
Essendon,Geelong,68,88,Geelong,20,Windy Hill
Fitzroy,North Melbourne,54,49,Fitzroy,5,Junction Oval
Richmond,South Melbourne,49,71,South Melbourne,22,M.C.G.
Carlton,Fitzroy,147,110,Carlton,37,Princes Park
North Melbourne,Collingwood,66,132,Collingwood,66,Arden St
Melbourne,Essendon,72,57,Melbourne,15,M.C.G.
Geelong,Footscray,123,77,Geelong,46,Kardinia Park
Hawthorn,Richmond,130,137,Richmond,7,Waverley Park
South Melbourne,St Kilda,79,62,South Melbourne,17,Lake Oval
South Melbourne,Carlton,150,73,South Melbourne,77,Lake Oval
Collingwood,Fitzroy,105,72,Collingwood,33,Victoria Park
Essendon,North Melbourne,60,76,North Melbourne,16,Waverley Park
Footscray,Melbourne,68,46,Footscray,22,Western Oval
Richmond,Geelong,116,92,Richmond,24,M.C.G.
St Kilda,Hawthorn,81,56,St Kilda,25,Moorabbin Oval
Carlton,Collingwood,85,108,Collingwood,23,Waverley Park
Fitzroy,Essendon,68,71,Essendon,3,Junction Oval
North Melbourne,Footscray,67,96,Footscray,29,Arden St
Geelong,St Kilda,89,81,Geelong,8,Kardinia Park
Hawthorn,South Melbourne,146,84,Hawthorn,62,Glenferrie Oval
Melbourne,Richmond,100,127,Richmond,27,M.C.G.
Carlton,Hawthorn,74,106,Hawthorn,32,Princes Park
Essendon,Collingwood,93,87,Essendon,6,Windy Hill
Footscray,Fitzroy,79,81,Fitzroy,2,Waverley Park
South Melbourne,Geelong,128,78,South Melbourne,50,Lake Oval
St Kilda,Melbourne,96,53,St Kilda,43,Moorabbin Oval
