team1,team2,score1,score2,winner,win_margin,venue
Fitzroy,North Melbourne,14,49,North Melbourne,35,Princes Park
Footscray,St Kilda,62,54,Footscray,8,Waverley Park
West Coast,Collingwood,81,116,Collingwood,35,Subiaco
Geelong,Essendon,89,35,Geelong,54,M.C.G.
Hawthorn,Melbourne,54,69,Melbourne,15,Princes Park
West Coast,Footscray,105,77,West Coast,28,W.A.C.A.
Carlton,North Melbourne,51,40,Carlton,11,Princes Park
Collingwood,Richmond,123,69,Collingwood,54,Waverley Park
Essendon,Sydney,50,55,Sydney,5,Windy Hill
Melbourne,Geelong,20,89,Geelong,69,M.C.G.
St Kilda,Hawthorn,54,72,Hawthorn,18,Moorabbin Oval
Brisbane Bears,Fitzroy,114,128,Fitzroy,14,Carrara
Hawthorn,Brisbane Bears,106,35,Hawthorn,71,Waverley Park
Carlton,West Coast,64,41,Carlton,23,Princes Park
Collingwood,North Melbourne,108,56,Collingwood,52,Victoria Park
Essendon,Footscray,28,23,Essendon,5,Windy Hill
Fitzroy,Richmond,95,67,Fitzroy,28,Waverley Park
St Kilda,Melbourne,56,64,Melbourne,8,Moorabbin Oval
Sydney,Geelong,103,111,Geelong,8,S.C.G.
North Melbourne,St Kilda,127,67,North Melbourne,60,M.C.G.
Essendon,Carlton,61,58,Essendon,3,Waverley Park
Geelong,Fitzroy,82,58,Geelong,24,Kardinia Park
Hawthorn,West Coast,141,50,Hawthorn,91,Princes Park
Richmond,Sydney,75,50,Richmond,25,M.C.G.
Brisbane Bears,Melbourne,99,113,Melbourne,14,Carrara
Footscray,Collingwood,105,57,Footscray,48,Western Oval
Collingwood,Carlton,90,96,Carlton,6,Waverley Park
Essendon,West Coast,160,18,Essendon,142,Windy Hill
Fitzroy,St Kilda,92,86,Fitzroy,6,Princes Park
Melbourne,North Melbourne,117,81,Melbourne,36,M.C.G.
Brisbane Bears,Geelong,77,151,Geelong,74,Carrara
Sydney,Footscray,117,77,Sydney,40,S.C.G.
Richmond,Hawthorn,104,142,Hawthorn,38,M.C.G.
Hawthorn,Collingwood,137,77,Hawthorn,60,Princes Park
Richmond,Essendon,66,99,Essendon,33,M.C.G.
Geelong,Melbourne,109,112,Melbourne,3,Waverley Park
Brisbane Bears,St Kilda,94,90,Brisbane Bears,4,Carrara
West Coast,Sydney,112,70,West Coast,42,Subiaco
North Melbourne,Fitzroy,66,107,Fitzroy,41,M.C.G.
Richmond,Fitzroy,51,123,Fitzroy,72,M.C.G.
Carlton,Melbourne,106,79,Carlton,27,Princes Park
Geelong,Collingwood,104,125,Collingwood,21,M.C.G.
St Kilda,Essendon,106,133,Essendon,27,Moorabbin Oval
North Melbourne,Hawthorn,78,154,Hawthorn,76,Waverley Park
Sydney,Brisbane Bears,95,70,Sydney,25,S.C.G.
Footscray,West Coast,72,109,West Coast,37,Western Oval
Carlton,Hawthorn,90,95,Hawthorn,5,Waverley Park
Collingwood,Sydney,81,85,Sydney,4,Victoria Park
Fitzroy,Melbourne,151,103,Fitzroy,48,Princes Park
St Kilda,Geelong,90,113,Geelong,23,Moorabbin Oval
Brisbane Bears,North Melbourne,167,84,Brisbane Bears,83,Carrara
West Coast,Richmond,130,79,West Coast,51,Subiaco
Footscray,Essendon,23,51,Essendon,28,Western Oval
Richmond,Carlton,76,104,Carlton,28,Waverley Park
Essendon,Brisbane Bears,101,47,Essendon,54,Windy Hill
Fitzroy,West Coast,72,40,Fitzroy,32,Princes Park
Geelong,Footscray,124,74,Geelong,50,Kardinia Park
Melbourne,Hawthorn,63,87,Hawthorn,24,Waverley Park
North Melbourne,Collingwood,80,78,North Melbourne,2,Waverley Park
Sydney,St Kilda,159,109,Sydney,50,S.C.G.
West Coast,Geelong,126,82,West Coast,44,W.A.C.A.
Carlton,St Kilda,133,132,Carlton,1,Princes Park
Fitzroy,Collingwood,71,104,Collingwood,33,Waverley Park
Essendon,North Melbourne,128,112,Essendon,16,Windy Hill
Footscray,Richmond,107,29,Footscray,78,Western Oval
Melbourne,Sydney,98,87,Melbourne,11,M.C.G.
Brisbane Bears,Hawthorn,77,61,Brisbane Bears,16,Carrara
Sydney,Essendon,110,104,Sydney,6,S.C.G.
Fitzroy,Brisbane Bears,68,81,Brisbane Bears,13,Waverley Park
Collingwood,Richmond,83,37,Collingwood,46,Victoria Park
Hawthorn,Footscray,134,59,Hawthorn,75,Princes Park
Geelong,North Melbourne,139,117,Geelong,22,Kardinia Park
Melbourne,St Kilda,72,104,St Kilda,32,M.C.G.
West Coast,Carlton,148,72,West Coast,76,Subiaco
North Melbourne,Sydney,93,136,Sydney,43,M.C.G.
Collingwood,West Coast,129,80,Collingwood,49,Victoria Park
Melbourne,Essendon,89,108,Essendon,19,M.C.G.
Fitzroy,Footscray,96,81,Fitzroy,15,Princes Park
Geelong,Richmond,162,86,Geelong,76,Kardinia Park
Hawthorn,St Kilda,181,91,Hawthorn,90,Waverley Park
Brisbane Bears,Carlton,105,70,Brisbane Bears,35,Carrara
Melbourne,Collingwood,111,88,Melbourne,23,Waverley Park
Essendon,Geelong,157,81,Essendon,76,M.C.G.
Hawthorn,Essendon,112,76,Hawthorn,36,Waverley Park
Geelong,Melbourne,153,90,Geelong,63,M.C.G.
Essendon,Geelong,70,164,Geelong,94,Waverley Park
Hawthorn,Geelong,144,138,Hawthorn,6,M.C.G.
