team1,team2,score1,score2,winner,win_margin,venue
Carlton,Richmond,91,93,Richmond,2,Princes Park
Geelong,Footscray,102,62,Geelong,40,Kardinia Park
Melbourne,South Melbourne,128,89,Melbourne,39,M.C.G.
Footscray,Carlton,54,70,Carlton,16,Western Oval
Collingwood,Hawthorn,118,81,Collingwood,37,Victoria Park
Fitzroy,Essendon,65,91,Essendon,26,Princes Park
St Kilda,Geelong,122,70,St Kilda,52,Moorabbin Oval
Richmond,Melbourne,158,81,Richmond,77,M.C.G.
North Melbourne,South Melbourne,107,91,North Melbourne,16,Arden St
Essendon,Carlton,70,79,Carlton,9,Windy Hill
Melbourne,Collingwood,65,98,Collingwood,33,M.C.G.
Fitzroy,St Kilda,63,111,St Kilda,48,Princes Park
Hawthorn,Footscray,59,96,Footscray,37,Glenferrie Oval
Geelong,North Melbourne,78,72,Geelong,6,Kardinia Park
South Melbourne,Richmond,57,109,Richmond,52,Lake Oval
Collingwood,Geelong,51,88,Geelong,37,Victoria Park
Essendon,Richmond,93,72,Essendon,21,Windy Hill
South Melbourne,Hawthorn,77,90,Hawthorn,13,Lake Oval
Carlton,Fitzroy,76,68,Carlton,8,Princes Park
Footscray,St Kilda,33,78,St Kilda,45,Western Oval
Melbourne,North Melbourne,55,52,Melbourne,3,M.C.G.
Hawthorn,Carlton,63,87,Carlton,24,Glenferrie Oval
North Melbourne,Collingwood,62,81,Collingwood,19,Arden St
St Kilda,Essendon,114,91,St Kilda,23,Moorabbin Oval
Fitzroy,South Melbourne,135,82,Fitzroy,53,Princes Park
Richmond,Footscray,130,58,Richmond,72,M.C.G.
Geelong,Melbourne,90,57,Geelong,33,Kardinia Park
North Melbourne,Carlton,57,44,North Melbourne,13,Arden St
Collingwood,Essendon,62,71,Essendon,9,Victoria Park
Fitzroy,Richmond,58,67,Richmond,9,Princes Park
South Melbourne,Footscray,71,40,South Melbourne,31,Lake Oval
Hawthorn,Geelong,78,58,Hawthorn,20,Glenferrie Oval
Melbourne,St Kilda,58,91,St Kilda,33,M.C.G.
Carlton,Melbourne,52,49,Carlton,3,Princes Park
Footscray,Collingwood,93,87,Footscray,6,Western Oval
Essendon,South Melbourne,99,58,Essendon,41,Windy Hill
Geelong,Fitzroy,68,50,Geelong,18,Kardinia Park
St Kilda,Hawthorn,119,56,St Kilda,63,Moorabbin Oval
Richmond,North Melbourne,105,85,Richmond,20,M.C.G.
Carlton,St Kilda,73,62,Carlton,11,Princes Park
South Melbourne,Collingwood,36,110,Collingwood,74,Lake Oval
Geelong,Essendon,73,34,Geelong,39,Kardinia Park
North Melbourne,Fitzroy,66,105,Fitzroy,39,Arden St
Melbourne,Footscray,54,51,Melbourne,3,M.C.G.
Hawthorn,Richmond,54,168,Richmond,114,Glenferrie Oval
Collingwood,Carlton,85,60,Collingwood,25,Victoria Park
Essendon,Footscray,89,87,Essendon,2,Windy Hill
Fitzroy,Melbourne,66,62,Fitzroy,4,Princes Park
South Melbourne,Geelong,63,139,Geelong,76,Lake Oval
North Melbourne,Hawthorn,73,45,North Melbourne,28,Arden St
Richmond,St Kilda,85,53,Richmond,32,M.C.G.
Carlton,South Melbourne,82,49,Carlton,33,Princes Park
St Kilda,Collingwood,100,53,St Kilda,47,Moorabbin Oval
Melbourne,Essendon,60,56,Melbourne,4,M.C.G.
Hawthorn,Fitzroy,91,74,Hawthorn,17,Glenferrie Oval
Footscray,North Melbourne,53,55,North Melbourne,2,Western Oval
Geelong,Richmond,105,117,Richmond,12,Kardinia Park
Geelong,Collingwood,108,78,Geelong,30,M.C.G.
Richmond,Carlton,141,101,Richmond,40,M.C.G.
Carlton,Geelong,79,108,Geelong,29,M.C.G.
Richmond,Geelong,114,105,Richmond,9,M.C.G.
