team1,team2,score1,score2,winner,win_margin,venue
Fitzroy,Carlton,36,130,Carlton,94,Princes Park
Geelong,Collingwood,91,90,Geelong,1,Kardinia Park
Richmond,Essendon,110,75,Richmond,35,M.C.G.
St Kilda,Footscray,145,64,St Kilda,81,Moorabbin Oval
Hawthorn,South Melbourne,132,102,Hawthorn,30,Glenferrie Oval
North Melbourne,Melbourne,62,67,Melbourne,5,Arden St
Carlton,Hawthorn,88,44,Carlton,44,Princes Park
Collingwood,North Melbourne,113,50,Collingwood,63,Victoria Park
Essendon,St Kilda,53,56,St Kilda,3,Windy Hill
South Melbourne,Fitzroy,103,65,South Melbourne,38,Lake Oval
Footscray,Richmond,78,70,Footscray,8,Western Oval
Melbourne,Geelong,62,95,Geelong,33,M.C.G.
Carlton,North Melbourne,73,57,Carlton,16,Princes Park
Essendon,Collingwood,54,76,Collingwood,22,Windy Hill
Richmond,Fitzroy,78,53,Richmond,25,M.C.G.
Footscray,South Melbourne,41,79,South Melbourne,38,Western Oval
Geelong,Hawthorn,81,47,Geelong,34,Kardinia Park
St Kilda,Melbourne,67,69,Melbourne,2,Moorabbin Oval
Melbourne,Carlton,45,104,Carlton,59,M.C.G.
Collingwood,Footscray,95,37,Collingwood,58,Victoria Park
South Melbourne,Essendon,127,88,South Melbourne,39,Lake Oval
Fitzroy,Geelong,64,145,Geelong,81,Princes Park
Hawthorn,St Kilda,66,101,St Kilda,35,Glenferrie Oval
North Melbourne,Richmond,68,88,Richmond,20,Arden St
St Kilda,Carlton,75,80,Carlton,5,Moorabbin Oval
Collingwood,South Melbourne,103,57,Collingwood,46,Victoria Park
Essendon,Geelong,61,72,Geelong,11,Windy Hill
Fitzroy,North Melbourne,60,91,North Melbourne,31,Princes Park
Footscray,Melbourne,83,82,Footscray,1,Western Oval
Richmond,Hawthorn,118,43,Richmond,75,M.C.G.
Carlton,Collingwood,73,67,Carlton,6,Princes Park
Footscray,Essendon,31,79,Essendon,48,Western Oval
Melbourne,Fitzroy,93,51,Melbourne,42,M.C.G.
Geelong,South Melbourne,108,89,Geelong,19,Kardinia Park
Hawthorn,North Melbourne,51,73,North Melbourne,22,Glenferrie Oval
St Kilda,Richmond,58,99,Richmond,41,Moorabbin Oval
Collingwood,St Kilda,116,98,Collingwood,18,Victoria Park
Essendon,Melbourne,72,46,Essendon,26,Windy Hill
Fitzroy,Hawthorn,66,110,Hawthorn,44,Princes Park
North Melbourne,Footscray,55,42,North Melbourne,13,Arden St
Richmond,Geelong,119,81,Richmond,38,M.C.G.
Carlton,Geelong,85,81,Carlton,4,Princes Park
Richmond,Collingwood,83,90,Collingwood,7,M.C.G.
Footscray,Fitzroy,57,81,Fitzroy,24,Western Oval
Hawthorn,Melbourne,80,125,Melbourne,45,Glenferrie Oval
South Melbourne,St Kilda,138,109,South Melbourne,29,Lake Oval
Collingwood,Fitzroy,134,33,Collingwood,101,Victoria Park
Essendon,Hawthorn,142,51,Essendon,91,Windy Hill
St Kilda,North Melbourne,71,61,St Kilda,10,Moorabbin Oval
