team1,team2,score1,score2,winner,win_margin,venue
South Melbourne,Essendon,96,88,South Melbourne,8,Lake Oval
Fitzroy,Geelong,56,87,Geelong,31,Brunswick St
Hawthorn,Footscray,81,74,Hawthorn,7,Glenferrie Oval
North Melbourne,St Kilda,58,96,St Kilda,38,Coburg Oval
Essendon,Carlton,53,69,Carlton,16,Windy Hill
Collingwood,South Melbourne,101,72,Collingwood,29,Victoria Park
St Kilda,Fitzroy,84,35,St Kilda,49,Moorabbin Oval
Footscray,Melbourne,65,69,Melbourne,4,Western Oval
Geelong,Hawthorn,122,45,Geelong,77,Kardinia Park
Richmond,North Melbourne,142,48,Richmond,94,M.C.G.
Carlton,Melbourne,58,95,Melbourne,37,Princes Park
Collingwood,Footscray,96,78,Collingwood,18,Victoria Park
North Melbourne,Essendon,81,88,Essendon,7,Coburg Oval
Richmond,Fitzroy,143,75,Richmond,68,M.C.G.
Geelong,St Kilda,62,43,Geelong,19,Kardinia Park
South Melbourne,Hawthorn,102,91,South Melbourne,11,Lake Oval
Essendon,Collingwood,54,86,Collingwood,32,Windy Hill
South Melbourne,Geelong,129,115,South Melbourne,14,Lake Oval
Hawthorn,North Melbourne,94,97,North Melbourne,3,Glenferrie Oval
Fitzroy,Carlton,61,102,Carlton,41,Brunswick St
Footscray,Richmond,65,71,Richmond,6,Western Oval
Melbourne,St Kilda,61,122,St Kilda,61,M.C.G.
Carlton,Footscray,82,58,Carlton,24,Princes Park
North Melbourne,Collingwood,83,90,Collingwood,7,Coburg Oval
Melbourne,Essendon,42,71,Essendon,29,M.C.G.
Fitzroy,South Melbourne,100,94,Fitzroy,6,Brunswick St
Geelong,Richmond,81,65,Geelong,16,Kardinia Park
St Kilda,Hawthorn,156,75,St Kilda,81,Moorabbin Oval
St Kilda,Carlton,80,74,St Kilda,6,Moorabbin Oval
Footscray,North Melbourne,52,40,Footscray,12,Western Oval
Hawthorn,Melbourne,67,125,Melbourne,58,Glenferrie Oval
Collingwood,Fitzroy,74,30,Collingwood,44,Victoria Park
Essendon,Geelong,88,45,Essendon,43,Windy Hill
Richmond,South Melbourne,158,82,Richmond,76,M.C.G.
Carlton,Hawthorn,67,52,Carlton,15,Princes Park
Collingwood,St Kilda,61,47,Collingwood,14,Victoria Park
Essendon,Fitzroy,84,26,Essendon,58,Windy Hill
Footscray,Geelong,14,43,Geelong,29,Western Oval
Melbourne,Richmond,60,66,Richmond,6,M.C.G.
South Melbourne,North Melbourne,56,53,South Melbourne,3,Lake Oval
Geelong,Carlton,39,66,Carlton,27,Kardinia Park
Richmond,Collingwood,56,79,Collingwood,23,M.C.G.
Hawthorn,Essendon,47,71,Essendon,24,Glenferrie Oval
Fitzroy,Footscray,55,42,Fitzroy,13,Brunswick St
North Melbourne,Melbourne,81,60,North Melbourne,21,Coburg Oval
St Kilda,South Melbourne,117,48,St Kilda,69,Moorabbin Oval
Carlton,South Melbourne,73,90,South Melbourne,17,Princes Park
Hawthorn,Collingwood,60,94,Collingwood,34,Glenferrie Oval
Essendon,Footscray,96,47,Essendon,49,Windy Hill
Melbourne,Fitzroy,83,81,Melbourne,2,M.C.G.
Geelong,North Melbourne,77,34,Geelong,43,Kardinia Park
St Kilda,Richmond,96,83,St Kilda,13,Moorabbin Oval
North Melbourne,Carlton,44,32,North Melbourne,12,Coburg Oval
Collingwood,Geelong,93,46,Collingwood,47,Victoria Park
Richmond,Essendon,94,36,Richmond,58,M.C.G.
Fitzroy,Hawthorn,36,54,Hawthorn,18,Brunswick St
Footscray,St Kilda,45,69,St Kilda,24,Western Oval
South Melbourne,Melbourne,78,39,South Melbourne,39,Lake Oval
Carlton,Collingwood,82,107,Collingwood,25,Princes Park
Essendon,St Kilda,69,64,Essendon,5,Windy Hill
North Melbourne,Fitzroy,82,83,Fitzroy,1,Coburg Oval
South Melbourne,Footscray,78,92,Footscray,14,Lake Oval
Melbourne,Geelong,73,107,Geelong,34,M.C.G.
Hawthorn,Richmond,68,110,Richmond,42,Glenferrie Oval
Richmond,Carlton,92,69,Richmond,23,M.C.G.
Collingwood,Melbourne,94,52,Collingwood,42,Victoria Park
Essendon,South Melbourne,97,31,Essendon,66,Windy Hill
Geelong,Fitzroy,70,52,Geelong,18,Kardinia Park
Footscray,Hawthorn,41,72,Hawthorn,31,Western Oval
St Kilda,North Melbourne,85,48,St Kilda,37,Moorabbin Oval
Carlton,Essendon,69,60,Carlton,9,Princes Park
South Melbourne,Collingwood,94,78,South Melbourne,16,Lake Oval
Fitzroy,St Kilda,102,127,St Kilda,25,Brunswick St
Melbourne,Footscray,72,75,Footscray,3,M.C.G.
Hawthorn,Geelong,69,122,Geelong,53,Glenferrie Oval
North Melbourne,Richmond,78,48,North Melbourne,30,Coburg Oval
Geelong,Essendon,51,103,Essendon,52,M.C.G.
St Kilda,Collingwood,102,101,St Kilda,1,M.C.G.
Collingwood,Essendon,42,97,Essendon,55,M.C.G.
St Kilda,Essendon,70,105,Essendon,35,M.C.G.
