team1,team2,score1,score2,winner,win_margin,venue
Fitzroy,St Kilda,129,62,Fitzroy,67,Brunswick St
Melbourne,Footscray,90,81,Melbourne,9,Punt Rd
Hawthorn,Geelong,105,67,Hawthorn,38,Glenferrie Oval
South Melbourne,North Melbourne,134,76,South Melbourne,58,Junction Oval
Richmond,Carlton,81,93,Carlton,12,Punt Rd
Collingwood,St Kilda,121,42,Collingwood,79,Victoria Park
Geelong,Essendon,91,109,Essendon,18,Kardinia Park
South Melbourne,Fitzroy,73,82,Fitzroy,9,Junction Oval
Footscray,Hawthorn,105,89,Footscray,16,Western Oval
North Melbourne,Melbourne,83,58,North Melbourne,25,Arden St
Carlton,Geelong,161,67,Carlton,94,Princes Park
Collingwood,Fitzroy,103,77,Collingwood,26,Victoria Park
Essendon,Footscray,107,67,Essendon,40,Windy Hill
Hawthorn,North Melbourne,77,70,Hawthorn,7,Glenferrie Oval
Melbourne,South Melbourne,73,92,South Melbourne,19,Punt Rd
St Kilda,Richmond,48,100,Richmond,52,Junction Oval
Footscray,Carlton,62,115,Carlton,53,Western Oval
Richmond,Collingwood,67,87,Collingwood,20,Punt Rd
North Melbourne,Essendon,101,95,North Melbourne,6,Arden St
Fitzroy,Melbourne,106,101,Fitzroy,5,Brunswick St
Geelong,St Kilda,92,65,Geelong,27,Kardinia Park
South Melbourne,Hawthorn,112,76,South Melbourne,36,Junction Oval
North Melbourne,Carlton,68,94,Carlton,26,Princes Park
South Melbourne,Collingwood,88,77,South Melbourne,11,Princes Park
Collingwood,Carlton,80,90,Carlton,10,Princes Park
South Melbourne,Carlton,75,103,Carlton,28,Princes Park
