team1,team2,score1,score2,winner,win_margin,venue
North Melbourne,West Coast,103,101,North Melbourne,2,M.C.G.
Carlton,Adelaide,73,63,Carlton,10,Princes Park
St Kilda,Geelong,109,91,St Kilda,18,Waverley Park
Collingwood,Hawthorn,123,84,Collingwood,39,M.C.G.
Brisbane Lions,Western Bulldogs,72,118,Western Bulldogs,46,Gabba
Port Adelaide,Sydney,117,124,Sydney,7,Football Park
Richmond,Essendon,103,89,Richmond,14,M.C.G.
Fremantle,Melbourne,84,61,Fremantle,23,Subiaco
West Coast,Collingwood,116,56,West Coast,60,Subiaco
Geelong,Richmond,99,80,Geelong,19,Kardinia Park
Hawthorn,Port Adelaide,67,112,Port Adelaide,45,Waverley Park
Melbourne,North Melbourne,125,100,Melbourne,25,M.C.G.
Sydney,Brisbane Lions,135,97,Sydney,38,S.C.G.
Adelaide,Fremantle,167,74,Adelaide,93,Football Park
Western Bulldogs,Carlton,140,84,Western Bulldogs,56,Princes Park
Essendon,St Kilda,182,93,Essendon,89,M.C.G.
Western Bulldogs,Collingwood,119,85,Western Bulldogs,34,Princes Park
Richmond,Hawthorn,103,97,Richmond,6,M.C.G.
Port Adelaide,North Melbourne,69,98,North Melbourne,29,Football Park
Sydney,Geelong,160,57,Sydney,103,S.C.G.
St Kilda,Adelaide,82,60,St Kilda,22,Waverley Park
Fremantle,West Coast,67,94,West Coast,27,Subiaco
Carlton,Essendon,98,99,Essendon,1,M.C.G.
Brisbane Lions,Melbourne,87,100,Melbourne,13,Gabba
Collingwood,Richmond,133,88,Collingwood,45,M.C.G.
Geelong,Western Bulldogs,79,94,Western Bulldogs,15,Kardinia Park
Hawthorn,St Kilda,121,129,St Kilda,8,Waverley Park
West Coast,Sydney,99,118,Sydney,19,W.A.C.A.
Port Adelaide,Adelaide,73,64,Port Adelaide,9,Football Park
Carlton,Melbourne,70,72,Melbourne,2,Princes Park
Essendon,Fremantle,76,100,Fremantle,24,Waverley Park
North Melbourne,Brisbane Lions,137,120,North Melbourne,17,M.C.G.
Richmond,West Coast,86,71,Richmond,15,M.C.G.
Hawthorn,Brisbane Lions,124,83,Hawthorn,41,Waverley Park
Collingwood,Essendon,108,88,Collingwood,20,M.C.G.
Fremantle,North Melbourne,104,87,Fremantle,17,W.A.C.A.
Sydney,Western Bulldogs,99,83,Sydney,16,S.C.G.
St Kilda,Carlton,88,66,St Kilda,22,Waverley Park
Melbourne,Port Adelaide,102,53,Melbourne,49,M.C.G.
Adelaide,Geelong,87,61,Adelaide,26,Football Park
Brisbane Lions,Richmond,86,51,Brisbane Lions,35,Gabba
Western Bulldogs,Essendon,97,89,Western Bulldogs,8,Princes Park
Geelong,Hawthorn,90,73,Geelong,17,Kardinia Park
Carlton,Collingwood,67,96,Collingwood,29,M.C.G.
Port Adelaide,Fremantle,96,60,Port Adelaide,36,Football Park
Sydney,Melbourne,61,80,Melbourne,19,S.C.G.
North Melbourne,Adelaide,106,102,North Melbourne,4,M.C.G.
West Coast,St Kilda,119,121,St Kilda,2,Subiaco
Collingwood,Sydney,79,115,Sydney,36,M.C.G.
Fremantle,Hawthorn,57,99,Hawthorn,42,W.A.C.A.
Carlton,Port Adelaide,76,165,Port Adelaide,89,Princes Park
St Kilda,Brisbane Lions,82,99,Brisbane Lions,17,Waverley Park
Essendon,Geelong,70,79,Geelong,9,M.C.G.
Adelaide,West Coast,79,71,Adelaide,8,Football Park
Western Bulldogs,North Melbourne,111,83,Western Bulldogs,28,Princes Park
Richmond,Melbourne,91,49,Richmond,42,M.C.G.
Essendon,Brisbane Lions,84,70,Essendon,14,M.C.G.
Geelong,Fremantle,76,54,Geelong,22,Kardinia Park
North Melbourne,Sydney,105,95,North Melbourne,10,M.C.G.
St Kilda,Port Adelaide,72,45,St Kilda,27,Waverley Park
Adelaide,Richmond,79,92,Richmond,13,Football Park
Melbourne,Collingwood,114,111,Melbourne,3,M.C.G.
Hawthorn,Western Bulldogs,96,136,Western Bulldogs,40,Waverley Park
West Coast,Carlton,92,84,West Coast,8,Subiaco
Fremantle,St Kilda,105,90,Fremantle,15,W.A.C.A.
Carlton,North Melbourne,74,115,North Melbourne,41,Princes Park
Western Bulldogs,Richmond,88,75,Western Bulldogs,13,Waverley Park
Geelong,West Coast,44,65,West Coast,21,Kardinia Park
Melbourne,Essendon,84,122,Essendon,38,M.C.G.
Brisbane Lions,Adelaide,50,98,Adelaide,48,Gabba
Sydney,Hawthorn,117,80,Sydney,37,S.C.G.
Port Adelaide,Collingwood,80,63,Port Adelaide,17,Football Park
West Coast,Western Bulldogs,113,100,West Coast,13,W.A.C.A.
Carlton,Brisbane Lions,111,87,Carlton,24,Princes Park
