team1,team2,score1,score2,winner,win_margin,venue
South Melbourne,Footscray,66,79,Footscray,13,Lake Oval
St Kilda,Melbourne,90,89,St Kilda,1,Moorabbin Oval
Carlton,Hawthorn,156,88,Carlton,68,Princes Park
Collingwood,South Melbourne,149,72,Collingwood,77,Victoria Park
Fitzroy,Essendon,104,119,Essendon,15,Junction Oval
Footscray,Richmond,123,125,Richmond,2,Western Oval
St Kilda,Geelong,76,61,St Kilda,15,Waverley Park
Melbourne,North Melbourne,124,91,Melbourne,33,M.C.G.
Carlton,Footscray,86,83,Carlton,3,Princes Park
Essendon,Collingwood,117,112,Essendon,5,Windy Hill
Melbourne,Fitzroy,127,95,Melbourne,32,M.C.G.
Geelong,North Melbourne,140,89,Geelong,51,Kardinia Park
Hawthorn,St Kilda,102,121,St Kilda,19,Glenferrie Oval
South Melbourne,Richmond,82,158,Richmond,76,Waverley Park
Richmond,Collingwood,164,120,Richmond,44,M.C.G.
St Kilda,Essendon,124,71,St Kilda,53,Waverley Park
Collingwood,St Kilda,65,83,St Kilda,18,M.C.G.
Carlton,Richmond,69,110,Richmond,41,M.C.G.
Carlton,St Kilda,109,93,Carlton,16,M.C.G.
Carlton,Richmond,177,150,Carlton,27,M.C.G.
