team1,team2,score1,score2,winner,win_margin,venue
Collingwood,Geelong,59,49,Collingwood,10,Victoria Park
Essendon,Richmond,106,44,Essendon,62,Windy Hill
South Melbourne,Fitzroy,117,44,South Melbourne,73,Lake Oval
Footscray,St Kilda,75,70,Footscray,5,Western Oval
Melbourne,North Melbourne,123,51,Melbourne,72,M.C.G.
Carlton,Melbourne,68,80,Melbourne,12,Princes Park
Collingwood,Footscray,99,35,Collingwood,64,Victoria Park
North Melbourne,Essendon,56,85,Essendon,29,Arden St
Geelong,Fitzroy,82,27,Geelong,55,Kardinia Park
St Kilda,Hawthorn,81,51,St Kilda,30,Junction Oval
Richmond,South Melbourne,99,34,Richmond,65,Punt Rd
Footscray,Carlton,72,67,Footscray,5,Western Oval
South Melbourne,Collingwood,43,85,Collingwood,42,Lake Oval
Fitzroy,Richmond,21,76,Richmond,55,Brunswick St
Hawthorn,North Melbourne,49,38,Hawthorn,11,Glenferrie Oval
Melbourne,St Kilda,55,37,Melbourne,18,M.C.G.
Melbourne,Essendon,48,50,Essendon,2,M.C.G.
Fitzroy,Hawthorn,64,73,Hawthorn,9,Brunswick St
Footscray,North Melbourne,68,27,Footscray,41,Western Oval
Geelong,South Melbourne,57,15,Geelong,42,Kardinia Park
St Kilda,Richmond,72,47,St Kilda,25,Junction Oval
Carlton,St Kilda,45,61,St Kilda,16,Princes Park
Collingwood,Essendon,68,65,Collingwood,3,Victoria Park
North Melbourne,Fitzroy,80,79,North Melbourne,1,Arden St
South Melbourne,Footscray,68,75,Footscray,7,Lake Oval
Richmond,Geelong,56,82,Geelong,26,Punt Rd
Hawthorn,Melbourne,69,73,Melbourne,4,Glenferrie Oval
Fitzroy,Carlton,54,134,Carlton,80,Brunswick St
North Melbourne,Collingwood,61,92,Collingwood,31,Arden St
Essendon,South Melbourne,184,19,Essendon,165,Windy Hill
Footscray,Melbourne,78,38,Footscray,40,Western Oval
St Kilda,Geelong,90,78,St Kilda,12,Junction Oval
Richmond,Hawthorn,72,115,Hawthorn,43,Punt Rd
Essendon,Geelong,65,84,Geelong,19,M.C.G.
Melbourne,Collingwood,134,45,Melbourne,89,M.C.G.
Collingwood,Geelong,48,44,Collingwood,4,M.C.G.
Melbourne,Collingwood,64,60,Melbourne,4,M.C.G.
