team1,team2,score1,score2,winner,win_margin,venue
Hawthorn,Western Bulldogs,99,90,Hawthorn,9,Docklands
Collingwood,Melbourne,99,83,Collingwood,16,M.C.G.
Brisbane Lions,North Melbourne,79,130,North Melbourne,51,Gabba
Sydney,Carlton,138,57,Sydney,81,S.C.G.
Geelong,Greater Western Sydney,103,59,Geelong,44,Kardinia Park
Port Adelaide,Gold Coast,135,20,Port Adelaide,115,Adelaide Oval
Essendon,Fremantle,107,92,Essendon,15,Docklands
Richmond,St Kilda,122,81,Richmond,41,M.C.G.
West Coast,Adelaide,100,71,West Coast,29,Subiaco
Adelaide,Greater Western Sydney,84,48,Adelaide,36,Adelaide Oval
Geelong,Richmond,40,91,Richmond,51,M.C.G.
Sydney,Essendon,121,56,Sydney,65,S.C.G.
Port Adelaide,West Coast,76,78,West Coast,2,Adelaide Oval
Geelong,Sydney,98,39,Geelong,59,M.C.G.
Greater Western Sydney,West Coast,125,58,Greater Western Sydney,67,Sydney Showground
Adelaide,Geelong,136,75,Adelaide,61,Adelaide Oval
Richmond,Greater Western Sydney,103,67,Richmond,36,M.C.G.
Adelaide,Richmond,60,108,Richmond,48,M.C.G.
