team1,team2,score1,score2,winner,win_margin,venue
Fitzroy,Carlton,87,163,Carlton,76,Brunswick St
Hawthorn,Collingwood,83,104,Collingwood,21,Glenferrie Oval
Essendon,North Melbourne,117,70,Essendon,47,Windy Hill
Geelong,Footscray,144,69,Geelong,75,Corio Oval
South Melbourne,Melbourne,108,87,South Melbourne,21,Lake Oval
Richmond,St Kilda,107,106,Richmond,1,Punt Rd
Carlton,Essendon,145,43,Carlton,102,Princes Park
Collingwood,Richmond,108,72,Collingwood,36,Victoria Park
Melbourne,Fitzroy,107,59,Melbourne,48,M.C.G.
Footscray,Hawthorn,68,73,Hawthorn,5,Western Oval
North Melbourne,Geelong,68,74,Geelong,6,Arden St
St Kilda,South Melbourne,71,89,South Melbourne,18,Junction Oval
Hawthorn,Carlton,97,107,Carlton,10,Glenferrie Oval
Fitzroy,Collingwood,84,164,Collingwood,80,Brunswick St
Essendon,St Kilda,115,119,St Kilda,4,Windy Hill
South Melbourne,Footscray,107,67,South Melbourne,40,Lake Oval
Geelong,Melbourne,102,32,Geelong,70,Corio Oval
Richmond,North Melbourne,92,53,Richmond,39,Punt Rd
Carlton,Richmond,115,125,Richmond,10,Princes Park
Collingwood,Essendon,137,88,Collingwood,49,Victoria Park
Footscray,Fitzroy,89,74,Footscray,15,Western Oval
St Kilda,Geelong,125,82,St Kilda,43,Junction Oval
Melbourne,Hawthorn,116,77,Melbourne,39,M.C.G.
North Melbourne,South Melbourne,60,129,South Melbourne,69,Arden St
Footscray,Carlton,59,94,Carlton,35,Western Oval
Collingwood,St Kilda,113,68,Collingwood,45,Victoria Park
South Melbourne,Essendon,111,79,South Melbourne,32,Lake Oval
Fitzroy,Geelong,121,115,Fitzroy,6,Brunswick St
Richmond,Hawthorn,117,72,Richmond,45,Punt Rd
North Melbourne,Melbourne,75,122,Melbourne,47,Arden St
Carlton,Collingwood,82,88,Collingwood,6,Princes Park
Essendon,Fitzroy,127,86,Essendon,41,Windy Hill
Melbourne,Footscray,96,80,Melbourne,16,M.C.G.
Geelong,Richmond,50,90,Richmond,40,Corio Oval
Hawthorn,South Melbourne,65,128,South Melbourne,63,Glenferrie Oval
St Kilda,North Melbourne,147,108,St Kilda,39,Junction Oval
Carlton,St Kilda,128,75,Carlton,53,Princes Park
Collingwood,Melbourne,89,67,Collingwood,22,Victoria Park
Richmond,Essendon,78,71,Richmond,7,Punt Rd
South Melbourne,Fitzroy,93,53,South Melbourne,40,Lake Oval
North Melbourne,Footscray,91,85,North Melbourne,6,Arden St
