team1,team2,score1,score2,winner,win_margin,venue
Brisbane Lions,St Kilda,116,93,Brisbane Lions,23,Gabba
Kangaroos,Carlton,105,85,Kangaroos,20,Docklands
Melbourne,Essendon,103,57,Melbourne,46,M.C.G.
Fremantle,Port Adelaide,88,53,Fremantle,35,Subiaco
Sydney,Hawthorn,118,55,Sydney,63,S.C.G.
Richmond,Geelong,98,160,Geelong,62,M.C.G.
Adelaide,West Coast,53,64,West Coast,11,Football Park
Collingwood,Western Bulldogs,80,112,Western Bulldogs,32,M.C.G.
Carlton,Essendon,110,106,Carlton,4,M.C.G.
Western Bulldogs,Melbourne,111,137,Melbourne,26,Docklands
Kangaroos,Sydney,82,59,Kangaroos,23,Manuka Oval
West Coast,Geelong,84,62,West Coast,22,Subiaco
Port Adelaide,Brisbane Lions,75,73,Port Adelaide,2,Football Park
St Kilda,Fremantle,59,58,St Kilda,1,York Park
Collingwood,Adelaide,75,81,Adelaide,6,Docklands
Hawthorn,Richmond,89,103,Richmond,14,M.C.G.
Melbourne,Geelong,114,66,Melbourne,48,M.C.G.
Carlton,Collingwood,108,128,Collingwood,20,M.C.G.
St Kilda,Kangaroos,93,100,Kangaroos,7,Docklands
Brisbane Lions,Sydney,81,87,Sydney,6,Gabba
Fremantle,West Coast,80,88,West Coast,8,Subiaco
Adelaide,Port Adelaide,124,56,Adelaide,68,Football Park
Essendon,Hawthorn,77,75,Essendon,2,M.C.G.
Western Bulldogs,Richmond,84,88,Richmond,4,Docklands
Kangaroos,Collingwood,93,90,Kangaroos,3,M.C.G.
Hawthorn,Brisbane Lions,115,69,Hawthorn,46,M.C.G.
West Coast,Western Bulldogs,143,107,West Coast,36,Subiaco
Geelong,Essendon,131,75,Geelong,56,Docklands
Sydney,Adelaide,79,120,Adelaide,41,S.C.G.
Richmond,Fremantle,100,52,Richmond,48,M.C.G.
St Kilda,Melbourne,151,104,St Kilda,47,Docklands
Port Adelaide,Geelong,95,99,Geelong,4,Football Park
Kangaroos,Hawthorn,108,89,Kangaroos,19,M.C.G.
Fremantle,Carlton,103,84,Fremantle,19,Subiaco
Western Bulldogs,Adelaide,140,109,Western Bulldogs,31,Docklands
Sydney,Melbourne,60,94,Melbourne,34,S.C.G.
Brisbane Lions,West Coast,84,157,West Coast,73,Gabba
St Kilda,Richmond,147,79,St Kilda,68,Docklands
Essendon,Collingwood,83,69,Essendon,14,M.C.G.
