team1,team2,score1,score2,winner,win_margin,venue
Carlton,Hawthorn,126,111,Carlton,15,Princes Park
Essendon,North Melbourne,164,82,Essendon,82,Windy Hill
Geelong,West Coast,83,104,West Coast,21,Kardinia Park
Brisbane Bears,Collingwood,75,83,Collingwood,8,Carrara
Fitzroy,St Kilda,140,118,Fitzroy,22,Princes Park
Footscray,Sydney,102,76,Footscray,26,Waverley Park
Richmond,Melbourne,108,154,Melbourne,46,M.C.G.
West Coast,Essendon,175,76,West Coast,99,W.A.C.A.
Carlton,Brisbane Bears,129,61,Carlton,68,Princes Park
Collingwood,Fitzroy,102,70,Collingwood,32,Victoria Park
Footscray,Melbourne,66,86,Melbourne,20,Western Oval
North Melbourne,Geelong,127,142,Geelong,15,M.C.G.
Hawthorn,Richmond,171,86,Hawthorn,85,Waverley Park
Sydney,St Kilda,66,55,Sydney,11,S.C.G.
Essendon,Carlton,79,151,Carlton,72,Windy Hill
Richmond,Collingwood,80,150,Collingwood,70,Waverley Park
Footscray,Fitzroy,108,57,Footscray,51,Western Oval
Melbourne,Geelong,72,64,Melbourne,8,M.C.G.
Hawthorn,Sydney,114,93,Hawthorn,21,Princes Park
St Kilda,North Melbourne,108,82,St Kilda,26,Moorabbin Oval
Brisbane Bears,West Coast,74,192,West Coast,118,W.A.C.A.
Melbourne,Brisbane Bears,96,41,Melbourne,55,M.C.G.
Collingwood,West Coast,94,55,Collingwood,39,Victoria Park
Hawthorn,Fitzroy,120,106,Hawthorn,14,Princes Park
North Melbourne,Footscray,125,87,North Melbourne,38,Waverley Park
Sydney,Carlton,80,166,Carlton,86,S.C.G.
St Kilda,Essendon,69,91,Essendon,22,Moorabbin Oval
Richmond,Geelong,82,161,Geelong,79,M.C.G.
West Coast,Footscray,100,93,West Coast,7,W.A.C.A.
St Kilda,Brisbane Bears,84,93,Brisbane Bears,9,Moorabbin Oval
Carlton,Collingwood,69,97,Collingwood,28,Waverley Park
Geelong,Essendon,116,92,Geelong,24,Kardinia Park
Fitzroy,Richmond,91,153,Richmond,62,Princes Park
North Melbourne,Hawthorn,128,205,Hawthorn,77,M.C.G.
Sydney,Melbourne,89,116,Melbourne,27,S.C.G.
North Melbourne,West Coast,123,110,North Melbourne,13,M.C.G.
Carlton,St Kilda,72,32,Carlton,40,Princes Park
Collingwood,Hawthorn,91,93,Hawthorn,2,Waverley Park
Melbourne,Essendon,68,101,Essendon,33,M.C.G.
Footscray,Richmond,91,46,Footscray,45,Western Oval
