team1,team2,score1,score2,winner,win_margin,venue
Carlton,Melbourne,122,109,Carlton,13,Princes Park
Collingwood,Fitzroy,138,92,Collingwood,46,Victoria Park
Essendon,South Melbourne,119,68,Essendon,51,Windy Hill
St Kilda,Footscray,88,149,Footscray,61,Junction Oval
Geelong,Hawthorn,129,84,Geelong,45,Kardinia Park
Richmond,North Melbourne,135,104,Richmond,31,Punt Rd
South Melbourne,Carlton,84,70,South Melbourne,14,Lake Oval
Hawthorn,Collingwood,87,134,Collingwood,47,Glenferrie Oval
Footscray,Essendon,103,89,Footscray,14,Western Oval
Fitzroy,Richmond,100,77,Fitzroy,23,Brunswick St
Melbourne,Geelong,109,73,Melbourne,36,M.C.G.
North Melbourne,St Kilda,59,61,St Kilda,2,Arden St
Richmond,Carlton,48,121,Carlton,73,Punt Rd
Geelong,Collingwood,89,108,Collingwood,19,Kardinia Park
Essendon,St Kilda,136,125,Essendon,11,Windy Hill
Fitzroy,Melbourne,92,83,Fitzroy,9,Brunswick St
Hawthorn,Footscray,82,134,Footscray,52,Glenferrie Oval
South Melbourne,North Melbourne,78,82,North Melbourne,4,Lake Oval
Carlton,Footscray,112,58,Carlton,54,Princes Park
Collingwood,South Melbourne,138,86,Collingwood,52,Victoria Park
Geelong,Essendon,83,115,Essendon,32,Kardinia Park
North Melbourne,Fitzroy,39,140,Fitzroy,101,Arden St
St Kilda,Hawthorn,77,84,Hawthorn,7,Junction Oval
Richmond,Melbourne,72,120,Melbourne,48,Punt Rd
Essendon,Carlton,64,91,Carlton,27,Windy Hill
Melbourne,Collingwood,95,70,Melbourne,25,M.C.G.
Fitzroy,St Kilda,132,56,Fitzroy,76,Brunswick St
Footscray,North Melbourne,120,79,Footscray,41,Western Oval
South Melbourne,Geelong,87,106,Geelong,19,Lake Oval
Hawthorn,Richmond,107,69,Hawthorn,38,Glenferrie Oval
St Kilda,Carlton,53,155,Carlton,102,Junction Oval
Footscray,Collingwood,90,76,Footscray,14,Western Oval
North Melbourne,Essendon,102,94,North Melbourne,8,Arden St
Fitzroy,South Melbourne,63,101,South Melbourne,38,Brunswick St
Richmond,Geelong,126,77,Richmond,49,Punt Rd
Hawthorn,Melbourne,66,81,Melbourne,15,Glenferrie Oval
Carlton,North Melbourne,99,80,Carlton,19,Princes Park
Collingwood,Richmond,73,74,Richmond,1,Victoria Park
Essendon,Fitzroy,83,74,Essendon,9,Windy Hill
Melbourne,Footscray,105,98,Melbourne,7,M.C.G.
Geelong,St Kilda,54,49,Geelong,5,Kardinia Park
South Melbourne,Hawthorn,104,92,South Melbourne,12,Lake Oval
Carlton,Geelong,117,52,Carlton,65,Princes Park
Essendon,Collingwood,68,82,Collingwood,14,Windy Hill
Footscray,Fitzroy,83,49,Footscray,34,Western Oval
Hawthorn,North Melbourne,75,71,Hawthorn,4,Glenferrie Oval
Melbourne,St Kilda,105,43,Melbourne,62,M.C.G.
South Melbourne,Richmond,99,103,Richmond,4,Lake Oval
Richmond,Essendon,56,125,Essendon,69,Punt Rd
Fitzroy,Hawthorn,111,62,Fitzroy,49,Brunswick St
