team1,team2,score1,score2,winner,win_margin,venue
Geelong,Footscray,103,86,Geelong,17,Kardinia Park
North Melbourne,Melbourne,60,81,Melbourne,21,Arden St
Collingwood,Carlton,112,86,Collingwood,26,Victoria Park
St Kilda,South Melbourne,75,121,South Melbourne,46,Junction Oval
Fitzroy,Carlton,55,68,Carlton,13,Brunswick St
St Kilda,Collingwood,67,110,Collingwood,43,Junction Oval
Hawthorn,Essendon,45,128,Essendon,83,Glenferrie Oval
Footscray,Richmond,41,72,Richmond,31,Western Oval
North Melbourne,Geelong,86,119,Geelong,33,Arden St
Melbourne,South Melbourne,59,69,South Melbourne,10,M.C.G.
Carlton,Hawthorn,125,62,Carlton,63,Princes Park
Collingwood,North Melbourne,103,69,Collingwood,34,Victoria Park
Essendon,Melbourne,85,75,Essendon,10,Windy Hill
Geelong,Fitzroy,70,81,Fitzroy,11,Kardinia Park
South Melbourne,Footscray,99,82,South Melbourne,17,Lake Oval
Richmond,St Kilda,153,52,Richmond,101,Punt Rd
Melbourne,Carlton,64,69,Carlton,5,M.C.G.
Fitzroy,Collingwood,65,48,Fitzroy,17,Brunswick St
South Melbourne,Essendon,62,83,Essendon,21,Lake Oval
Hawthorn,Geelong,83,117,Geelong,34,Glenferrie Oval
North Melbourne,Richmond,34,83,Richmond,49,Arden St
Carlton,South Melbourne,74,70,Carlton,4,Princes Park
Collingwood,Hawthorn,65,45,Collingwood,20,Victoria Park
Essendon,Footscray,78,59,Essendon,19,Windy Hill
Richmond,Fitzroy,84,78,Richmond,6,Punt Rd
Geelong,Melbourne,107,46,Geelong,61,Kardinia Park
St Kilda,North Melbourne,63,103,North Melbourne,40,Junction Oval
Carlton,Richmond,70,63,Carlton,7,Princes Park
Collingwood,Geelong,83,77,Collingwood,6,Victoria Park
St Kilda,Essendon,55,102,Essendon,47,Junction Oval
Melbourne,Fitzroy,52,74,Fitzroy,22,M.C.G.
Footscray,Hawthorn,96,67,Footscray,29,Western Oval
North Melbourne,South Melbourne,62,66,South Melbourne,4,Arden St
Footscray,Carlton,89,93,Carlton,4,Western Oval
Essendon,Geelong,117,77,Essendon,40,Windy Hill
Fitzroy,North Melbourne,103,56,Fitzroy,47,Brunswick St
Hawthorn,St Kilda,114,69,Hawthorn,45,Glenferrie Oval
Melbourne,Richmond,72,81,Richmond,9,M.C.G.
Carlton,Essendon,54,94,Essendon,40,Princes Park
St Kilda,Fitzroy,63,77,Fitzroy,14,Junction Oval
Richmond,Hawthorn,96,55,Richmond,41,Punt Rd
Collingwood,Melbourne,56,61,Melbourne,5,Victoria Park
North Melbourne,Footscray,72,76,Footscray,4,Arden St
Geelong,South Melbourne,97,61,Geelong,36,Kardinia Park
Carlton,St Kilda,103,30,Carlton,73,Princes Park
Collingwood,Footscray,112,84,Collingwood,28,Victoria Park
Essendon,North Melbourne,126,86,Essendon,40,Windy Hill
South Melbourne,Fitzroy,71,82,Fitzroy,11,Lake Oval
Geelong,Richmond,115,87,Geelong,28,Kardinia Park
Melbourne,Hawthorn,99,93,Melbourne,6,M.C.G.
North Melbourne,Carlton,72,97,Carlton,25,Arden St
Richmond,Collingwood,134,60,Richmond,74,Punt Rd
Fitzroy,Essendon,130,62,Fitzroy,68,Brunswick St
Footscray,Melbourne,80,155,Melbourne,75,Western Oval
St Kilda,Geelong,73,107,Geelong,34,Junction Oval
Hawthorn,South Melbourne,83,128,South Melbourne,45,Glenferrie Oval
Geelong,Carlton,109,107,Geelong,2,Kardinia Park
Collingwood,Essendon,101,108,Essendon,7,Victoria Park
Fitzroy,Footscray,138,74,Fitzroy,64,Brunswick St
North Melbourne,Hawthorn,74,70,North Melbourne,4,Arden St
St Kilda,Melbourne,78,171,Melbourne,93,Junction Oval
Richmond,South Melbourne,113,79,Richmond,34,Punt Rd
Fitzroy,Richmond,103,75,Fitzroy,28,M.C.G.
Carlton,Essendon,99,83,Carlton,16,M.C.G.
Essendon,Fitzroy,109,96,Essendon,13,M.C.G.
Carlton,Essendon,86,85,Carlton,1,M.C.G.
