team1,team2,score1,score2,winner,win_margin,venue
Geelong,Carlton,72,99,Carlton,27,Corio Oval
South Melbourne,Collingwood,80,92,Collingwood,12,Lake Oval
Essendon,Melbourne,125,108,Essendon,17,Windy Hill
Fitzroy,St Kilda,91,80,Fitzroy,11,Brunswick St
Richmond,Footscray,103,115,Footscray,12,Punt Rd
Hawthorn,North Melbourne,161,89,Hawthorn,72,Glenferrie Oval
Carlton,South Melbourne,109,77,Carlton,32,Princes Park
Collingwood,Geelong,79,94,Geelong,15,Victoria Park
Footscray,Essendon,111,66,Footscray,45,Western Oval
North Melbourne,Fitzroy,106,51,North Melbourne,55,Arden St
St Kilda,Hawthorn,97,55,St Kilda,42,Junction Oval
Melbourne,Richmond,122,99,Melbourne,23,M.C.G.
Collingwood,Carlton,127,90,Collingwood,37,Victoria Park
Essendon,South Melbourne,86,75,Essendon,11,Windy Hill
Geelong,Fitzroy,115,86,Geelong,29,Corio Oval
Melbourne,Footscray,141,102,Melbourne,39,M.C.G.
Hawthorn,Richmond,102,129,Richmond,27,Glenferrie Oval
St Kilda,North Melbourne,84,65,St Kilda,19,Junction Oval
Carlton,Melbourne,90,116,Melbourne,26,Princes Park
North Melbourne,Collingwood,99,75,North Melbourne,24,Arden St
Fitzroy,Essendon,87,76,Fitzroy,11,Brunswick St
Footscray,St Kilda,70,92,St Kilda,22,Western Oval
Richmond,Geelong,117,72,Richmond,45,Punt Rd
South Melbourne,Hawthorn,145,106,South Melbourne,39,Lake Oval
St Kilda,Carlton,54,85,Carlton,31,Junction Oval
Melbourne,Collingwood,114,98,Melbourne,16,M.C.G.
Essendon,Hawthorn,90,73,Essendon,17,Windy Hill
Fitzroy,Richmond,62,83,Richmond,21,Brunswick St
North Melbourne,Footscray,53,66,Footscray,13,Arden St
Geelong,South Melbourne,93,72,Geelong,21,Corio Oval
Carlton,Fitzroy,76,62,Carlton,14,Princes Park
Collingwood,Essendon,85,83,Collingwood,2,Victoria Park
Footscray,Geelong,66,74,Geelong,8,Western Oval
Hawthorn,Melbourne,87,81,Hawthorn,6,Glenferrie Oval
South Melbourne,North Melbourne,105,104,South Melbourne,1,Lake Oval
Richmond,St Kilda,112,76,Richmond,36,Punt Rd
Footscray,Carlton,90,80,Footscray,10,Western Oval
St Kilda,Collingwood,72,92,Collingwood,20,Junction Oval
Geelong,Essendon,67,82,Essendon,15,Corio Oval
Fitzroy,Hawthorn,113,86,Fitzroy,27,Brunswick St
North Melbourne,Melbourne,49,106,Melbourne,57,Arden St
Richmond,South Melbourne,94,85,Richmond,9,Punt Rd
Essendon,Carlton,86,63,Essendon,23,Windy Hill
Collingwood,Richmond,49,75,Richmond,26,Victoria Park
Hawthorn,Footscray,65,110,Footscray,45,Glenferrie Oval
North Melbourne,Geelong,63,98,Geelong,35,Arden St
South Melbourne,St Kilda,81,76,South Melbourne,5,Lake Oval
Melbourne,Fitzroy,87,85,Melbourne,2,M.C.G.
Carlton,North Melbourne,116,120,North Melbourne,4,Princes Park
Footscray,Collingwood,100,84,Footscray,16,Western Oval
Richmond,Essendon,77,82,Essendon,5,Punt Rd
Fitzroy,South Melbourne,90,77,Fitzroy,13,Brunswick St
Geelong,Hawthorn,90,46,Geelong,44,Corio Oval
St Kilda,Melbourne,112,123,Melbourne,11,Junction Oval
Carlton,Hawthorn,89,96,Hawthorn,7,Princes Park
Collingwood,Fitzroy,89,103,Fitzroy,14,Victoria Park
St Kilda,Essendon,102,104,Essendon,2,Junction Oval
