team1,team2,score1,score2,winner,win_margin,venue
Sydney,Essendon,79,57,Sydney,22,S.C.G.
Adelaide,West Coast,105,136,West Coast,31,Adelaide Oval
Richmond,Greater Western Sydney,89,62,Richmond,27,M.C.G.
North Melbourne,Geelong,79,111,Geelong,32,Docklands
Gold Coast,St Kilda,117,64,Gold Coast,53,Carrara
Melbourne,Brisbane Lions,51,74,Brisbane Lions,23,Docklands
Hawthorn,Western Bulldogs,107,45,Hawthorn,62,York Park
Collingwood,Port Adelaide,76,70,Collingwood,6,M.C.G.
Richmond,Essendon,95,77,Richmond,18,M.C.G.
Greater Western Sydney,North Melbourne,51,126,North Melbourne,75,Manuka Oval
Carlton,Gold Coast,97,58,Carlton,39,Docklands
Hawthorn,Melbourne,115,65,Hawthorn,50,M.C.G.
Port Adelaide,Sydney,58,84,Sydney,26,Adelaide Oval
Geelong,Fremantle,81,79,Geelong,2,Kardinia Park
Brisbane Lions,Adelaide,63,168,Adelaide,105,Gabba
St Kilda,Western Bulldogs,99,122,Western Bulldogs,23,Docklands
West Coast,Collingwood,126,66,West Coast,60,Subiaco
Carlton,Geelong,76,82,Geelong,6,Docklands
Sydney,St Kilda,127,56,Sydney,71,S.C.G.
Gold Coast,Port Adelaide,47,56,Port Adelaide,9,Carrara
Essendon,West Coast,77,74,Essendon,3,Docklands
Adelaide,Richmond,69,79,Richmond,10,Adelaide Oval
Collingwood,Brisbane Lions,56,123,Brisbane Lions,67,M.C.G.
North Melbourne,Western Bulldogs,111,61,North Melbourne,50,Docklands
Melbourne,Greater Western Sydney,34,98,Greater Western Sydney,64,M.C.G.
Fremantle,Hawthorn,110,91,Fremantle,19,Subiaco
Port Adelaide,Carlton,140,37,Port Adelaide,103,Adelaide Oval
North Melbourne,Adelaide,101,94,North Melbourne,7,Bellerive Oval
Essendon,Gold Coast,108,89,Essendon,19,Docklands
Greater Western Sydney,Collingwood,67,75,Collingwood,8,Sydney Showground
West Coast,Melbourne,119,53,West Coast,66,Subiaco
Hawthorn,Geelong,94,71,Hawthorn,23,M.C.G.
Brisbane Lions,Fremantle,48,106,Fremantle,58,Gabba
Western Bulldogs,Sydney,67,130,Sydney,63,Docklands
Richmond,St Kilda,98,72,Richmond,26,M.C.G.
Collingwood,Hawthorn,56,121,Hawthorn,65,M.C.G.
Fremantle,Port Adelaide,105,97,Fremantle,8,Subiaco
Sydney,Richmond,65,68,Richmond,3,Stadium Australia
Geelong,Brisbane Lions,143,81,Geelong,62,Kardinia Park
North Melbourne,Melbourne,123,93,North Melbourne,30,Docklands
Gold Coast,West Coast,99,151,West Coast,52,Carrara
Adelaide,St Kilda,141,62,Adelaide,79,Adelaide Oval
Western Bulldogs,Greater Western Sydney,109,115,Greater Western Sydney,6,Docklands
Hawthorn,Geelong,104,68,Hawthorn,36,M.C.G.
Sydney,Fremantle,93,69,Sydney,24,Stadium Australia
North Melbourne,Essendon,93,81,North Melbourne,12,M.C.G.
Port Adelaide,Richmond,132,75,Port Adelaide,57,Adelaide Oval
Geelong,North Melbourne,92,98,North Melbourne,6,M.C.G.
Fremantle,Port Adelaide,83,105,Port Adelaide,22,Subiaco
Sydney,North Melbourne,136,65,Sydney,71,Stadium Australia
Hawthorn,Port Adelaide,97,94,Hawthorn,3,M.C.G.
Sydney,Hawthorn,74,137,Hawthorn,63,M.C.G.
