team1,team2,score1,score2,winner,win_margin,venue
Adelaide,Hawthorn,155,69,Adelaide,86,Football Park
St Kilda,Richmond,107,82,St Kilda,25,Waverley Park
West Coast,Melbourne,99,20,West Coast,79,Subiaco
Footscray,Collingwood,76,146,Collingwood,70,Waverley Park
Collingwood,West Coast,58,85,West Coast,27,Waverley Park
Fitzroy,Melbourne,49,180,Melbourne,131,Princes Park
Brisbane Bears,North Melbourne,58,104,North Melbourne,46,Carrara
Adelaide,Carlton,81,104,Carlton,23,Football Park
Richmond,Essendon,109,113,Essendon,4,M.C.G.
Geelong,St Kilda,130,104,Geelong,26,Kardinia Park
Hawthorn,Sydney,166,75,Hawthorn,91,Princes Park
Carlton,Brisbane Bears,127,70,Carlton,57,Princes Park
Collingwood,Fitzroy,117,58,Collingwood,59,Victoria Park
North Melbourne,Essendon,94,167,Essendon,73,M.C.G.
Hawthorn,Richmond,136,79,Hawthorn,57,Waverley Park
Sydney,Adelaide,108,132,Adelaide,24,S.C.G.
Footscray,Geelong,68,117,Geelong,49,Western Oval
Melbourne,St Kilda,145,154,St Kilda,9,M.C.G.
West Coast,North Melbourne,127,55,West Coast,72,W.A.C.A.
Essendon,Adelaide,92,47,Essendon,45,Windy Hill
Melbourne,Carlton,155,110,Melbourne,45,Waverley Park
Fitzroy,Footscray,90,106,Footscray,16,Princes Park
Richmond,Sydney,127,164,Sydney,37,M.C.G.
Brisbane Bears,Geelong,88,190,Geelong,102,Gabba
Sydney,Essendon,130,161,Essendon,31,S.C.G.
Collingwood,Brisbane Bears,115,93,Collingwood,22,Victoria Park
Fitzroy,Richmond,89,113,Richmond,24,Princes Park
Footscray,Hawthorn,118,107,Footscray,11,Waverley Park
Melbourne,North Melbourne,182,112,Melbourne,70,M.C.G.
West Coast,Adelaide,130,65,West Coast,65,Subiaco
Geelong,Carlton,95,58,Geelong,37,Kardinia Park
Collingwood,Melbourne,77,113,Melbourne,36,Waverley Park
North Melbourne,Sydney,188,134,North Melbourne,54,M.C.G.
Carlton,St Kilda,94,60,Carlton,34,Princes Park
Geelong,West Coast,89,134,West Coast,45,Waverley Park
Brisbane Bears,Essendon,83,114,Essendon,31,Carrara
Fitzroy,Hawthorn,74,231,Hawthorn,157,North Hobart
Adelaide,Footscray,128,97,Adelaide,31,Football Park
North Melbourne,Fitzroy,141,97,North Melbourne,44,M.C.G.
St Kilda,Adelaide,162,31,St Kilda,131,Moorabbin Oval
Melbourne,Brisbane Bears,126,113,Melbourne,13,M.C.G.
Essendon,Carlton,115,94,Essendon,21,Waverley Park
Hawthorn,West Coast,62,144,West Coast,82,Princes Park
Footscray,Richmond,133,101,Footscray,32,Western Oval
Sydney,Geelong,144,98,Sydney,46,S.C.G.
Hawthorn,Carlton,122,78,Hawthorn,44,Waverley Park
Essendon,West Coast,87,94,West Coast,7,Windy Hill
Fitzroy,Sydney,70,147,Sydney,77,Princes Park
Melbourne,Footscray,121,82,Melbourne,39,M.C.G.
Geelong,North Melbourne,119,150,North Melbourne,31,Kardinia Park
Brisbane Bears,St Kilda,79,148,St Kilda,69,Gabba
Richmond,Collingwood,159,102,Richmond,57,M.C.G.
North Melbourne,Adelaide,120,118,North Melbourne,2,M.C.G.
Footscray,Brisbane Bears,101,96,Footscray,5,Western Oval
Carlton,Richmond,93,81,Carlton,12,Princes Park
Collingwood,Geelong,90,132,Geelong,42,Victoria Park
Hawthorn,Essendon,103,87,Hawthorn,16,Waverley Park
Sydney,St Kilda,113,119,St Kilda,6,S.C.G.
West Coast,Fitzroy,125,26,West Coast,99,Subiaco
