team1,team2,score1,score2,winner,win_margin,venue
Carlton,Essendon,102,99,Carlton,3,Princes Park
Collingwood,Richmond,77,95,Richmond,18,Victoria Park
Melbourne,Fitzroy,90,114,Fitzroy,24,M.C.G.
Footscray,Hawthorn,93,52,Footscray,41,Western Oval
North Melbourne,Geelong,108,107,North Melbourne,1,Arden St
St Kilda,South Melbourne,92,87,St Kilda,5,Junction Oval
Richmond,Carlton,90,80,Richmond,10,Punt Rd
Hawthorn,Collingwood,95,118,Collingwood,23,Glenferrie Oval
Essendon,North Melbourne,145,108,Essendon,37,Windy Hill
Fitzroy,Footscray,75,113,Footscray,38,Brunswick St
Geelong,St Kilda,87,85,Geelong,2,Kardinia Park
South Melbourne,Melbourne,93,101,Melbourne,8,Lake Oval
Carlton,Hawthorn,120,73,Carlton,47,Princes Park
Fitzroy,Collingwood,97,123,Collingwood,26,Brunswick St
St Kilda,Essendon,58,103,Essendon,45,Junction Oval
Footscray,South Melbourne,100,58,Footscray,42,Western Oval
Geelong,Melbourne,97,108,Melbourne,11,Kardinia Park
Richmond,North Melbourne,123,95,Richmond,28,Punt Rd
North Melbourne,Carlton,105,119,Carlton,14,Arden St
Collingwood,Footscray,95,94,Collingwood,1,Victoria Park
Essendon,Richmond,104,92,Essendon,12,Windy Hill
South Melbourne,Fitzroy,109,82,South Melbourne,27,Lake Oval
Hawthorn,Geelong,94,79,Hawthorn,15,Glenferrie Oval
Melbourne,St Kilda,93,89,Melbourne,4,M.C.G.
St Kilda,Carlton,90,108,Carlton,18,Junction Oval
Collingwood,Melbourne,127,167,Melbourne,40,Victoria Park
Hawthorn,Essendon,60,156,Essendon,96,Glenferrie Oval
Richmond,Fitzroy,120,98,Richmond,22,Punt Rd
Footscray,North Melbourne,105,56,Footscray,49,Western Oval
Geelong,South Melbourne,96,103,South Melbourne,7,Kardinia Park
Carlton,Collingwood,99,82,Carlton,17,Princes Park
South Melbourne,Essendon,61,96,Essendon,35,Lake Oval
