team1,team2,score1,score2,winner,win_margin,venue
Kangaroos,Essendon,61,146,Essendon,85,M.C.G.
Hawthorn,Collingwood,85,81,Hawthorn,4,M.C.G.
Western Bulldogs,St Kilda,107,112,St Kilda,5,Docklands
Fremantle,Carlton,118,119,Carlton,1,Subiaco
Port Adelaide,Brisbane Lions,99,93,Port Adelaide,6,Football Park
Sydney,Adelaide,126,74,Sydney,52,S.C.G.
Geelong,West Coast,115,49,Geelong,66,Kardinia Park
Melbourne,Richmond,103,134,Richmond,31,M.C.G.
Essendon,Port Adelaide,145,107,Essendon,38,Docklands
Carlton,Hawthorn,81,107,Hawthorn,26,Princes Park
Richmond,Western Bulldogs,69,111,Western Bulldogs,42,M.C.G.
Collingwood,Fremantle,105,88,Collingwood,17,Docklands
Adelaide,Melbourne,80,83,Melbourne,3,Football Park
West Coast,Sydney,89,104,Sydney,15,Subiaco
St Kilda,Geelong,86,115,Geelong,29,Docklands
Brisbane Lions,Kangaroos,118,58,Brisbane Lions,60,Gabba
Carlton,Essendon,93,76,Carlton,17,M.C.G.
Richmond,Brisbane Lions,116,94,Richmond,22,M.C.G.
Western Bulldogs,Collingwood,81,153,Collingwood,72,Docklands
Kangaroos,Sydney,71,151,Sydney,80,S.C.G.
Fremantle,Hawthorn,59,82,Hawthorn,23,Subiaco
Adelaide,Port Adelaide,88,153,Port Adelaide,65,Football Park
St Kilda,West Coast,107,125,West Coast,18,Docklands
Melbourne,Geelong,124,104,Melbourne,20,M.C.G.
Collingwood,Richmond,71,86,Richmond,15,M.C.G.
Sydney,Essendon,55,102,Essendon,47,S.C.G.
Carlton,Adelaide,53,62,Adelaide,9,Princes Park
Western Bulldogs,Brisbane Lions,140,87,Western Bulldogs,53,Docklands
Port Adelaide,St Kilda,114,50,Port Adelaide,64,Football Park
Fremantle,West Coast,88,112,West Coast,24,Subiaco
Geelong,Kangaroos,33,53,Kangaroos,20,Kardinia Park
Hawthorn,Melbourne,83,44,Hawthorn,39,M.C.G.
Essendon,Collingwood,103,95,Essendon,8,M.C.G.
West Coast,Richmond,70,109,Richmond,39,Subiaco
Carlton,St Kilda,125,92,Carlton,33,Princes Park
Western Bulldogs,Hawthorn,126,155,Hawthorn,29,Docklands
Adelaide,Kangaroos,90,75,Adelaide,15,Football Park
Brisbane Lions,Fremantle,171,122,Brisbane Lions,49,Gabba
Geelong,Port Adelaide,102,148,Port Adelaide,46,Kardinia Park
Melbourne,Sydney,119,104,Melbourne,15,M.C.G.
Kangaroos,Richmond,78,129,Richmond,51,Docklands
St Kilda,Sydney,120,94,St Kilda,26,Docklands
Fremantle,Melbourne,74,119,Melbourne,45,Subiaco
Port Adelaide,Western Bulldogs,129,86,Port Adelaide,43,Football Park
Brisbane Lions,Geelong,116,61,Brisbane Lions,55,Gabba
Hawthorn,Adelaide,104,91,Hawthorn,13,York Park
Essendon,West Coast,158,70,Essendon,88,Docklands
Collingwood,Carlton,103,95,Collingwood,8,M.C.G.
Melbourne,Western Bulldogs,77,107,Western Bulldogs,30,M.C.G.
Richmond,Essendon,74,120,Essendon,46,M.C.G.
St Kilda,Hawthorn,99,110,Hawthorn,11,Docklands
Adelaide,Fremantle,103,83,Adelaide,20,Football Park
Geelong,Carlton,68,108,Carlton,40,M.C.G.
Collingwood,Kangaroos,97,99,Kangaroos,2,Docklands
Sydney,Brisbane Lions,80,112,Brisbane Lions,32,S.C.G.
West Coast,Port Adelaide,50,121,Port Adelaide,71,Subiaco
Richmond,Adelaide,92,120,Adelaide,28,M.C.G.
Kangaroos,St Kilda,138,89,Kangaroos,49,Manuka Oval
Carlton,Brisbane Lions,142,68,Carlton,74,Princes Park
Hawthorn,West Coast,138,58,Hawthorn,80,M.C.G.
Port Adelaide,Collingwood,110,119,Collingwood,9,Football Park
Melbourne,Essendon,79,85,Essendon,6,M.C.G.
Western Bulldogs,Sydney,122,101,Western Bulldogs,21,S.C.G.
Fremantle,Geelong,73,95,Geelong,22,Subiaco
Kangaroos,Carlton,69,82,Carlton,13,M.C.G.
Collingwood,St Kilda,98,80,Collingwood,18,M.C.G.
West Coast,Western Bulldogs,77,125,Western Bulldogs,48,Subiaco
Brisbane Lions,Adelaide,122,127,Adelaide,5,Gabba
Essendon,Hawthorn,122,57,Essendon,65,Docklands
Port Adelaide,Melbourne,88,68,Port Adelaide,20,Football Park
Sydney,Fremantle,84,65,Sydney,19,S.C.G.
Geelong,Richmond,118,76,Geelong,42,Kardinia Park
Western Bulldogs,Kangaroos,79,125,Kangaroos,46,Docklands
Carlton,West Coast,149,30,Carlton,119,Princes Park
Hawthorn,Port Adelaide,73,116,Port Adelaide,43,M.C.G.
St Kilda,Melbourne,113,144,Melbourne,31,Docklands
Brisbane Lions,Essendon,102,74,Brisbane Lions,28,Gabba
Adelaide,Geelong,66,55,Adelaide,11,Football Park
Collingwood,Sydney,55,73,Sydney,18,Docklands
Fremantle,Richmond,46,84,Richmond,38,Subiaco
St Kilda,Essendon,86,128,Essendon,42,Docklands
Geelong,Hawthorn,93,90,Geelong,3,Docklands
West Coast,Brisbane Lions,62,84,Brisbane Lions,22,Subiaco
Adelaide,Western Bulldogs,97,127,Western Bulldogs,30,Football Park
Richmond,Carlton,88,61,Richmond,27,M.C.G.
Kangaroos,Fremantle,154,68,Kangaroos,86,Docklands
