team1,team2,score1,score2,winner,win_margin,venue
St Kilda,Gold Coast,51,48,St Kilda,3,Docklands
Sydney,Geelong,112,82,Sydney,30,S.C.G.
Essendon,Carlton,70,96,Carlton,26,M.C.G.
Collingwood,Melbourne,89,51,Collingwood,38,M.C.G.
Brisbane Lions,St Kilda,126,106,Brisbane Lions,20,Gabba
Western Bulldogs,Fremantle,149,82,Western Bulldogs,67,Docklands
Richmond,Hawthorn,49,97,Hawthorn,48,M.C.G.
Adelaide,Sydney,67,109,Sydney,42,Adelaide Oval
North Melbourne,Collingwood,118,119,Collingwood,1,Docklands
Greater Western Sydney,Port Adelaide,73,51,Greater Western Sydney,22,Sydney Showground
Carlton,Geelong,138,75,Carlton,63,M.C.G.
Port Adelaide,Brisbane Lions,73,152,Brisbane Lions,79,Adelaide Oval
Greater Western Sydney,Sydney,75,102,Sydney,27,Sydney Showground
Melbourne,North Melbourne,70,67,Melbourne,3,M.C.G.
Essendon,West Coast,122,92,Essendon,30,Docklands
Fremantle,Gold Coast,85,65,Fremantle,20,Perth Stadium
Brisbane Lions,Melbourne,86,81,Brisbane Lions,5,Gabba
North Melbourne,Western Bulldogs,60,77,Western Bulldogs,17,Docklands
Sydney,Fremantle,98,99,Fremantle,1,S.C.G.
Gold Coast,Collingwood,101,90,Gold Coast,11,Carrara
Adelaide,Greater Western Sydney,94,78,Adelaide,16,Adelaide Oval
Geelong,Essendon,105,60,Geelong,45,M.C.G.
St Kilda,Port Adelaide,60,62,Port Adelaide,2,Docklands
Richmond,Carlton,70,131,Carlton,61,M.C.G.
West Coast,Hawthorn,33,94,Hawthorn,61,Perth Stadium
Collingwood,Essendon,80,92,Essendon,12,M.C.G.
Port Adelaide,Western Bulldogs,102,54,Port Adelaide,48,Adelaide Oval
North Melbourne,Gold Coast,87,83,North Melbourne,4,Docklands
Geelong,Hawthorn,110,59,Geelong,51,Kardinia Park
Greater Western Sydney,Carlton,116,104,Greater Western Sydney,12,Sydney Showground
Fremantle,Richmond,105,54,Fremantle,51,Perth Stadium
Melbourne,West Coast,112,58,Melbourne,54,M.C.G.
St Kilda,Sydney,84,82,St Kilda,2,Docklands
Brisbane Lions,Adelaide,97,86,Brisbane Lions,11,Gabba
Collingwood,Geelong,71,91,Geelong,20,M.C.G.
Hawthorn,Fremantle,87,74,Hawthorn,13,York Park
Sydney,North Melbourne,138,59,Sydney,79,S.C.G.
Western Bulldogs,Carlton,100,86,Western Bulldogs,14,Docklands
Adelaide,St Kilda,71,39,Adelaide,32,Adelaide Oval
Melbourne,Essendon,84,67,Melbourne,17,M.C.G.
Gold Coast,Port Adelaide,96,82,Gold Coast,14,Carrara
Richmond,Greater Western Sydney,84,108,Greater Western Sydney,24,M.C.G.
West Coast,Brisbane Lions,93,106,Brisbane Lions,13,Perth Stadium
Essendon,Adelaide,113,115,Adelaide,2,Docklands
St Kilda,West Coast,113,41,St Kilda,72,Docklands
Greater Western Sydney,Gold Coast,89,50,Greater Western Sydney,39,Sydney Showground
Hawthorn,Collingwood,133,67,Hawthorn,66,M.C.G.
Port Adelaide,Richmond,116,75,Port Adelaide,41,Adelaide Oval
Geelong,Western Bulldogs,48,95,Western Bulldogs,47,Kardinia Park
Brisbane Lions,Sydney,79,77,Brisbane Lions,2,Gabba
Fremantle,Melbourne,116,66,Fremantle,50,Perth Stadium
Carlton,North Melbourne,107,88,Carlton,19,Docklands
Carlton,Port Adelaide,65,79,Port Adelaide,14,Docklands
North Melbourne,Geelong,66,106,Geelong,40,Bellerive Oval
St Kilda,Essendon,108,55,St Kilda,53,Docklands
Gold Coast,Brisbane Lions,65,93,Brisbane Lions,28,Carrara
Melbourne,Greater Western Sydney,83,85,Greater Western Sydney,2,M.C.G.
Fremantle,West Coast,110,75,Fremantle,35,Perth Stadium
Collingwood,Richmond,93,67,Collingwood,26,M.C.G.
Sydney,Western Bulldogs,48,87,Western Bulldogs,39,S.C.G.
Adelaide,Hawthorn,58,124,Hawthorn,66,Adelaide Oval
Western Bulldogs,Melbourne,110,59,Western Bulldogs,51,Docklands
West Coast,Gold Coast,97,87,West Coast,10,Perth Stadium
North Melbourne,Richmond,90,77,North Melbourne,13,Docklands
Geelong,Adelaide,90,85,Geelong,5,Kardinia Park
Port Adelaide,Sydney,148,36,Port Adelaide,112,Adelaide Oval
Collingwood,Carlton,84,81,Collingwood,3,M.C.G.
Greater Western Sydney,Hawthorn,84,82,Greater Western Sydney,2,Manuka Oval
Essendon,Fremantle,90,89,Essendon,1,M.C.G.
St Kilda,Brisbane Lions,39,124,Brisbane Lions,85,Docklands
Sydney,Collingwood,89,86,Sydney,3,S.C.G.
North Melbourne,West Coast,97,102,West Coast,5,Bellerive Oval
Brisbane Lions,Greater Western Sydney,64,82,Greater Western Sydney,18,Gabba
Fremantle,Geelong,62,73,Geelong,11,Perth Stadium
Essendon,Gold Coast,86,87,Gold Coast,1,Docklands
Melbourne,Port Adelaide,51,53,Port Adelaide,2,M.C.G.
Carlton,Hawthorn,38,112,Hawthorn,74,M.C.G.
Richmond,St Kilda,51,99,St Kilda,48,Docklands
Adelaide,Western Bulldogs,111,72,Adelaide,39,Adelaide Oval
Essendon,Sydney,59,98,Sydney,39,Docklands
Greater Western Sydney,Fremantle,101,92,Greater Western Sydney,9,Sydney Showground
Gold Coast,Melbourne,63,117,Melbourne,54,Carrara
Collingwood,Brisbane Lions,79,78,Collingwood,1,M.C.G.
Port Adelaide,Adelaide,80,58,Port Adelaide,22,Adelaide Oval
St Kilda,Geelong,107,89,St Kilda,18,Docklands
Western Bulldogs,North Melbourne,138,42,Western Bulldogs,96,Docklands
Hawthorn,Richmond,131,68,Hawthorn,63,M.C.G.
West Coast,Carlton,34,99,Carlton,65,Perth Stadium
Melbourne,Collingwood,57,103,Collingwood,46,M.C.G.
Hawthorn,North Melbourne,170,46,Hawthorn,124,York Park
Geelong,West Coast,168,75,Geelong,93,Kardinia Park
Richmond,Gold Coast,66,94,Gold Coast,28,M.C.G.
Brisbane Lions,Essendon,87,67,Brisbane Lions,20,Gabba
Sydney,Adelaide,121,90,Sydney,31,S.C.G.
Western Bulldogs,Greater Western Sydney,98,61,Western Bulldogs,37,Eureka Stadium
Carlton,St Kilda,74,76,St Kilda,2,Docklands
Fremantle,Port Adelaide,67,87,Port Adelaide,20,Perth Stadium
Port Adelaide,Geelong,54,138,Geelong,84,Adelaide Oval
Western Bulldogs,Hawthorn,62,99,Hawthorn,37,M.C.G.
Sydney,Greater Western Sydney,88,82,Sydney,6,S.C.G.
Brisbane Lions,Carlton,99,71,Brisbane Lions,28,Gabba
Port Adelaide,Hawthorn,75,72,Port Adelaide,3,Adelaide Oval
Greater Western Sydney,Brisbane Lions,100,105,Brisbane Lions,5,Sydney Showground
Sydney,Port Adelaide,95,59,Sydney,36,S.C.G.
Geelong,Brisbane Lions,85,95,Brisbane Lions,10,M.C.G.
Sydney,Brisbane Lions,60,120,Brisbane Lions,60,M.C.G.
