team1,team2,score1,score2,winner,win_margin,venue
Sydney,Melbourne,86,64,Sydney,22,S.C.G.
Brisbane Lions,Carlton,85,86,Carlton,1,Gabba
Gold Coast,Richmond,99,60,Gold Coast,39,Carrara
Greater Western Sydney,Collingwood,114,82,Greater Western Sydney,32,Sydney Showground
Carlton,Richmond,86,81,Carlton,5,M.C.G.
Collingwood,Sydney,69,102,Sydney,33,M.C.G.
Essendon,Hawthorn,107,83,Essendon,24,M.C.G.
Greater Western Sydney,North Melbourne,121,82,Greater Western Sydney,39,Sydney Showground
Geelong,St Kilda,76,68,Geelong,8,Kardinia Park
Gold Coast,Adelaide,60,54,Gold Coast,6,Carrara
Melbourne,Western Bulldogs,109,64,Melbourne,45,M.C.G.
Port Adelaide,West Coast,120,70,Port Adelaide,50,Adelaide Oval
Fremantle,Brisbane Lions,93,70,Fremantle,23,Perth Stadium
St Kilda,Collingwood,94,79,St Kilda,15,M.C.G.
Adelaide,Geelong,77,96,Geelong,19,Adelaide Oval
North Melbourne,Fremantle,76,102,Fremantle,26,Docklands
Hawthorn,Melbourne,38,93,Melbourne,55,M.C.G.
Sydney,Essendon,131,101,Sydney,30,S.C.G.
Western Bulldogs,Gold Coast,115,67,Western Bulldogs,48,Eureka Stadium
Richmond,Port Adelaide,92,122,Port Adelaide,30,M.C.G.
West Coast,Greater Western Sydney,43,108,Greater Western Sydney,65,Perth Stadium
Brisbane Lions,Collingwood,72,92,Collingwood,20,Gabba
North Melbourne,Carlton,81,137,Carlton,56,Docklands
Fremantle,Adelaide,69,34,Fremantle,35,Perth Stadium
Essendon,St Kilda,71,67,Essendon,4,Docklands
Port Adelaide,Melbourne,89,96,Melbourne,7,Adelaide Oval
Western Bulldogs,West Coast,106,30,Western Bulldogs,76,Docklands
Richmond,Sydney,82,77,Richmond,5,M.C.G.
Hawthorn,Geelong,70,106,Geelong,36,M.C.G.
Adelaide,Melbourne,63,78,Melbourne,15,Adelaide Oval
Brisbane Lions,North Melbourne,112,42,Brisbane Lions,70,Norwood Oval
Port Adelaide,Essendon,111,42,Port Adelaide,69,Adelaide Oval
West Coast,Sydney,78,104,Sydney,26,Summit Sports Park
Fremantle,Carlton,63,73,Carlton,10,Adelaide Oval
Western Bulldogs,Geelong,91,95,Geelong,4,Adelaide Oval
Gold Coast,Greater Western Sydney,89,117,Greater Western Sydney,28,Summit Sports Park
Richmond,St Kilda,60,67,St Kilda,7,Norwood Oval
Collingwood,Hawthorn,77,72,Collingwood,5,Adelaide Oval
Melbourne,Brisbane Lions,60,82,Brisbane Lions,22,M.C.G.
Western Bulldogs,Essendon,67,96,Essendon,29,Docklands
Greater Western Sydney,St Kilda,80,79,Greater Western Sydney,1,Manuka Oval
Carlton,Adelaide,98,100,Adelaide,2,Docklands
Port Adelaide,Fremantle,66,63,Port Adelaide,3,Adelaide Oval
Gold Coast,Hawthorn,109,56,Gold Coast,53,Carrara
Geelong,North Melbourne,139,64,Geelong,75,Kardinia Park
West Coast,Richmond,109,70,West Coast,39,Perth Stadium
St Kilda,Western Bulldogs,64,124,Western Bulldogs,60,Docklands
Adelaide,Essendon,75,78,Essendon,3,Adelaide Oval
Collingwood,Port Adelaide,123,81,Collingwood,42,M.C.G.
Carlton,Greater Western Sydney,117,98,Carlton,19,Docklands
Brisbane Lions,Geelong,37,63,Geelong,26,Gabba
West Coast,Fremantle,105,68,West Coast,37,Perth Stadium
Sydney,Gold Coast,110,57,Sydney,53,S.C.G.
North Melbourne,Hawthorn,68,113,Hawthorn,45,Docklands
Richmond,Melbourne,42,85,Melbourne,43,M.C.G.
Greater Western Sydney,Brisbane Lions,113,59,Greater Western Sydney,54,Manuka Oval
Port Adelaide,St Kilda,82,72,Port Adelaide,10,Adelaide Oval
North Melbourne,Adelaide,81,138,Adelaide,57,Bellerive Oval
Geelong,Carlton,118,105,Geelong,13,M.C.G.
Fremantle,Western Bulldogs,95,71,Fremantle,24,Perth Stadium
Gold Coast,West Coast,112,75,Gold Coast,37,Carrara
Hawthorn,Sydney,42,118,Sydney,76,M.C.G.
Adelaide,Port Adelaide,78,48,Adelaide,30,Adelaide Oval
Carlton,Collingwood,79,85,Collingwood,6,M.C.G.
Sydney,Greater Western Sydney,98,69,Sydney,29,S.C.G.
St Kilda,North Melbourne,103,65,St Kilda,38,Docklands
Melbourne,Geelong,74,66,Melbourne,8,M.C.G.
West Coast,Essendon,71,77,Essendon,6,Perth Stadium
Richmond,Fremantle,49,103,Fremantle,54,M.C.G.
Western Bulldogs,Hawthorn,91,98,Hawthorn,7,Docklands
Brisbane Lions,Gold Coast,79,45,Brisbane Lions,34,Gabba
Carlton,Melbourne,77,76,Carlton,1,M.C.G.
Geelong,Port Adelaide,95,101,Port Adelaide,6,Kardinia Park
Fremantle,Sydney,39,87,Sydney,48,Perth Stadium
Hawthorn,St Kilda,58,53,Hawthorn,5,York Park
Essendon,Greater Western Sydney,82,62,Essendon,20,Docklands
Gold Coast,North Melbourne,120,52,Gold Coast,68,Marrara Oval
Richmond,Western Bulldogs,42,133,Western Bulldogs,91,M.C.G.
Collingwood,West Coast,103,37,Collingwood,66,Docklands
Gold Coast,Geelong,164,100,Gold Coast,64,Marrara Oval
Sydney,Carlton,117,65,Sydney,52,S.C.G.
Collingwood,Adelaide,78,74,Collingwood,4,M.C.G.
Greater Western Sydney,Western Bulldogs,43,70,Western Bulldogs,27,Sydney Showground
St Kilda,Fremantle,55,72,Fremantle,17,Docklands
Brisbane Lions,Richmond,163,44,Brisbane Lions,119,Gabba
Essendon,North Melbourne,106,66,Essendon,40,Docklands
Port Adelaide,Hawthorn,80,79,Port Adelaide,1,Adelaide Oval
West Coast,Melbourne,105,70,West Coast,35,Perth Stadium
Western Bulldogs,Sydney,88,102,Sydney,14,Docklands
Carlton,Gold Coast,102,73,Carlton,29,Docklands
North Melbourne,Port Adelaide,48,107,Port Adelaide,59,Bellerive Oval
Geelong,Greater Western Sydney,74,78,Greater Western Sydney,4,Kardinia Park
Richmond,Essendon,74,86,Essendon,12,M.C.G.
Hawthorn,Brisbane Lions,100,75,Hawthorn,25,Docklands
Melbourne,St Kilda,100,62,Melbourne,38,M.C.G.
Adelaide,West Coast,137,38,Adelaide,99,Adelaide Oval
Port Adelaide,Carlton,71,107,Carlton,36,Adelaide Oval
Collingwood,Western Bulldogs,82,100,Western Bulldogs,18,Docklands
Hawthorn,Adelaide,107,80,Hawthorn,27,M.C.G.
West Coast,St Kilda,68,82,St Kilda,14,Perth Stadium
Geelong,Richmond,99,69,Geelong,30,Kardinia Park
Melbourne,Fremantle,49,141,Fremantle,92,Traeger Park
Gold Coast,Essendon,91,80,Gold Coast,11,Carrara
Adelaide,Richmond,71,79,Richmond,8,Adelaide Oval
Western Bulldogs,Brisbane Lions,71,114,Brisbane Lions,43,Docklands
Hawthorn,Greater Western Sydney,85,79,Hawthorn,6,York Park
West Coast,North Melbourne,65,74,North Melbourne,9,Perth Stadium
