team1,team2,score1,score2,winner,win_margin,venue
Footscray,Collingwood,64,78,Collingwood,14,Western Oval
Fitzroy,St Kilda,61,88,St Kilda,27,Brunswick St
Geelong,North Melbourne,77,52,Geelong,25,Corio Oval
Richmond,Hawthorn,102,76,Richmond,26,Punt Rd
South Melbourne,Melbourne,78,90,Melbourne,12,Lake Oval
Carlton,Geelong,132,104,Carlton,28,Princes Park
Collingwood,Essendon,85,57,Collingwood,28,Victoria Park
North Melbourne,Fitzroy,56,102,Fitzroy,46,Arden St
Melbourne,Footscray,68,56,Melbourne,12,M.C.G.
Hawthorn,South Melbourne,95,100,South Melbourne,5,Glenferrie Oval
St Kilda,Richmond,65,81,Richmond,16,Junction Oval
Carlton,Fitzroy,82,86,Fitzroy,4,Princes Park
Collingwood,Geelong,67,78,Geelong,11,Victoria Park
Melbourne,Essendon,67,89,Essendon,22,M.C.G.
Footscray,South Melbourne,91,89,Footscray,2,Western Oval
St Kilda,Hawthorn,134,85,St Kilda,49,Junction Oval
North Melbourne,Richmond,53,90,Richmond,37,Arden St
Richmond,Carlton,105,79,Richmond,26,Punt Rd
Fitzroy,Collingwood,54,99,Collingwood,45,Brunswick St
Essendon,Footscray,104,74,Essendon,30,Windy Hill
Geelong,Melbourne,51,55,Melbourne,4,Corio Oval
Hawthorn,North Melbourne,65,69,North Melbourne,4,Glenferrie Oval
South Melbourne,St Kilda,70,121,St Kilda,51,Lake Oval
Carlton,Hawthorn,149,79,Carlton,70,Princes Park
Collingwood,Richmond,81,73,Collingwood,8,Victoria Park
South Melbourne,Essendon,83,119,Essendon,36,Lake Oval
Melbourne,Fitzroy,126,79,Melbourne,47,M.C.G.
Footscray,Geelong,57,56,Footscray,1,Western Oval
North Melbourne,St Kilda,78,137,St Kilda,59,Arden St
St Kilda,Carlton,93,69,St Kilda,24,Junction Oval
Hawthorn,Collingwood,63,120,Collingwood,57,Glenferrie Oval
Geelong,Essendon,38,82,Essendon,44,Corio Oval
Fitzroy,Footscray,90,89,Fitzroy,1,Brunswick St
Richmond,Melbourne,79,50,Richmond,29,Punt Rd
North Melbourne,South Melbourne,82,80,North Melbourne,2,Arden St
Carlton,North Melbourne,72,46,Carlton,26,Princes Park
Collingwood,St Kilda,106,50,Collingwood,56,Victoria Park
Essendon,Fitzroy,54,62,Fitzroy,8,Windy Hill
Footscray,Richmond,54,77,Richmond,23,Western Oval
South Melbourne,Geelong,104,67,South Melbourne,37,Lake Oval
Melbourne,Hawthorn,88,64,Melbourne,24,M.C.G.
Carlton,South Melbourne,74,56,Carlton,18,Princes Park
North Melbourne,Collingwood,57,65,Collingwood,8,Arden St
Richmond,Essendon,146,77,Richmond,69,Punt Rd
Fitzroy,Geelong,105,81,Fitzroy,24,Brunswick St
Hawthorn,Footscray,56,123,Footscray,67,Glenferrie Oval
St Kilda,Melbourne,82,81,St Kilda,1,Junction Oval
Collingwood,Carlton,67,87,Carlton,20,Victoria Park
Essendon,Hawthorn,118,60,Essendon,58,Windy Hill
South Melbourne,Fitzroy,100,90,South Melbourne,10,Lake Oval
Footscray,St Kilda,67,70,St Kilda,3,Western Oval
Geelong,Richmond,63,111,Richmond,48,Corio Oval
Melbourne,North Melbourne,127,40,Melbourne,87,M.C.G.
Richmond,Carlton,117,64,Richmond,53,M.C.G.
Collingwood,Melbourne,68,64,Collingwood,4,M.C.G.
Collingwood,Richmond,96,63,Collingwood,33,M.C.G.
