team1,team2,score1,score2,winner,win_margin,venue
St Kilda,Fitzroy,92,69,St Kilda,23,Junction Oval
Geelong,Hawthorn,90,48,Geelong,42,Kardinia Park
Richmond,Melbourne,78,94,Melbourne,16,Punt Rd
Carlton,Fitzroy,143,91,Carlton,52,Princes Park
Collingwood,Geelong,50,72,Geelong,22,Victoria Park
Essendon,Footscray,59,78,Footscray,19,Windy Hill
Hawthorn,Richmond,70,47,Hawthorn,23,Glenferrie Oval
Melbourne,St Kilda,97,40,Melbourne,57,M.C.G.
South Melbourne,North Melbourne,80,95,North Melbourne,15,Lake Oval
Geelong,Carlton,90,49,Geelong,41,Kardinia Park
Richmond,Collingwood,101,48,Richmond,53,Punt Rd
Fitzroy,Essendon,97,91,Fitzroy,6,Brunswick St
Footscray,Hawthorn,117,34,Footscray,83,Western Oval
South Melbourne,Melbourne,49,101,Melbourne,52,Lake Oval
North Melbourne,St Kilda,129,82,North Melbourne,47,Arden St
North Melbourne,Melbourne,80,110,Melbourne,30,M.C.G.
Geelong,Footscray,62,85,Footscray,23,M.C.G.
Geelong,Melbourne,50,67,Melbourne,17,M.C.G.
Footscray,Melbourne,102,51,Footscray,51,M.C.G.
