team1,team2,score1,score2,winner,win_margin,venue
Brisbane Lions,Richmond,134,53,Brisbane Lions,81,Gabba
Adelaide,North Melbourne,138,72,Adelaide,66,Adelaide Oval
Western Bulldogs,Fremantle,102,73,Western Bulldogs,29,Docklands
Gold Coast,Collingwood,42,120,Collingwood,78,Carrara
Essendon,Port Adelaide,74,78,Port Adelaide,4,M.C.G.
Hawthorn,Carlton,52,112,Carlton,60,M.C.G.
Melbourne,Greater Western Sydney,45,47,Greater Western Sydney,2,Traeger Park
West Coast,St Kilda,77,85,St Kilda,8,Perth Stadium
Richmond,Sydney,88,75,Richmond,13,M.C.G.
Western Bulldogs,Collingwood,77,89,Collingwood,12,Docklands
Brisbane Lions,West Coast,116,35,Brisbane Lions,81,Gabba
Greater Western Sydney,Hawthorn,85,72,Greater Western Sydney,13,Sydney Showground
St Kilda,Melbourne,58,79,Melbourne,21,Docklands
Port Adelaide,Gold Coast,106,73,Port Adelaide,33,Adelaide Oval
Geelong,North Melbourne,125,63,Geelong,62,Kardinia Park
Essendon,Adelaide,115,97,Essendon,18,Docklands
Fremantle,Carlton,45,98,Carlton,53,Perth Stadium
Sydney,Western Bulldogs,78,76,Sydney,2,S.C.G.
Melbourne,Brisbane Lions,105,104,Melbourne,1,M.C.G.
Collingwood,Fremantle,113,67,Collingwood,46,M.C.G.
Gold Coast,St Kilda,77,51,Gold Coast,26,Carrara
Carlton,Port Adelaide,122,72,Carlton,50,Docklands
Geelong,Essendon,122,45,Geelong,77,Kardinia Park
Adelaide,Greater Western Sydney,57,71,Greater Western Sydney,14,Adelaide Oval
North Melbourne,Hawthorn,40,88,Hawthorn,48,Docklands
West Coast,Richmond,60,98,Richmond,38,Perth Stadium
Essendon,Western Bulldogs,49,90,Western Bulldogs,41,Docklands
Richmond,Hawthorn,96,95,Richmond,1,M.C.G.
Carlton,West Coast,140,69,Carlton,71,Docklands
Brisbane Lions,Geelong,64,53,Brisbane Lions,11,Gabba
Fremantle,Sydney,76,105,Sydney,29,Perth Stadium
Port Adelaide,Collingwood,83,85,Collingwood,2,Adelaide Oval
Greater Western Sydney,Gold Coast,103,63,Greater Western Sydney,40,Manuka Oval
Melbourne,Adelaide,97,93,Melbourne,4,M.C.G.
St Kilda,North Melbourne,69,61,St Kilda,8,Docklands
Collingwood,Carlton,76,93,Carlton,17,M.C.G.
Western Bulldogs,Greater Western Sydney,73,78,Greater Western Sydney,5,Eureka Stadium
Geelong,Fremantle,64,71,Fremantle,7,Kardinia Park
Gold Coast,Brisbane Lions,96,55,Gold Coast,41,Carrara
Essendon,Sydney,99,101,Sydney,2,Docklands
Adelaide,Port Adelaide,112,65,Adelaide,47,Adelaide Oval
Hawthorn,St Kilda,93,122,St Kilda,29,Docklands
Richmond,Melbourne,98,130,Melbourne,32,M.C.G.
West Coast,North Melbourne,72,67,West Coast,5,Perth Stadium
Western Bulldogs,Richmond,126,71,Western Bulldogs,55,Docklands
Essendon,West Coast,73,72,Essendon,1,Docklands
Adelaide,Gold Coast,89,61,Adelaide,28,Adelaide Oval
Hawthorn,Collingwood,105,73,Hawthorn,32,M.C.G.
Geelong,Port Adelaide,97,85,Geelong,12,Kardinia Park
Greater Western Sydney,Sydney,85,96,Sydney,11,Sydney Showground
North Melbourne,Melbourne,71,103,Melbourne,32,Bellerive Oval
St Kilda,Carlton,54,73,Carlton,19,Docklands
Fremantle,Brisbane Lions,74,77,Brisbane Lions,3,Perth Stadium
Collingwood,Geelong,109,101,Collingwood,8,M.C.G.
North Melbourne,Essendon,77,86,Essendon,9,Docklands
Sydney,Gold Coast,114,90,Sydney,24,S.C.G.
Brisbane Lions,Adelaide,99,93,Brisbane Lions,6,Gabba
Carlton,Melbourne,60,56,Carlton,4,M.C.G.
West Coast,Fremantle,33,134,Fremantle,101,Perth Stadium
Hawthorn,Western Bulldogs,67,64,Hawthorn,3,York Park
St Kilda,Richmond,93,57,St Kilda,36,Docklands
Port Adelaide,Greater Western Sydney,136,85,Port Adelaide,51,Adelaide Oval
Collingwood,Brisbane Lions,100,124,Brisbane Lions,24,Docklands
Richmond,North Melbourne,101,72,Richmond,29,M.C.G.
Gold Coast,Carlton,87,91,Carlton,4,Carrara
Greater Western Sydney,Essendon,162,36,Greater Western Sydney,126,Sydney Showground
St Kilda,Geelong,88,55,St Kilda,33,Docklands
Adelaide,Sydney,73,74,Sydney,1,Adelaide Oval
Western Bulldogs,West Coast,85,92,West Coast,7,Docklands
Melbourne,Hawthorn,87,60,Melbourne,27,M.C.G.
Fremantle,Port Adelaide,58,74,Port Adelaide,16,Perth Stadium
Essendon,Collingwood,31,101,Collingwood,70,M.C.G.
Hawthorn,Fremantle,56,93,Fremantle,37,M.C.G.
North Melbourne,Gold Coast,132,97,North Melbourne,35,Bellerive Oval
Brisbane Lions,St Kilda,72,60,Brisbane Lions,12,Gabba
Geelong,Western Bulldogs,79,104,Western Bulldogs,25,Kardinia Park
West Coast,Adelaide,78,123,Adelaide,45,Perth Stadium
Port Adelaide,Richmond,94,63,Port Adelaide,31,Adelaide Oval
Sydney,Melbourne,56,77,Melbourne,21,S.C.G.
Carlton,Greater Western Sydney,73,105,Greater Western Sydney,32,Docklands
Collingwood,Melbourne,60,53,Collingwood,7,M.C.G.
Carlton,Sydney,74,68,Carlton,6,M.C.G.
St Kilda,Greater Western Sydney,77,101,Greater Western Sydney,24,M.C.G.
Brisbane Lions,Port Adelaide,123,75,Brisbane Lions,48,Gabba
Melbourne,Carlton,71,73,Carlton,2,M.C.G.
Port Adelaide,Greater Western Sydney,70,93,Greater Western Sydney,23,Adelaide Oval
Collingwood,Greater Western Sydney,58,57,Collingwood,1,M.C.G.
Brisbane Lions,Carlton,79,63,Brisbane Lions,16,Gabba
Collingwood,Brisbane Lions,90,86,Collingwood,4,M.C.G.
