team1,team2,score1,score2,winner,win_margin,venue
Carlton,Collingwood,130,73,Carlton,57,Princes Park
Footscray,Essendon,112,113,Essendon,1,Western Oval
Richmond,Fitzroy,117,98,Richmond,19,M.C.G.
South Melbourne,Geelong,153,157,Geelong,4,Lake Oval
St Kilda,Hawthorn,89,111,Hawthorn,22,Moorabbin Oval
North Melbourne,Melbourne,64,87,Melbourne,23,Arden St
Essendon,Carlton,88,100,Carlton,12,Windy Hill
Collingwood,South Melbourne,123,134,South Melbourne,11,Victoria Park
Fitzroy,St Kilda,101,105,St Kilda,4,Junction Oval
Melbourne,Footscray,105,153,Footscray,48,M.C.G.
Geelong,Richmond,143,95,Geelong,48,Kardinia Park
Hawthorn,North Melbourne,131,109,Hawthorn,22,Princes Park
Fitzroy,Carlton,48,97,Carlton,49,Waverley Park
Hawthorn,Collingwood,172,84,Hawthorn,88,Princes Park
Footscray,South Melbourne,134,95,Footscray,39,Western Oval
Essendon,Melbourne,98,133,Melbourne,35,Windy Hill
St Kilda,Geelong,106,86,St Kilda,20,Moorabbin Oval
Richmond,North Melbourne,102,83,Richmond,19,M.C.G.
Melbourne,Carlton,114,157,Carlton,43,M.C.G.
Collingwood,Richmond,114,99,Collingwood,15,Victoria Park
South Melbourne,Essendon,143,109,South Melbourne,34,Lake Oval
Geelong,Fitzroy,126,91,Geelong,35,Kardinia Park
Hawthorn,Footscray,104,92,Hawthorn,12,Waverley Park
North Melbourne,St Kilda,117,96,North Melbourne,21,Arden St
Carlton,South Melbourne,67,66,Carlton,1,Princes Park
St Kilda,Collingwood,133,102,St Kilda,31,Moorabbin Oval
Essendon,Hawthorn,75,94,Hawthorn,19,Windy Hill
Fitzroy,Melbourne,103,115,Melbourne,12,Junction Oval
Richmond,Footscray,89,110,Footscray,21,M.C.G.
Geelong,North Melbourne,96,90,Geelong,6,Waverley Park
Hawthorn,Carlton,62,102,Carlton,40,Princes Park
Collingwood,Geelong,97,103,Geelong,6,Victoria Park
Richmond,Essendon,119,64,Richmond,55,Waverley Park
North Melbourne,Fitzroy,135,63,North Melbourne,72,Arden St
Footscray,St Kilda,75,70,Footscray,5,Western Oval
South Melbourne,Melbourne,108,136,Melbourne,28,Lake Oval
Carlton,Richmond,140,69,Carlton,71,Princes Park
North Melbourne,Collingwood,46,75,Collingwood,29,Waverley Park
St Kilda,Essendon,69,97,Essendon,28,Moorabbin Oval
