team1,team2,score1,score2,winner,win_margin,venue
Melbourne,Geelong,56,183,Geelong,127,M.C.G.
Richmond,Essendon,104,122,Essendon,18,M.C.G.
Fitzroy,Hawthorn,71,92,Hawthorn,21,Western Oval
St Kilda,North Melbourne,85,109,North Melbourne,24,Waverley Park
Brisbane Bears,Footscray,141,54,Brisbane Bears,87,Gabba
Fremantle,West Coast,45,67,West Coast,22,Subiaco
Carlton,Collingwood,109,87,Carlton,22,M.C.G.
Adelaide,Sydney,130,40,Adelaide,90,Football Park
Fitzroy,Adelaide,101,133,Adelaide,32,Western Oval
North Melbourne,Footscray,168,37,North Melbourne,131,M.C.G.
Geelong,St Kilda,164,134,Geelong,30,Kardinia Park
Hawthorn,Richmond,51,98,Richmond,47,Waverley Park
West Coast,Brisbane Bears,77,103,Brisbane Bears,26,W.A.C.A.
Essendon,Carlton,72,101,Carlton,29,M.C.G.
Sydney,Fremantle,71,100,Fremantle,29,S.C.G.
Collingwood,Melbourne,173,79,Collingwood,94,M.C.G.
Adelaide,Geelong,142,78,Adelaide,64,Football Park
Footscray,Fitzroy,121,70,Footscray,51,Western Oval
Hawthorn,North Melbourne,80,153,North Melbourne,73,Waverley Park
Brisbane Bears,Richmond,90,108,Richmond,18,Gabba
Sydney,Collingwood,107,73,Sydney,34,S.C.G.
Essendon,West Coast,109,50,Essendon,59,Waverley Park
Melbourne,St Kilda,98,88,Melbourne,10,Princes Park
Fremantle,Carlton,102,49,Fremantle,53,Subiaco
Brisbane Bears,North Melbourne,125,95,Brisbane Bears,30,Gabba
Carlton,Melbourne,133,86,Carlton,47,Princes Park
Collingwood,Fremantle,98,61,Collingwood,37,Victoria Park
St Kilda,Fitzroy,160,75,St Kilda,85,Waverley Park
Adelaide,Essendon,161,65,Adelaide,96,Football Park
West Coast,Geelong,88,106,Geelong,18,Subiaco
Richmond,Sydney,70,71,Sydney,1,Waverley Park
Essendon,Collingwood,105,117,Collingwood,12,M.C.G.
Fremantle,Melbourne,96,59,Fremantle,37,W.A.C.A.
North Melbourne,Adelaide,152,113,North Melbourne,39,M.C.G.
Carlton,West Coast,86,85,Carlton,1,Princes Park
Geelong,Richmond,91,88,Geelong,3,Kardinia Park
Sydney,Hawthorn,88,76,Sydney,12,S.C.G.
Brisbane Bears,Fitzroy,158,49,Brisbane Bears,109,Gabba
St Kilda,Footscray,116,90,St Kilda,26,Waverley Park
Geelong,North Melbourne,93,104,North Melbourne,11,M.C.G.
Collingwood,Adelaide,152,80,Collingwood,72,Victoria Park
Fitzroy,Richmond,62,154,Richmond,92,Western Oval
Melbourne,West Coast,50,156,West Coast,106,Princes Park
Hawthorn,St Kilda,65,86,St Kilda,21,Waverley Park
Fremantle,Brisbane Bears,85,110,Brisbane Bears,25,Subiaco
Footscray,Carlton,64,80,Carlton,16,M.C.G.
Essendon,Geelong,143,114,Essendon,29,M.C.G.
Collingwood,St Kilda,95,118,St Kilda,23,M.C.G.
Carlton,Fitzroy,125,62,Carlton,63,Princes Park
Melbourne,Sydney,38,82,Sydney,44,M.C.G.
Brisbane Bears,Hawthorn,104,41,Brisbane Bears,63,Gabba
West Coast,North Melbourne,125,58,West Coast,67,Subiaco
Richmond,Footscray,113,62,Richmond,51,M.C.G.
Adelaide,Fremantle,132,36,Adelaide,96,Football Park
Brisbane Bears,Collingwood,108,98,Brisbane Bears,10,Gabba
Carlton,Geelong,86,98,Geelong,12,M.C.G.
Fitzroy,Fremantle,107,76,Fitzroy,31,Western Oval
Hawthorn,Melbourne,122,71,Hawthorn,51,Waverley Park
North Melbourne,Richmond,144,89,North Melbourne,55,M.C.G.
West Coast,Sydney,100,64,West Coast,36,W.A.C.A.
Adelaide,St Kilda,97,73,Adelaide,24,Football Park
Footscray,Essendon,84,151,Essendon,67,M.C.G.
North Melbourne,Fitzroy,170,65,North Melbourne,105,M.C.G.
Footscray,Adelaide,119,79,Footscray,40,Western Oval
Essendon,Melbourne,89,77,Essendon,12,M.C.G.
Hawthorn,West Coast,56,90,West Coast,34,Waverley Park
Sydney,Brisbane Bears,132,74,Sydney,58,S.C.G.
St Kilda,Carlton,69,91,Carlton,22,Waverley Park
Fremantle,Richmond,120,66,Fremantle,54,Subiaco
Collingwood,Geelong,76,139,Geelong,63,M.C.G.
Footscray,North Melbourne,69,89,North Melbourne,20,M.C.G.
Carlton,Richmond,101,90,Carlton,11,M.C.G.
Fitzroy,Sydney,67,137,Sydney,70,Western Oval
St Kilda,Essendon,67,89,Essendon,22,Waverley Park
Fremantle,Hawthorn,53,110,Hawthorn,57,Subiaco
Adelaide,West Coast,76,130,West Coast,54,Football Park
Melbourne,Collingwood,114,76,Melbourne,38,M.C.G.
