team1,team2,score1,score2,winner,win_margin,venue
West Coast,North Melbourne,60,70,North Melbourne,10,Perth Stadium
Fremantle,Geelong,31,100,Geelong,69,Perth Stadium
Richmond,Brisbane Lions,106,86,Richmond,20,Carrara
St Kilda,Port Adelaide,61,74,Port Adelaide,13,Docklands
Gold Coast,Western Bulldogs,79,90,Western Bulldogs,11,Carrara
North Melbourne,Essendon,74,92,Essendon,18,Carrara
Collingwood,Carlton,62,91,Carlton,29,M.C.G.
Adelaide,West Coast,56,98,West Coast,42,Adelaide Oval
Greater Western Sydney,Sydney,72,98,Sydney,26,Carrara
Port Adelaide,Collingwood,97,69,Port Adelaide,28,Docklands
Carlton,North Melbourne,77,116,North Melbourne,39,Docklands
Brisbane Lions,Gold Coast,120,71,Brisbane Lions,49,Gabba
West Coast,St Kilda,94,86,West Coast,8,Perth Stadium
Melbourne,Western Bulldogs,65,85,Western Bulldogs,20,M.C.G.
Adelaide,Hawthorn,102,83,Adelaide,19,Docklands
Sydney,Fremantle,98,58,Sydney,40,Carrara
Geelong,Richmond,95,57,Geelong,38,M.C.G.
Essendon,Greater Western Sydney,53,66,Greater Western Sydney,13,Carrara
St Kilda,Carlton,81,112,Carlton,31,Docklands
Western Bulldogs,Adelaide,105,56,Western Bulldogs,49,Eureka Stadium
North Melbourne,Geelong,42,62,Geelong,20,Bellerive Oval
Collingwood,West Coast,90,45,Collingwood,45,M.C.G.
Gold Coast,Melbourne,30,128,Melbourne,98,Docklands
Hawthorn,Brisbane Lions,92,80,Hawthorn,12,York Park
Essendon,Sydney,102,109,Sydney,7,M.C.G.
Fremantle,Richmond,55,51,Fremantle,4,Perth Stadium
Greater Western Sydney,Port Adelaide,73,100,Port Adelaide,27,Docklands
Geelong,Greater Western Sydney,65,84,Greater Western Sydney,19,Kardinia Park
Carlton,Gold Coast,57,76,Gold Coast,19,Docklands
Richmond,North Melbourne,89,56,Richmond,33,M.C.G.
Adelaide,Port Adelaide,51,55,Port Adelaide,4,Adelaide Oval
St Kilda,Sydney,93,64,St Kilda,29,Docklands
Hawthorn,Collingwood,97,78,Hawthorn,19,M.C.G.
Western Bulldogs,Essendon,84,97,Essendon,13,Docklands
Fremantle,Brisbane Lions,54,118,Brisbane Lions,64,Perth Stadium
West Coast,Melbourne,63,72,Melbourne,9,Perth Stadium
Greater Western Sydney,Richmond,106,67,Greater Western Sydney,39,Docklands
Hawthorn,Western Bulldogs,64,37,Hawthorn,27,York Park
Port Adelaide,Carlton,140,45,Port Adelaide,95,Adelaide Oval
Geelong,St Kilda,85,71,Geelong,14,Kardinia Park
Brisbane Lions,Collingwood,142,57,Brisbane Lions,85,Gabba
North Melbourne,Sydney,77,91,Sydney,14,Docklands
Melbourne,Adelaide,104,63,Melbourne,41,M.C.G.
Gold Coast,Essendon,30,98,Essendon,68,Kardinia Park
Fremantle,West Coast,79,64,Fremantle,15,Perth Stadium
Western Bulldogs,Port Adelaide,64,66,Port Adelaide,2,Docklands
Sydney,Gold Coast,136,49,Sydney,87,Docklands
Brisbane Lions,West Coast,125,87,Brisbane Lions,38,Gabba
Geelong,Melbourne,77,81,Melbourne,4,Kardinia Park
Carlton,Greater Western Sydney,75,89,Greater Western Sydney,14,Docklands
St Kilda,Fremantle,107,49,St Kilda,58,Bellerive Oval
Essendon,Collingwood,102,64,Essendon,38,M.C.G.
Adelaide,North Melbourne,98,54,Adelaide,44,Adelaide Oval
Port Adelaide,Geelong,86,43,Port Adelaide,43,Adelaide Oval
Sydney,Greater Western Sydney,73,74,Greater Western Sydney,1,York Park
Melbourne,Brisbane Lions,93,60,Melbourne,33,Adelaide Oval
Western Bulldogs,Essendon,85,36,Western Bulldogs,49,York Park
Geelong,Greater Western Sydney,103,68,Geelong,35,Perth Stadium
Brisbane Lions,Western Bulldogs,78,79,Western Bulldogs,1,Gabba
Melbourne,Geelong,125,42,Melbourne,83,Perth Stadium
Port Adelaide,Western Bulldogs,45,116,Western Bulldogs,71,Adelaide Oval
Melbourne,Western Bulldogs,140,66,Melbourne,74,Perth Stadium
