team1,team2,score1,score2,winner,win_margin,venue
Fitzroy,Carlton,72,95,Carlton,23,Brunswick St
Richmond,Collingwood,80,124,Collingwood,44,Punt Rd
Hawthorn,Essendon,60,85,Essendon,25,Glenferrie Oval
North Melbourne,Footscray,77,40,North Melbourne,37,Arden St
Geelong,South Melbourne,122,63,Geelong,59,Kardinia Park
St Kilda,Melbourne,83,65,St Kilda,18,Junction Oval
Melbourne,Hawthorn,100,96,Melbourne,4,M.C.G.
South Melbourne,Richmond,86,109,Richmond,23,Lake Oval
Carlton,St Kilda,53,51,Carlton,2,Princes Park
Collingwood,North Melbourne,62,81,North Melbourne,19,Victoria Park
Essendon,Geelong,109,50,Essendon,59,Windy Hill
Footscray,Fitzroy,101,55,Footscray,46,Western Oval
South Melbourne,Carlton,74,111,Carlton,37,Lake Oval
Collingwood,Hawthorn,64,100,Hawthorn,36,Victoria Park
Essendon,Melbourne,68,63,Essendon,5,Windy Hill
Fitzroy,St Kilda,67,77,St Kilda,10,Brunswick St
Geelong,Footscray,85,64,Geelong,21,Kardinia Park
Richmond,North Melbourne,48,69,North Melbourne,21,Punt Rd
Carlton,Essendon,67,61,Carlton,6,Princes Park
St Kilda,Collingwood,97,73,St Kilda,24,Junction Oval
Melbourne,Fitzroy,94,55,Melbourne,39,M.C.G.
Footscray,Richmond,96,77,Footscray,19,Western Oval
North Melbourne,Geelong,25,61,Geelong,36,Arden St
Hawthorn,South Melbourne,151,80,Hawthorn,71,Glenferrie Oval
Richmond,Carlton,75,77,Carlton,2,Punt Rd
Collingwood,Melbourne,100,52,Collingwood,48,Victoria Park
Fitzroy,Essendon,51,112,Essendon,61,Brunswick St
Footscray,Hawthorn,57,76,Hawthorn,19,Western Oval
Geelong,St Kilda,72,29,Geelong,43,Kardinia Park
South Melbourne,North Melbourne,113,75,South Melbourne,38,Lake Oval
Carlton,Geelong,58,64,Geelong,6,Princes Park
Fitzroy,Collingwood,59,86,Collingwood,27,Brunswick St
Essendon,Footscray,94,54,Essendon,40,Windy Hill
Hawthorn,North Melbourne,83,61,Hawthorn,22,Glenferrie Oval
Melbourne,Richmond,135,56,Melbourne,79,M.C.G.
St Kilda,South Melbourne,94,53,St Kilda,41,Junction Oval
Footscray,Carlton,49,57,Carlton,8,Western Oval
Collingwood,Essendon,71,87,Essendon,16,Victoria Park
Richmond,Fitzroy,115,86,Richmond,29,Punt Rd
South Melbourne,Melbourne,74,70,South Melbourne,4,Lake Oval
North Melbourne,St Kilda,58,66,St Kilda,8,Arden St
Carlton,Collingwood,44,46,Collingwood,2,Princes Park
Essendon,Richmond,89,47,Essendon,42,Windy Hill
St Kilda,Hawthorn,61,65,Hawthorn,4,Junction Oval
Fitzroy,North Melbourne,23,51,North Melbourne,28,Brunswick St
Footscray,South Melbourne,52,39,Footscray,13,Western Oval
Melbourne,Geelong,82,35,Melbourne,47,M.C.G.
Hawthorn,Carlton,60,54,Hawthorn,6,Glenferrie Oval
Collingwood,Footscray,72,40,Collingwood,32,Victoria Park
