team1,team2,score1,score2,winner,win_margin,venue
Geelong,Melbourne,113,98,Geelong,15,Kardinia Park
St Kilda,North Melbourne,114,96,St Kilda,18,Moorabbin Oval
Richmond,South Melbourne,143,94,Richmond,49,M.C.G.
Carlton,St Kilda,135,87,Carlton,48,Princes Park
Essendon,Collingwood,102,112,Collingwood,10,Windy Hill
Fitzroy,Geelong,117,101,Fitzroy,16,Junction Oval
Richmond,Footscray,76,77,Footscray,1,M.C.G.
Hawthorn,South Melbourne,116,79,Hawthorn,37,Glenferrie Oval
North Melbourne,Melbourne,71,66,North Melbourne,5,Waverley Park
Richmond,Carlton,71,91,Carlton,20,M.C.G.
Essendon,St Kilda,91,158,St Kilda,67,Waverley Park
Collingwood,Carlton,87,107,Carlton,20,Waverley Park
Richmond,St Kilda,108,68,Richmond,40,M.C.G.
Collingwood,Richmond,98,105,Richmond,7,M.C.G.
Richmond,Carlton,116,86,Richmond,30,M.C.G.
