team1,team2,score1,score2,winner,win_margin,venue
Richmond,North Melbourne,83,94,North Melbourne,11,Punt Rd
Carlton,Richmond,51,21,Carlton,30,Princes Park
Essendon,Fitzroy,107,56,Essendon,51,Windy Hill
St Kilda,Footscray,63,82,Footscray,19,Junction Oval
Melbourne,Collingwood,84,73,Melbourne,11,M.C.G.
Hawthorn,Geelong,103,54,Hawthorn,49,Glenferrie Oval
North Melbourne,South Melbourne,87,57,North Melbourne,30,Arden St
Footscray,Carlton,74,84,Carlton,10,Western Oval
Geelong,Collingwood,66,99,Collingwood,33,Kardinia Park
South Melbourne,Essendon,61,103,Essendon,42,Lake Oval
Fitzroy,Melbourne,88,47,Fitzroy,41,Brunswick St
Richmond,Hawthorn,101,87,Richmond,14,Punt Rd
North Melbourne,St Kilda,60,35,North Melbourne,25,Arden St
Carlton,Melbourne,68,84,Melbourne,16,Princes Park
Collingwood,Footscray,85,74,Collingwood,11,Victoria Park
Geelong,Essendon,99,84,Geelong,15,Kardinia Park
Fitzroy,North Melbourne,89,58,Fitzroy,31,Brunswick St
St Kilda,Hawthorn,80,98,Hawthorn,18,Junction Oval
Richmond,South Melbourne,85,74,Richmond,11,Punt Rd
North Melbourne,Carlton,57,45,North Melbourne,12,Arden St
Hawthorn,Collingwood,86,93,Collingwood,7,Glenferrie Oval
Essendon,St Kilda,132,57,Essendon,75,Windy Hill
South Melbourne,Fitzroy,120,88,South Melbourne,32,Lake Oval
Footscray,Richmond,96,23,Footscray,73,Western Oval
Melbourne,Geelong,118,84,Melbourne,34,M.C.G.
Geelong,Carlton,53,69,Carlton,16,Kardinia Park
Fitzroy,Collingwood,105,57,Fitzroy,48,Brunswick St
Essendon,Hawthorn,81,49,Essendon,32,Windy Hill
Footscray,South Melbourne,63,96,South Melbourne,33,Western Oval
Melbourne,North Melbourne,72,63,Melbourne,9,M.C.G.
St Kilda,Richmond,72,64,St Kilda,8,Junction Oval
Carlton,St Kilda,59,54,Carlton,5,Princes Park
Collingwood,Essendon,75,86,Essendon,11,Victoria Park
Richmond,Fitzroy,68,132,Fitzroy,64,Punt Rd
North Melbourne,Footscray,79,62,North Melbourne,17,Arden St
South Melbourne,Geelong,109,101,South Melbourne,8,Lake Oval
Hawthorn,Melbourne,87,95,Melbourne,8,Glenferrie Oval
Carlton,Collingwood,53,72,Collingwood,19,Princes Park
Essendon,Melbourne,78,75,Essendon,3,Windy Hill
Footscray,Fitzroy,131,41,Footscray,90,Western Oval
Richmond,Geelong,90,69,Richmond,21,Punt Rd
North Melbourne,Hawthorn,60,92,Hawthorn,32,Arden St
St Kilda,South Melbourne,77,99,South Melbourne,22,Junction Oval
Fitzroy,Carlton,101,96,Fitzroy,5,Brunswick St
Collingwood,Richmond,107,88,Collingwood,19,Victoria Park
Essendon,North Melbourne,62,80,North Melbourne,18,Windy Hill
Geelong,Footscray,92,85,Geelong,7,Kardinia Park
South Melbourne,Hawthorn,50,48,South Melbourne,2,Lake Oval
Melbourne,St Kilda,137,87,Melbourne,50,M.C.G.
Carlton,South Melbourne,83,81,Carlton,2,Princes Park
Collingwood,North Melbourne,88,101,North Melbourne,13,Victoria Park
Richmond,Essendon,101,109,Essendon,8,Punt Rd
Hawthorn,Fitzroy,75,71,Hawthorn,4,Glenferrie Oval
Footscray,Melbourne,59,78,Melbourne,19,Western Oval
St Kilda,Geelong,111,38,St Kilda,73,Junction Oval
Fitzroy,North Melbourne,66,70,North Melbourne,4,M.C.G.
Melbourne,Collingwood,78,33,Melbourne,45,M.C.G.
Collingwood,North Melbourne,96,76,Collingwood,20,M.C.G.
Melbourne,Collingwood,64,82,Collingwood,18,M.C.G.
