team1,team2,score1,score2,winner,win_margin,venue
Carlton,South Melbourne,142,88,Carlton,54,Princes Park
Collingwood,Geelong,122,91,Collingwood,31,Victoria Park
Footscray,Essendon,102,107,Essendon,5,Western Oval
North Melbourne,Fitzroy,75,66,North Melbourne,9,Arden St
St Kilda,Hawthorn,128,67,St Kilda,61,Junction Oval
Melbourne,Richmond,84,121,Richmond,37,M.C.G.
Geelong,Carlton,92,79,Geelong,13,Corio Oval
South Melbourne,Collingwood,107,146,Collingwood,39,Lake Oval
Essendon,Melbourne,135,141,Melbourne,6,Windy Hill
Fitzroy,St Kilda,102,134,St Kilda,32,Brunswick St
Richmond,Footscray,139,110,Richmond,29,Punt Rd
Hawthorn,North Melbourne,115,77,Hawthorn,38,Glenferrie Oval
Carlton,North Melbourne,123,106,Carlton,17,Princes Park
Collingwood,Footscray,113,98,Collingwood,15,Victoria Park
Essendon,Richmond,104,106,Richmond,2,Windy Hill
South Melbourne,Fitzroy,68,77,Fitzroy,9,Lake Oval
Hawthorn,Geelong,116,66,Hawthorn,50,Glenferrie Oval
Melbourne,St Kilda,112,81,Melbourne,31,M.C.G.
Footscray,Carlton,42,100,Carlton,58,Western Oval
St Kilda,Collingwood,131,94,St Kilda,37,Junction Oval
Geelong,Essendon,129,81,Geelong,48,Corio Oval
North Melbourne,Melbourne,74,110,Melbourne,36,Arden St
Richmond,South Melbourne,108,85,Richmond,23,Punt Rd
Hawthorn,Carlton,86,83,Hawthorn,3,Glenferrie Oval
Fitzroy,Collingwood,79,116,Collingwood,37,Brunswick St
Essendon,St Kilda,105,66,Essendon,39,Windy Hill
South Melbourne,Footscray,120,102,South Melbourne,18,Lake Oval
Geelong,Melbourne,90,106,Melbourne,16,Corio Oval
Richmond,North Melbourne,118,89,Richmond,29,Punt Rd
Carlton,Richmond,61,68,Richmond,7,Princes Park
Collingwood,Hawthorn,98,79,Collingwood,19,Victoria Park
North Melbourne,Essendon,101,88,North Melbourne,13,Arden St
Footscray,Fitzroy,79,100,Fitzroy,21,Western Oval
St Kilda,Geelong,114,76,St Kilda,38,Junction Oval
Melbourne,South Melbourne,137,30,Melbourne,107,M.C.G.
Essendon,Carlton,72,78,Carlton,6,Windy Hill
Richmond,Collingwood,53,89,Collingwood,36,Punt Rd
Fitzroy,Melbourne,99,122,Melbourne,23,Brunswick St
Hawthorn,Footscray,87,65,Hawthorn,22,Glenferrie Oval
Geelong,North Melbourne,115,97,Geelong,18,Corio Oval
South Melbourne,St Kilda,62,95,St Kilda,33,Lake Oval
Collingwood,Carlton,123,84,Collingwood,39,Victoria Park
Hawthorn,Richmond,55,93,Richmond,38,Glenferrie Oval
St Kilda,North Melbourne,120,106,St Kilda,14,Junction Oval
Essendon,South Melbourne,70,91,South Melbourne,21,Windy Hill
Geelong,Fitzroy,143,96,Geelong,47,Corio Oval
Melbourne,Footscray,122,103,Melbourne,19,M.C.G.
