team1,team2,score1,score2,winner,win_margin,venue
North Melbourne,Melbourne,55,70,Melbourne,15,M.C.G.
Collingwood,Port Adelaide,166,87,Collingwood,79,M.C.G.
Western Bulldogs,Fremantle,76,80,Fremantle,4,Princes Park
St Kilda,Hawthorn,71,77,Hawthorn,6,Waverley Park
West Coast,Sydney,78,37,West Coast,41,Subiaco
Adelaide,Brisbane Lions,132,96,Adelaide,36,Football Park
Richmond,Geelong,104,95,Richmond,9,M.C.G.
Essendon,Carlton,106,99,Essendon,7,M.C.G.
Melbourne,Collingwood,56,163,Collingwood,107,M.C.G.
Richmond,Adelaide,128,100,Richmond,28,M.C.G.
Western Bulldogs,Sydney,90,83,Western Bulldogs,7,Princes Park
Geelong,West Coast,78,72,Geelong,6,Kardinia Park
Brisbane Lions,St Kilda,154,57,Brisbane Lions,97,Gabba
Port Adelaide,Essendon,60,93,Essendon,33,Football Park
Fremantle,Hawthorn,87,73,Fremantle,14,Subiaco
North Melbourne,Carlton,86,60,North Melbourne,26,M.C.G.
Sydney,Melbourne,99,91,Sydney,8,S.C.G.
St Kilda,Collingwood,125,118,St Kilda,7,Waverley Park
Western Bulldogs,Richmond,105,86,Western Bulldogs,19,M.C.G.
Port Adelaide,Geelong,129,90,Port Adelaide,39,Football Park
West Coast,Fremantle,111,71,West Coast,40,Subiaco
Carlton,Adelaide,108,80,Carlton,28,Princes Park
Essendon,North Melbourne,122,80,Essendon,42,M.C.G.
Hawthorn,Brisbane Lions,87,75,Hawthorn,12,Waverley Park
Melbourne,Western Bulldogs,87,89,Western Bulldogs,2,M.C.G.
Collingwood,Carlton,84,101,Carlton,17,M.C.G.
Richmond,Fremantle,72,67,Richmond,5,Princes Park
St Kilda,Sydney,81,127,Sydney,46,Waverley Park
West Coast,Hawthorn,112,88,West Coast,24,Subiaco
Brisbane Lions,North Melbourne,109,83,Brisbane Lions,26,Gabba
Geelong,Essendon,85,78,Geelong,7,M.C.G.
Adelaide,Port Adelaide,72,83,Port Adelaide,11,Football Park
Essendon,Collingwood,70,99,Collingwood,29,M.C.G.
Fremantle,St Kilda,107,101,Fremantle,6,Subiaco
Western Bulldogs,Adelaide,71,121,Adelaide,50,Princes Park
Melbourne,West Coast,78,126,West Coast,48,M.C.G.
Hawthorn,Sydney,99,74,Hawthorn,25,Waverley Park
Port Adelaide,Brisbane Lions,73,71,Port Adelaide,2,Football Park
Carlton,Geelong,86,94,Geelong,8,Princes Park
North Melbourne,Richmond,141,46,North Melbourne,95,M.C.G.
West Coast,Western Bulldogs,99,113,Western Bulldogs,14,W.A.C.A.
Collingwood,Adelaide,84,83,Collingwood,1,Victoria Park
Essendon,Brisbane Lions,102,71,Essendon,31,M.C.G.
Geelong,Fremantle,97,43,Geelong,54,Kardinia Park
Hawthorn,North Melbourne,93,103,North Melbourne,10,Waverley Park
Sydney,Carlton,142,83,Sydney,59,S.C.G.
St Kilda,Melbourne,121,35,St Kilda,86,Waverley Park
Port Adelaide,Richmond,122,58,Port Adelaide,64,Football Park
North Melbourne,Collingwood,68,111,Collingwood,43,M.C.G.
