team1,team2,score1,score2,winner,win_margin,venue
Footscray,Geelong,126,43,Footscray,83,Western Oval
South Melbourne,Hawthorn,82,101,Hawthorn,19,Lake Oval
Melbourne,St Kilda,71,76,St Kilda,5,M.C.G.
Essendon,Carlton,55,49,Essendon,6,Windy Hill
St Kilda,Collingwood,76,85,Collingwood,9,Moorabbin Oval
Fitzroy,North Melbourne,95,68,Fitzroy,27,Princes Park
Hawthorn,Footscray,152,70,Hawthorn,82,Glenferrie Oval
Geelong,Richmond,89,70,Geelong,19,Kardinia Park
Melbourne,South Melbourne,70,80,South Melbourne,10,M.C.G.
Carlton,Hawthorn,68,81,Hawthorn,13,Princes Park
Collingwood,Geelong,36,54,Geelong,18,Victoria Park
South Melbourne,Essendon,54,97,Essendon,43,Lake Oval
Footscray,Fitzroy,66,71,Fitzroy,5,Western Oval
North Melbourne,Melbourne,38,40,Melbourne,2,Arden St
Richmond,St Kilda,94,64,Richmond,30,M.C.G.
Footscray,Carlton,102,70,Footscray,32,Western Oval
Hawthorn,Collingwood,101,76,Hawthorn,25,Glenferrie Oval
Fitzroy,Essendon,93,94,Essendon,1,Princes Park
Geelong,Melbourne,75,68,Geelong,7,Kardinia Park
St Kilda,North Melbourne,61,39,St Kilda,22,Moorabbin Oval
Richmond,South Melbourne,111,71,Richmond,40,M.C.G.
Carlton,South Melbourne,122,80,Carlton,42,Princes Park
Essendon,Collingwood,138,53,Essendon,85,Windy Hill
St Kilda,Fitzroy,91,41,St Kilda,50,Moorabbin Oval
Melbourne,Footscray,74,65,Melbourne,9,M.C.G.
Geelong,Hawthorn,67,51,Geelong,16,Kardinia Park
North Melbourne,Richmond,51,85,Richmond,34,Arden St
Collingwood,Carlton,70,107,Carlton,37,Victoria Park
Richmond,Essendon,74,54,Richmond,20,M.C.G.
Fitzroy,Geelong,72,94,Geelong,22,Princes Park
Footscray,St Kilda,44,109,St Kilda,65,Western Oval
Hawthorn,Melbourne,97,59,Hawthorn,38,Glenferrie Oval
South Melbourne,North Melbourne,68,79,North Melbourne,11,Lake Oval
Carlton,Fitzroy,143,91,Carlton,52,Princes Park
Melbourne,Collingwood,86,87,Collingwood,1,M.C.G.
South Melbourne,Footscray,78,82,Footscray,4,Lake Oval
Geelong,North Melbourne,97,87,Geelong,10,Kardinia Park
Hawthorn,Richmond,79,88,Richmond,9,Glenferrie Oval
North Melbourne,Carlton,79,100,Carlton,21,Arden St
Collingwood,South Melbourne,157,98,Collingwood,59,Victoria Park
Footscray,Essendon,85,112,Essendon,27,Western Oval
Fitzroy,Hawthorn,116,126,Hawthorn,10,Princes Park
St Kilda,Geelong,110,59,St Kilda,51,Moorabbin Oval
Richmond,Melbourne,129,80,Richmond,49,M.C.G.
Geelong,St Kilda,127,83,Geelong,44,M.C.G.
Essendon,Carlton,59,95,Carlton,36,M.C.G.
Essendon,Geelong,91,67,Essendon,24,M.C.G.
Essendon,Carlton,53,56,Carlton,3,M.C.G.
