team1,team2,score1,score2,winner,win_margin,venue
St Kilda,Richmond,71,110,Richmond,39,Junction Oval
Essendon,Carlton,63,71,Carlton,8,Windy Hill
Richmond,Collingwood,61,84,Collingwood,23,Punt Rd
Fitzroy,Melbourne,89,77,Fitzroy,12,Brunswick St
Hawthorn,Footscray,67,85,Footscray,18,Glenferrie Oval
Geelong,North Melbourne,123,29,Geelong,94,Corio Oval
South Melbourne,St Kilda,98,57,South Melbourne,41,Lake Oval
Carlton,Geelong,66,98,Geelong,32,Princes Park
Collingwood,South Melbourne,122,43,Collingwood,79,Victoria Park
Melbourne,Essendon,140,50,Melbourne,90,M.C.G.
St Kilda,Fitzroy,89,82,St Kilda,7,Junction Oval
Footscray,Richmond,50,81,Richmond,31,Western Oval
North Melbourne,Hawthorn,76,99,Hawthorn,23,Arden St
Hawthorn,Carlton,70,98,Carlton,28,Glenferrie Oval
Fitzroy,Collingwood,95,88,Fitzroy,7,Brunswick St
Essendon,St Kilda,72,48,Essendon,24,Windy Hill
South Melbourne,Footscray,74,70,South Melbourne,4,Lake Oval
Geelong,Melbourne,86,61,Geelong,25,Corio Oval
Richmond,North Melbourne,99,62,Richmond,37,Punt Rd
Carlton,Richmond,30,23,Carlton,7,Princes Park
Collingwood,Essendon,31,30,Collingwood,1,Victoria Park
Footscray,Fitzroy,101,72,Footscray,29,Western Oval
St Kilda,Geelong,72,70,St Kilda,2,Junction Oval
Melbourne,Hawthorn,73,33,Melbourne,40,M.C.G.
North Melbourne,South Melbourne,60,78,South Melbourne,18,Arden St
Carlton,St Kilda,106,51,Carlton,55,Princes Park
North Melbourne,Collingwood,56,82,Collingwood,26,Arden St
Fitzroy,Essendon,43,94,Essendon,51,Brunswick St
Footscray,Melbourne,66,73,Melbourne,7,Western Oval
South Melbourne,Geelong,95,105,Geelong,10,Lake Oval
Richmond,Hawthorn,119,53,Richmond,66,Punt Rd
Richmond,Carlton,82,76,Richmond,6,M.C.G.
Collingwood,Geelong,114,48,Collingwood,66,M.C.G.
Collingwood,Richmond,25,13,Collingwood,12,M.C.G.
