team1,team2,score1,score2,winner,win_margin,venue
Carlton,St Kilda,30,56,St Kilda,26,Princes Park
Collingwood,Fitzroy,47,39,Collingwood,8,Victoria Park
Essendon,Geelong,99,56,Essendon,43,East Melbourne
South Melbourne,Melbourne,41,60,Melbourne,19,Lake Oval
Geelong,Carlton,27,62,Carlton,35,Corio Oval
St Kilda,Collingwood,62,54,St Kilda,8,Junction Oval
Melbourne,Essendon,41,48,Essendon,7,M.C.G.
Fitzroy,South Melbourne,57,47,Fitzroy,10,Brunswick St
Melbourne,Carlton,47,86,Carlton,39,M.C.G.
South Melbourne,Collingwood,66,38,South Melbourne,28,Lake Oval
St Kilda,Essendon,67,37,St Kilda,30,Junction Oval
Fitzroy,Geelong,64,77,Geelong,13,Brunswick St
Carlton,Fitzroy,77,25,Carlton,52,Princes Park
Collingwood,Melbourne,34,46,Melbourne,12,Victoria Park
Essendon,South Melbourne,44,47,South Melbourne,3,East Melbourne
Geelong,St Kilda,46,82,St Kilda,36,Corio Oval
Carlton,South Melbourne,46,61,South Melbourne,15,Princes Park
Essendon,Collingwood,38,47,Collingwood,9,East Melbourne
St Kilda,Fitzroy,87,64,St Kilda,23,Junction Oval
Geelong,Melbourne,59,51,Geelong,8,Corio Oval
Collingwood,Carlton,30,41,Carlton,11,Victoria Park
Melbourne,St Kilda,51,108,St Kilda,57,M.C.G.
Fitzroy,Essendon,67,36,Fitzroy,31,Brunswick St
South Melbourne,Geelong,45,33,South Melbourne,12,Lake Oval
Carlton,Essendon,104,50,Carlton,54,Princes Park
Geelong,Collingwood,32,38,Collingwood,6,Corio Oval
Melbourne,Fitzroy,55,47,Melbourne,8,M.C.G.
St Kilda,South Melbourne,32,44,South Melbourne,12,Junction Oval
St Kilda,Carlton,33,62,Carlton,29,Junction Oval
Fitzroy,Collingwood,69,78,Collingwood,9,Brunswick St
Geelong,Essendon,53,28,Geelong,25,Corio Oval
Melbourne,South Melbourne,52,40,Melbourne,12,M.C.G.
Carlton,Geelong,39,46,Geelong,7,Princes Park
Collingwood,St Kilda,67,52,Collingwood,15,Victoria Park
Essendon,Melbourne,43,28,Essendon,15,East Melbourne
South Melbourne,Fitzroy,44,52,Fitzroy,8,Lake Oval
Carlton,Melbourne,70,54,Carlton,16,Princes Park
Collingwood,South Melbourne,57,50,Collingwood,7,Victoria Park
Essendon,St Kilda,37,65,St Kilda,28,East Melbourne
Geelong,Fitzroy,71,32,Geelong,39,Corio Oval
Fitzroy,Carlton,26,104,Carlton,78,Brunswick St
Melbourne,Collingwood,22,101,Collingwood,79,M.C.G.
South Melbourne,Essendon,59,47,South Melbourne,12,Lake Oval
St Kilda,Geelong,54,59,Geelong,5,Junction Oval
South Melbourne,Carlton,27,36,Carlton,9,Lake Oval
Collingwood,Essendon,70,23,Collingwood,47,Victoria Park
Fitzroy,St Kilda,25,23,Fitzroy,2,Brunswick St
Melbourne,Geelong,49,34,Melbourne,15,M.C.G.
Carlton,Collingwood,45,34,Carlton,11,Princes Park
Essendon,Fitzroy,58,31,Essendon,27,East Melbourne
Geelong,South Melbourne,42,50,South Melbourne,8,Corio Oval
St Kilda,Melbourne,30,47,Melbourne,17,Junction Oval
Essendon,Carlton,25,78,Carlton,53,East Melbourne
Collingwood,Geelong,96,57,Collingwood,39,Victoria Park
Fitzroy,Melbourne,39,55,Melbourne,16,Brunswick St
South Melbourne,St Kilda,64,44,South Melbourne,20,Lake Oval
South Melbourne,Carlton,57,40,South Melbourne,17,Lake Oval
St Kilda,Collingwood,67,26,St Kilda,41,Junction Oval
Essendon,Melbourne,71,56,Essendon,15,East Melbourne
Fitzroy,Geelong,88,38,Fitzroy,50,Brunswick St
Carlton,Essendon,78,47,Carlton,31,Princes Park
Collingwood,Fitzroy,82,94,Fitzroy,12,Victoria Park
Geelong,St Kilda,38,41,St Kilda,3,Corio Oval
Melbourne,South Melbourne,50,74,South Melbourne,24,M.C.G.
Carlton,Melbourne,62,36,Carlton,26,Princes Park
Collingwood,Geelong,71,76,Geelong,5,Victoria Park
Essendon,South Melbourne,43,99,South Melbourne,56,East Melbourne
St Kilda,Fitzroy,32,45,Fitzroy,13,Junction Oval
South Melbourne,Collingwood,82,48,South Melbourne,34,M.C.G.
Carlton,St Kilda,91,35,Carlton,56,M.C.G.
Carlton,South Melbourne,50,45,Carlton,5,M.C.G.
