team1,team2,score1,score2,winner,win_margin,venue
West Coast,St Kilda,84,66,West Coast,18,Subiaco
Western Bulldogs,Richmond,167,52,Western Bulldogs,115,Docklands
Geelong,Brisbane Lions,115,38,Geelong,77,Kardinia Park
Essendon,Sydney,108,81,Essendon,27,Docklands
Port Adelaide,Kangaroos,87,128,Kangaroos,41,Football Park
Hawthorn,Fremantle,109,87,Hawthorn,22,York Park
Melbourne,Carlton,72,93,Carlton,21,Docklands
Collingwood,Adelaide,77,111,Adelaide,34,Docklands
Richmond,St Kilda,77,88,St Kilda,11,Docklands
Western Bulldogs,Melbourne,137,90,Western Bulldogs,47,Docklands
Geelong,Kangaroos,138,69,Geelong,69,Kardinia Park
Brisbane Lions,Essendon,115,97,Brisbane Lions,18,Gabba
Fremantle,Carlton,101,86,Fremantle,15,Subiaco
Sydney,Port Adelaide,80,106,Port Adelaide,26,S.C.G.
Hawthorn,Collingwood,84,119,Collingwood,35,Docklands
Adelaide,West Coast,88,90,West Coast,2,Football Park
St Kilda,Brisbane Lions,124,87,St Kilda,37,Docklands
Geelong,Hawthorn,49,101,Hawthorn,52,Kardinia Park
Carlton,Sydney,74,81,Sydney,7,Docklands
West Coast,Richmond,136,90,West Coast,46,Subiaco
Melbourne,Adelaide,97,102,Adelaide,5,Carrara
Essendon,Western Bulldogs,93,104,Western Bulldogs,11,Docklands
Port Adelaide,Fremantle,79,110,Fremantle,31,Football Park
Kangaroos,Collingwood,76,153,Collingwood,77,Docklands
Carlton,Hawthorn,68,100,Hawthorn,32,Docklands
Western Bulldogs,Geelong,98,97,Western Bulldogs,1,Docklands
Brisbane Lions,Richmond,82,96,Richmond,14,Gabba
Fremantle,Adelaide,59,70,Adelaide,11,Subiaco
Sydney,Melbourne,92,97,Melbourne,5,S.C.G.
Kangaroos,West Coast,71,95,West Coast,24,Manuka Oval
Port Adelaide,St Kilda,122,118,Port Adelaide,4,Football Park
Collingwood,Essendon,106,89,Collingwood,17,M.C.G.
Richmond,Carlton,92,84,Richmond,8,M.C.G.
Melbourne,Kangaroos,90,86,Melbourne,4,M.C.G.
Adelaide,Western Bulldogs,132,55,Adelaide,77,Football Park
Sydney,Geelong,107,85,Sydney,22,Stadium Australia
West Coast,Brisbane Lions,122,63,West Coast,59,Subiaco
St Kilda,Fremantle,93,94,Fremantle,1,York Park
Collingwood,Port Adelaide,120,79,Collingwood,41,Docklands
Hawthorn,Essendon,84,83,Hawthorn,1,M.C.G.
Melbourne,Geelong,87,81,Melbourne,6,M.C.G.
St Kilda,Western Bulldogs,92,78,St Kilda,14,Docklands
Fremantle,West Coast,88,83,Fremantle,5,Subiaco
Adelaide,Port Adelaide,103,53,Adelaide,50,Football Park
Essendon,Richmond,95,97,Richmond,2,M.C.G.
Brisbane Lions,Sydney,70,102,Sydney,32,Gabba
