team1,team2,score1,score2,winner,win_margin,venue
Hawthorn,Melbourne,69,70,Melbourne,1,Glenferrie Oval
South Melbourne,North Melbourne,95,96,North Melbourne,1,Lake Oval
Carlton,Essendon,82,76,Carlton,6,Princes Park
Collingwood,Richmond,63,76,Richmond,13,Victoria Park
Melbourne,Fitzroy,96,93,Melbourne,3,M.C.G.
Footscray,Hawthorn,116,31,Footscray,85,Western Oval
North Melbourne,Geelong,51,106,Geelong,55,Arden St
St Kilda,South Melbourne,72,54,St Kilda,18,Junction Oval
Fitzroy,Carlton,76,126,Carlton,50,Brunswick St
Hawthorn,Collingwood,83,123,Collingwood,40,Glenferrie Oval
Essendon,North Melbourne,87,104,North Melbourne,17,Windy Hill
Geelong,Footscray,93,70,Geelong,23,Corio Oval
South Melbourne,Melbourne,70,99,Melbourne,29,Lake Oval
Richmond,St Kilda,53,56,St Kilda,3,Punt Rd
Carlton,Collingwood,101,121,Collingwood,20,Princes Park
South Melbourne,Essendon,91,86,South Melbourne,5,Lake Oval
Fitzroy,Geelong,90,126,Geelong,36,Brunswick St
Footscray,Melbourne,131,91,Footscray,40,Western Oval
Richmond,Hawthorn,132,83,Richmond,49,Punt Rd
North Melbourne,St Kilda,83,57,North Melbourne,26,Arden St
Melbourne,Carlton,96,79,Melbourne,17,M.C.G.
Collingwood,North Melbourne,150,96,Collingwood,54,Victoria Park
Essendon,Fitzroy,107,96,Essendon,11,Windy Hill
St Kilda,Footscray,119,81,St Kilda,38,Junction Oval
Geelong,Richmond,137,84,Geelong,53,Corio Oval
Hawthorn,South Melbourne,117,74,Hawthorn,43,Glenferrie Oval
Carlton,St Kilda,104,88,Carlton,16,Princes Park
Collingwood,Melbourne,91,82,Collingwood,9,Victoria Park
Hawthorn,Essendon,69,90,Essendon,21,Glenferrie Oval
Richmond,Fitzroy,93,108,Fitzroy,15,Punt Rd
Footscray,North Melbourne,119,84,Footscray,35,Western Oval
South Melbourne,Geelong,80,102,Geelong,22,Lake Oval
Footscray,Collingwood,76,117,Collingwood,41,M.C.G.
Carlton,Geelong,113,81,Carlton,32,M.C.G.
Geelong,Collingwood,98,135,Collingwood,37,M.C.G.
Carlton,Collingwood,100,85,Carlton,15,M.C.G.
