team1,team2,score1,score2,winner,win_margin,venue
Carlton,Hawthorn,87,57,Carlton,30,Princes Park
Collingwood,North Melbourne,141,48,Collingwood,93,Victoria Park
Essendon,Melbourne,86,76,Essendon,10,Windy Hill
St Kilda,Fitzroy,78,108,Fitzroy,30,Junction Oval
Richmond,Footscray,99,100,Footscray,1,Punt Rd
Geelong,South Melbourne,95,41,Geelong,54,Kardinia Park
Footscray,Carlton,41,40,Footscray,1,Western Oval
Melbourne,Collingwood,57,106,Collingwood,49,M.C.G.
Hawthorn,Essendon,61,86,Essendon,25,Glenferrie Oval
Fitzroy,Geelong,83,67,Fitzroy,16,Brunswick St
North Melbourne,St Kilda,62,81,St Kilda,19,Arden St
South Melbourne,Richmond,37,97,Richmond,60,Lake Oval
Carlton,Richmond,84,108,Richmond,24,Princes Park
Collingwood,Geelong,102,50,Collingwood,52,Victoria Park
South Melbourne,Essendon,104,91,South Melbourne,13,Lake Oval
Melbourne,Fitzroy,60,84,Fitzroy,24,M.C.G.
Footscray,North Melbourne,69,43,Footscray,26,Western Oval
Hawthorn,St Kilda,87,64,Hawthorn,23,Glenferrie Oval
Geelong,Carlton,91,67,Geelong,24,Kardinia Park
Essendon,Collingwood,83,44,Essendon,39,Windy Hill
Fitzroy,Footscray,70,52,Fitzroy,18,Brunswick St
Richmond,Hawthorn,120,56,Richmond,64,Punt Rd
St Kilda,Melbourne,98,91,St Kilda,7,Junction Oval
North Melbourne,South Melbourne,78,73,North Melbourne,5,Arden St
Carlton,Fitzroy,129,72,Carlton,57,Princes Park
Richmond,Collingwood,116,65,Richmond,51,Punt Rd
Geelong,Essendon,96,68,Geelong,28,Kardinia Park
Footscray,St Kilda,81,53,Footscray,28,Western Oval
Hawthorn,North Melbourne,60,98,North Melbourne,38,Glenferrie Oval
South Melbourne,Melbourne,96,78,South Melbourne,18,Lake Oval
Melbourne,Carlton,78,58,Melbourne,20,M.C.G.
Collingwood,South Melbourne,93,46,Collingwood,47,Victoria Park
Fitzroy,Essendon,91,68,Fitzroy,23,Brunswick St
Hawthorn,Footscray,70,59,Hawthorn,11,Glenferrie Oval
North Melbourne,Geelong,74,88,Geelong,14,Arden St
St Kilda,Richmond,117,126,Richmond,9,Junction Oval
Essendon,Carlton,75,90,Carlton,15,Windy Hill
Collingwood,St Kilda,97,78,Collingwood,19,Victoria Park
Geelong,Hawthorn,133,63,Geelong,70,Kardinia Park
Fitzroy,North Melbourne,51,84,North Melbourne,33,Brunswick St
South Melbourne,Footscray,116,69,South Melbourne,47,Lake Oval
Melbourne,Richmond,67,81,Richmond,14,M.C.G.
Carlton,Collingwood,53,67,Collingwood,14,Princes Park
Essendon,St Kilda,103,79,Essendon,24,Windy Hill
Richmond,Fitzroy,66,88,Fitzroy,22,Punt Rd
Footscray,Geelong,59,77,Geelong,18,Western Oval
South Melbourne,Hawthorn,86,53,South Melbourne,33,Lake Oval
North Melbourne,Melbourne,93,48,North Melbourne,45,Arden St
St Kilda,Carlton,65,105,Carlton,40,Junction Oval
Hawthorn,Collingwood,57,85,Collingwood,28,Glenferrie Oval
North Melbourne,Essendon,59,91,Essendon,32,Arden St
Melbourne,Footscray,49,152,Footscray,103,M.C.G.
Geelong,Richmond,74,56,Geelong,18,Kardinia Park
