team1,team2,score1,score2,winner,win_margin,venue
Richmond,Melbourne,94,92,Richmond,2,M.C.G.
Essendon,Port Adelaide,156,62,Essendon,94,Docklands
Kangaroos,West Coast,111,154,West Coast,43,M.C.G.
Adelaide,Western Bulldogs,108,131,Western Bulldogs,23,Football Park
Fremantle,Geelong,107,129,Geelong,22,Subiaco
St Kilda,Sydney,100,134,Sydney,34,Docklands
Carlton,Brisbane Lions,152,112,Carlton,40,Princes Park
Hawthorn,Collingwood,86,140,Collingwood,54,M.C.G.
Essendon,Richmond,130,87,Essendon,43,M.C.G.
Melbourne,Kangaroos,145,120,Melbourne,25,M.C.G.
Geelong,St Kilda,139,99,Geelong,40,Kardinia Park
Port Adelaide,Fremantle,87,125,Fremantle,38,Football Park
Carlton,Hawthorn,154,112,Carlton,42,Princes Park
Collingwood,Adelaide,103,92,Collingwood,11,M.C.G.
Western Bulldogs,Brisbane Lions,110,139,Brisbane Lions,29,Docklands
West Coast,Sydney,70,82,Sydney,12,Subiaco
Richmond,Kangaroos,134,170,Kangaroos,36,M.C.G.
Hawthorn,Brisbane Lions,110,103,Hawthorn,7,M.C.G.
Adelaide,Geelong,100,111,Geelong,11,Football Park
Collingwood,Carlton,160,87,Collingwood,73,M.C.G.
Western Bulldogs,Port Adelaide,141,94,Western Bulldogs,47,Docklands
Sydney,Melbourne,126,114,Sydney,12,S.C.G.
Fremantle,Essendon,88,124,Essendon,36,Subiaco
Kangaroos,Geelong,104,99,Kangaroos,5,Docklands
Western Bulldogs,Carlton,98,59,Western Bulldogs,39,Docklands
Hawthorn,Essendon,90,137,Essendon,47,M.C.G.
Sydney,Collingwood,101,106,Collingwood,5,S.C.G.
West Coast,Adelaide,187,73,West Coast,114,W.A.C.A.
Port Adelaide,Brisbane Lions,149,106,Port Adelaide,43,Football Park
Richmond,Fremantle,87,88,Fremantle,1,Docklands
Melbourne,St Kilda,165,75,Melbourne,90,M.C.G.
Western Bulldogs,Collingwood,110,118,Collingwood,8,Docklands
Essendon,Carlton,123,99,Essendon,24,M.C.G.
Brisbane Lions,Adelaide,122,92,Brisbane Lions,30,Gabba
Fremantle,Melbourne,75,106,Melbourne,31,W.A.C.A.
Geelong,West Coast,162,81,Geelong,81,Kardinia Park
Kangaroos,Sydney,128,120,Kangaroos,8,S.C.G.
St Kilda,Richmond,84,110,Richmond,26,Docklands
Port Adelaide,Hawthorn,74,113,Hawthorn,39,Football Park
Western Bulldogs,Essendon,81,144,Essendon,63,Docklands
Carlton,Port Adelaide,169,78,Carlton,91,Princes Park
Collingwood,Kangaroos,82,114,Kangaroos,32,M.C.G.
St Kilda,Brisbane Lions,66,105,Brisbane Lions,39,Docklands
West Coast,Fremantle,178,61,West Coast,117,Subiaco
Sydney,Richmond,106,112,Richmond,6,S.C.G.
Geelong,Melbourne,109,84,Geelong,25,Kardinia Park
Adelaide,Hawthorn,143,57,Adelaide,86,Football Park
Hawthorn,Western Bulldogs,123,92,Hawthorn,31,M.C.G.
Sydney,Geelong,99,108,Geelong,9,S.C.G.
St Kilda,Kangaroos,117,129,Kangaroos,12,Docklands
Port Adelaide,Adelaide,91,98,Adelaide,7,Football Park
Melbourne,West Coast,138,77,Melbourne,61,Docklands
Richmond,Carlton,69,120,Carlton,51,M.C.G.
Collingwood,Essendon,100,140,Essendon,40,M.C.G.
Fremantle,Brisbane Lions,111,100,Fremantle,11,Subiaco
Kangaroos,Hawthorn,67,128,Hawthorn,61,M.C.G.
St Kilda,Adelaide,68,108,Adelaide,40,Docklands
West Coast,Western Bulldogs,108,102,West Coast,6,W.A.C.A.
Port Adelaide,Melbourne,86,111,Melbourne,25,Football Park
Carlton,Sydney,109,64,Carlton,45,Princes Park
Geelong,Richmond,77,147,Richmond,70,Docklands
Collingwood,Fremantle,85,107,Fremantle,22,Docklands
Brisbane Lions,Essendon,63,127,Essendon,64,Gabba
Western Bulldogs,St Kilda,105,104,Western Bulldogs,1,Docklands
Hawthorn,Geelong,98,73,Hawthorn,25,M.C.G.
Adelaide,Kangaroos,125,128,Kangaroos,3,Football Park
Richmond,West Coast,79,70,Richmond,9,Docklands
Brisbane Lions,Collingwood,146,117,Brisbane Lions,29,Gabba
Melbourne,Essendon,93,106,Essendon,13,M.C.G.
Sydney,Port Adelaide,111,85,Sydney,26,S.C.G.
Fremantle,Carlton,82,147,Carlton,65,Subiaco
West Coast,Hawthorn,118,88,West Coast,30,Subiaco
Richmond,Collingwood,102,54,Richmond,48,M.C.G.
St Kilda,Carlton,82,109,Carlton,27,Docklands
Essendon,Adelaide,132,84,Essendon,48,Docklands
Western Bulldogs,Sydney,137,79,Western Bulldogs,58,S.C.G.
Kangaroos,Fremantle,148,60,Kangaroos,88,M.C.G.
Melbourne,Brisbane Lions,102,84,Melbourne,18,Docklands
St Kilda,Port Adelaide,117,55,St Kilda,62,Docklands
Carlton,Kangaroos,129,99,Carlton,30,Princes Park
Hawthorn,Richmond,77,80,Richmond,3,M.C.G.
Geelong,Essendon,87,145,Essendon,58,Docklands
Fremantle,Western Bulldogs,81,174,Western Bulldogs,93,Subiaco
Adelaide,Melbourne,105,70,Adelaide,35,Football Park
