team1,team2,score1,score2,winner,win_margin,venue
Carlton,Richmond,136,76,Carlton,60,Princes Park
Melbourne,Collingwood,125,135,Collingwood,10,M.C.G.
Fitzroy,Hawthorn,112,131,Hawthorn,19,Junction Oval
Geelong,Footscray,106,75,Geelong,31,Waverley Park
North Melbourne,St Kilda,100,87,North Melbourne,13,Arden St
Sydney,Essendon,111,110,Sydney,1,S.C.G.
Footscray,Carlton,99,82,Footscray,17,Western Oval
Collingwood,Geelong,96,101,Geelong,5,Victoria Park
Richmond,Melbourne,100,119,Melbourne,19,M.C.G.
Essendon,St Kilda,131,70,Essendon,61,Windy Hill
North Melbourne,Fitzroy,43,88,Fitzroy,45,Waverley Park
Hawthorn,Sydney,70,45,Hawthorn,25,Princes Park
Carlton,Collingwood,97,87,Carlton,10,Waverley Park
Fitzroy,Essendon,97,56,Fitzroy,41,Junction Oval
Footscray,Melbourne,111,79,Footscray,32,Western Oval
Geelong,Richmond,94,46,Geelong,48,Kardinia Park
St Kilda,Hawthorn,42,171,Hawthorn,129,Moorabbin Oval
Sydney,North Melbourne,45,185,North Melbourne,140,S.C.G.
Melbourne,Carlton,90,99,Carlton,9,M.C.G.
Essendon,Collingwood,141,117,Essendon,24,Windy Hill
Fitzroy,Sydney,125,52,Fitzroy,73,Junction Oval
Hawthorn,Footscray,97,118,Footscray,21,Princes Park
St Kilda,Geelong,79,90,Geelong,11,Waverley Park
North Melbourne,Richmond,127,103,North Melbourne,24,Arden St
Carlton,Fitzroy,65,125,Fitzroy,60,Princes Park
Collingwood,Hawthorn,73,95,Hawthorn,22,Victoria Park
Sydney,St Kilda,160,137,Sydney,23,S.C.G.
Essendon,North Melbourne,128,123,Essendon,5,Waverley Park
Richmond,Footscray,114,116,Footscray,2,M.C.G.
Geelong,Melbourne,110,121,Melbourne,11,Kardinia Park
Carlton,Geelong,85,95,Geelong,10,Princes Park
Collingwood,North Melbourne,130,108,Collingwood,22,Victoria Park
Essendon,Footscray,181,49,Essendon,132,Windy Hill
St Kilda,Fitzroy,102,143,Fitzroy,41,Moorabbin Oval
Hawthorn,Richmond,88,106,Richmond,18,Waverley Park
Melbourne,Sydney,126,93,Melbourne,33,M.C.G.
Footscray,Collingwood,82,88,Collingwood,6,Western Oval
Richmond,Essendon,112,137,Essendon,25,M.C.G.
Fitzroy,Geelong,76,67,Fitzroy,9,Junction Oval
Hawthorn,North Melbourne,91,142,North Melbourne,51,Princes Park
Melbourne,St Kilda,108,75,Melbourne,33,Waverley Park
Sydney,Carlton,118,149,Carlton,31,S.C.G.
St Kilda,Carlton,89,145,Carlton,56,Moorabbin Oval
Collingwood,Richmond,107,59,Collingwood,48,Waverley Park
Hawthorn,Essendon,137,95,Hawthorn,42,Princes Park
Melbourne,Fitzroy,87,126,Fitzroy,39,M.C.G.
North Melbourne,Footscray,189,74,North Melbourne,115,Arden St
Geelong,Sydney,84,110,Sydney,26,Kardinia Park
Carlton,Hawthorn,104,96,Carlton,8,Princes Park
Essendon,Melbourne,149,115,Essendon,34,Windy Hill
Fitzroy,Footscray,99,145,Footscray,46,Waverley Park
Geelong,North Melbourne,84,124,North Melbourne,40,Kardinia Park
St Kilda,Richmond,108,93,St Kilda,15,Moorabbin Oval
Sydney,Collingwood,121,100,Sydney,21,S.C.G.
North Melbourne,Carlton,193,82,North Melbourne,111,Arden St
Collingwood,Fitzroy,77,93,Fitzroy,16,Victoria Park
Essendon,Geelong,109,97,Essendon,12,Windy Hill
