team1,team2,score1,score2,winner,win_margin,venue
Fitzroy,Richmond,86,127,Richmond,41,Brunswick St
Footscray,South Melbourne,75,61,Footscray,14,Western Oval
Geelong,Hawthorn,56,25,Geelong,31,Corio Oval
Carlton,St Kilda,94,57,Carlton,37,Princes Park
Collingwood,Footscray,139,94,Collingwood,45,Victoria Park
Essendon,Melbourne,76,82,Melbourne,6,Windy Hill
Hawthorn,Fitzroy,93,58,Hawthorn,35,Glenferrie Oval
South Melbourne,Geelong,73,75,Geelong,2,Lake Oval
Richmond,North Melbourne,129,76,Richmond,53,Punt Rd
Collingwood,Carlton,105,76,Collingwood,29,Victoria Park
St Kilda,Essendon,63,48,St Kilda,15,Junction Oval
Fitzroy,South Melbourne,86,110,South Melbourne,24,Brunswick St
Footscray,Geelong,67,59,Footscray,8,Western Oval
North Melbourne,Hawthorn,54,66,Hawthorn,12,Arden St
Melbourne,Richmond,68,65,Melbourne,3,M.C.G.
Carlton,Footscray,110,43,Carlton,67,Princes Park
Essendon,Collingwood,73,92,Collingwood,19,Windy Hill
Geelong,Fitzroy,96,71,Geelong,25,Corio Oval
Hawthorn,Melbourne,43,53,Melbourne,10,Glenferrie Oval
South Melbourne,North Melbourne,116,81,South Melbourne,35,Lake Oval
Richmond,St Kilda,91,53,Richmond,38,Punt Rd
Essendon,Carlton,55,59,Carlton,4,Windy Hill
Richmond,Collingwood,75,117,Collingwood,42,Punt Rd
Fitzroy,Footscray,69,88,Footscray,19,Brunswick St
Geelong,North Melbourne,80,54,Geelong,26,Corio Oval
Hawthorn,St Kilda,51,102,St Kilda,51,Glenferrie Oval
South Melbourne,Melbourne,82,69,South Melbourne,13,Lake Oval
Carlton,Richmond,57,93,Richmond,36,Princes Park
Collingwood,Hawthorn,142,56,Collingwood,86,Victoria Park
Footscray,Essendon,77,78,Essendon,1,Western Oval
North Melbourne,Fitzroy,85,102,Fitzroy,17,Arden St
Melbourne,Geelong,50,48,Melbourne,2,M.C.G.
St Kilda,South Melbourne,99,56,St Kilda,43,Junction Oval
Hawthorn,Carlton,37,50,Carlton,13,Glenferrie Oval
South Melbourne,Collingwood,43,70,Collingwood,27,Lake Oval
Fitzroy,Melbourne,41,77,Melbourne,36,Brunswick St
North Melbourne,Footscray,62,49,North Melbourne,13,Arden St
Geelong,St Kilda,60,71,St Kilda,11,Corio Oval
Carlton,South Melbourne,119,81,Carlton,38,Princes Park
Collingwood,Geelong,87,60,Collingwood,27,Victoria Park
Essendon,Hawthorn,100,92,Essendon,8,Windy Hill
St Kilda,Fitzroy,142,75,St Kilda,67,Junction Oval
Footscray,Richmond,72,99,Richmond,27,Western Oval
Melbourne,North Melbourne,107,50,Melbourne,57,M.C.G.
Geelong,Carlton,25,39,Carlton,14,Corio Oval
Fitzroy,Collingwood,55,111,Collingwood,56,Brunswick St
South Melbourne,Essendon,94,88,South Melbourne,6,Lake Oval
Melbourne,Footscray,82,41,Melbourne,41,M.C.G.
Hawthorn,Richmond,58,80,Richmond,22,Glenferrie Oval
North Melbourne,St Kilda,62,132,St Kilda,70,Arden St
Carlton,Fitzroy,108,69,Carlton,39,Princes Park
Collingwood,North Melbourne,138,61,Collingwood,77,Victoria Park
Essendon,Geelong,53,51,Essendon,2,Windy Hill
Hawthorn,Footscray,77,33,Hawthorn,44,Glenferrie Oval
St Kilda,Melbourne,66,49,St Kilda,17,Junction Oval
Richmond,South Melbourne,136,65,Richmond,71,Punt Rd
North Melbourne,Carlton,56,63,Carlton,7,Arden St
Melbourne,Collingwood,40,96,Collingwood,56,M.C.G.
Fitzroy,Essendon,84,53,Fitzroy,31,Brunswick St
Footscray,St Kilda,42,67,St Kilda,25,Western Oval
Geelong,Richmond,82,42,Geelong,40,Corio Oval
South Melbourne,Hawthorn,88,71,South Melbourne,17,Lake Oval
Carlton,St Kilda,81,73,Carlton,8,M.C.G.
Collingwood,Richmond,61,123,Richmond,62,M.C.G.
Carlton,Richmond,91,97,Richmond,6,M.C.G.
Collingwood,Richmond,79,50,Collingwood,29,M.C.G.
