team1,team2,score1,score2,winner,win_margin,venue
Richmond,Collingwood,155,118,Richmond,37,M.C.G.
St Kilda,Carlton,89,65,St Kilda,24,Docklands
Geelong,Essendon,76,126,Essendon,50,M.C.G.
Port Adelaide,Kangaroos,73,83,Kangaroos,10,Football Park
Sydney,Brisbane Lions,87,110,Brisbane Lions,23,S.C.G.
Western Bulldogs,Adelaide,93,112,Adelaide,19,Docklands
West Coast,Fremantle,137,118,West Coast,19,Subiaco
Hawthorn,Melbourne,103,129,Melbourne,26,M.C.G.
Essendon,Richmond,112,60,Essendon,52,M.C.G.
Carlton,Sydney,33,111,Sydney,78,Princes Park
Collingwood,West Coast,120,119,Collingwood,1,M.C.G.
Kangaroos,Western Bulldogs,110,97,Kangaroos,13,Docklands
Adelaide,Geelong,110,79,Adelaide,31,Football Park
Brisbane Lions,Hawthorn,148,46,Brisbane Lions,102,Gabba
Melbourne,Port Adelaide,109,82,Melbourne,27,M.C.G.
Fremantle,St Kilda,76,73,Fremantle,3,Subiaco
Carlton,Collingwood,75,55,Carlton,20,M.C.G.
Richmond,Melbourne,96,76,Richmond,20,M.C.G.
Adelaide,Sydney,114,84,Adelaide,30,Football Park
Brisbane Lions,Essendon,117,67,Brisbane Lions,50,Gabba
Kangaroos,Geelong,67,75,Geelong,8,Docklands
Hawthorn,Fremantle,89,79,Hawthorn,10,York Park
St Kilda,Port Adelaide,56,139,Port Adelaide,83,Docklands
West Coast,Western Bulldogs,113,81,West Coast,32,Subiaco
Essendon,Adelaide,122,81,Essendon,41,Docklands
Collingwood,Hawthorn,104,63,Collingwood,41,M.C.G.
Melbourne,West Coast,137,103,Melbourne,34,Princes Park
Sydney,Kangaroos,103,100,Sydney,3,S.C.G.
Western Bulldogs,Brisbane Lions,78,94,Brisbane Lions,16,Docklands
Port Adelaide,Carlton,148,95,Port Adelaide,53,Football Park
Geelong,St Kilda,166,44,Geelong,122,Kardinia Park
Fremantle,Richmond,138,72,Fremantle,66,Subiaco
Collingwood,Essendon,66,33,Collingwood,33,M.C.G.
Western Bulldogs,Melbourne,81,104,Melbourne,23,Docklands
