team1,team2,score1,score2,winner,win_margin,venue
Fitzroy,Essendon,89,52,Fitzroy,37,Brunswick St
Richmond,Geelong,86,74,Richmond,12,Punt Rd
South Melbourne,Hawthorn,157,34,South Melbourne,123,Lake Oval
North Melbourne,St Kilda,105,85,North Melbourne,20,Arden St
St Kilda,Carlton,54,141,Carlton,87,Junction Oval
Melbourne,Collingwood,90,113,Collingwood,23,M.C.G.
Essendon,Hawthorn,81,34,Essendon,47,Windy Hill
Fitzroy,Richmond,67,95,Richmond,28,Brunswick St
Footscray,North Melbourne,64,90,North Melbourne,26,Western Oval
Geelong,South Melbourne,125,69,Geelong,56,Corio Oval
Collingwood,South Melbourne,114,88,Collingwood,26,M.C.G.
Carlton,Richmond,99,124,Richmond,25,M.C.G.
Carlton,Collingwood,157,82,Carlton,75,M.C.G.
Carlton,Richmond,83,92,Richmond,9,M.C.G.
