team1,team2,score1,score2,winner,win_margin,venue
Essendon,Carlton,110,71,Essendon,39,M.C.G.
Geelong,Kangaroos,141,135,Geelong,6,M.C.G.
Melbourne,Richmond,104,87,Melbourne,17,M.C.G.
Adelaide,Western Bulldogs,78,91,Western Bulldogs,13,Football Park
Brisbane Lions,St Kilda,152,63,Brisbane Lions,89,Gabba
Collingwood,Hawthorn,59,74,Hawthorn,15,M.C.G.
Sydney,Port Adelaide,86,115,Port Adelaide,29,S.C.G.
Fremantle,West Coast,98,102,West Coast,4,Subiaco
Kangaroos,Essendon,106,141,Essendon,35,M.C.G.
Western Bulldogs,Geelong,134,155,Geelong,21,Princes Park
Richmond,Sydney,108,96,Richmond,12,M.C.G.
Hawthorn,Adelaide,56,60,Adelaide,4,Waverley Park
West Coast,Brisbane Lions,83,73,West Coast,10,Subiaco
Port Adelaide,Fremantle,114,101,Port Adelaide,13,Football Park
St Kilda,Melbourne,130,84,St Kilda,46,Waverley Park
Carlton,Collingwood,112,83,Carlton,29,M.C.G.
Richmond,Kangaroos,90,100,Kangaroos,10,M.C.G.
Essendon,Sydney,149,68,Essendon,81,M.C.G.
Geelong,Melbourne,97,91,Geelong,6,Kardinia Park
Brisbane Lions,Port Adelaide,80,103,Port Adelaide,23,Gabba
Fremantle,Hawthorn,78,112,Hawthorn,34,Subiaco
Western Bulldogs,Carlton,103,105,Carlton,2,Princes Park
Collingwood,West Coast,75,111,West Coast,36,Victoria Park
Adelaide,St Kilda,96,81,Adelaide,15,Football Park
Melbourne,Hawthorn,85,84,Melbourne,1,M.C.G.
Carlton,Fremantle,121,92,Carlton,29,Princes Park
Collingwood,Richmond,96,146,Richmond,50,M.C.G.
St Kilda,Western Bulldogs,107,99,St Kilda,8,Waverley Park
Brisbane Lions,Adelaide,115,54,Brisbane Lions,61,Gabba
Sydney,Kangaroos,72,70,Sydney,2,S.C.G.
Port Adelaide,Geelong,74,115,Geelong,41,Football Park
West Coast,Essendon,97,23,West Coast,74,Subiaco
Western Bulldogs,Richmond,143,81,Western Bulldogs,62,M.C.G.
Carlton,Geelong,65,115,Geelong,50,Princes Park
Hawthorn,West Coast,68,94,West Coast,26,Waverley Park
Melbourne,Port Adelaide,90,66,Melbourne,24,M.C.G.
Kangaroos,St Kilda,92,90,Kangaroos,2,S.C.G.
Adelaide,Sydney,155,74,Adelaide,81,Football Park
