team1,team2,score1,score2,winner,win_margin,venue
Greater Western Sydney,Sydney,37,100,Sydney,63,Stadium Australia
Richmond,Carlton,81,125,Carlton,44,M.C.G.
Hawthorn,Collingwood,137,115,Hawthorn,22,M.C.G.
Melbourne,Brisbane Lions,78,119,Brisbane Lions,41,M.C.G.
Gold Coast,Adelaide,68,137,Adelaide,69,Carrara
Fremantle,Geelong,105,101,Fremantle,4,Subiaco
North Melbourne,Essendon,102,104,Essendon,2,Docklands
Western Bulldogs,West Coast,87,136,West Coast,49,Docklands
Port Adelaide,St Kilda,89,85,Port Adelaide,4,Football Park
Brisbane Lions,Carlton,63,154,Carlton,91,Gabba
Essendon,Port Adelaide,111,86,Essendon,25,Docklands
Sydney,Fremantle,94,81,Sydney,13,S.C.G.
West Coast,Melbourne,166,58,West Coast,108,Subiaco
Adelaide,Western Bulldogs,82,64,Adelaide,18,Football Park
Collingwood,Richmond,85,64,Collingwood,21,M.C.G.
North Melbourne,Greater Western Sydney,183,54,North Melbourne,129,Bellerive Oval
St Kilda,Gold Coast,139,47,St Kilda,92,Docklands
Geelong,Hawthorn,92,90,Geelong,2,M.C.G.
Carlton,Collingwood,122,62,Carlton,60,M.C.G.
Richmond,Melbourne,133,74,Richmond,59,M.C.G.
Port Adelaide,Sydney,83,105,Sydney,22,Football Park
Fremantle,Brisbane Lions,64,35,Fremantle,29,Subiaco
Gold Coast,Essendon,88,105,Essendon,17,Carrara
Western Bulldogs,St Kilda,40,103,St Kilda,63,Docklands
Greater Western Sydney,West Coast,69,150,West Coast,81,Blacktown
Hawthorn,Adelaide,140,84,Hawthorn,56,M.C.G.
North Melbourne,Geelong,131,114,North Melbourne,17,Docklands
St Kilda,Fremantle,79,92,Fremantle,13,Docklands
Carlton,Essendon,79,109,Essendon,30,M.C.G.
Collingwood,Port Adelaide,97,73,Collingwood,24,Docklands
Adelaide,Greater Western Sydney,96,50,Adelaide,46,Football Park
West Coast,Hawthorn,51,46,West Coast,5,Subiaco
Brisbane Lions,Gold Coast,111,46,Brisbane Lions,65,Gabba
Geelong,Richmond,75,65,Geelong,10,Kardinia Park
