team1,team2,score1,score2,winner,win_margin,venue
Collingwood,Richmond,94,66,Collingwood,28,M.C.G.
Kangaroos,St Kilda,96,70,Kangaroos,26,M.C.G.
West Coast,Port Adelaide,122,74,West Coast,48,Subiaco
Sydney,Carlton,146,72,Sydney,74,Stadium Australia
Brisbane Lions,Essendon,104,61,Brisbane Lions,43,Gabba
Adelaide,Fremantle,145,89,Adelaide,56,Football Park
Western Bulldogs,Geelong,130,91,Western Bulldogs,39,Docklands
Melbourne,Hawthorn,106,100,Melbourne,6,M.C.G.
Carlton,Collingwood,91,107,Collingwood,16,M.C.G.
St Kilda,Adelaide,99,91,St Kilda,8,Docklands
Essendon,Melbourne,112,75,Essendon,37,M.C.G.
Fremantle,Sydney,86,60,Fremantle,26,Subiaco
Port Adelaide,Brisbane Lions,76,86,Brisbane Lions,10,Football Park
Hawthorn,West Coast,91,89,Hawthorn,2,York Park
Richmond,Western Bulldogs,111,89,Richmond,22,Docklands
Geelong,Kangaroos,71,94,Kangaroos,23,Kardinia Park
Essendon,Carlton,94,105,Carlton,11,M.C.G.
Collingwood,Geelong,116,69,Collingwood,47,M.C.G.
West Coast,St Kilda,144,74,West Coast,70,Subiaco
Port Adelaide,Hawthorn,128,71,Port Adelaide,57,Football Park
Sydney,Adelaide,76,103,Adelaide,27,S.C.G.
Melbourne,Western Bulldogs,127,95,Melbourne,32,Docklands
Richmond,Fremantle,94,46,Richmond,48,M.C.G.
Brisbane Lions,Collingwood,95,81,Brisbane Lions,14,Gabba
Geelong,Melbourne,90,44,Geelong,46,Kardinia Park
Western Bulldogs,Essendon,110,129,Essendon,19,Docklands
Hawthorn,Sydney,110,68,Hawthorn,42,M.C.G.
Adelaide,West Coast,106,73,Adelaide,33,Football Park
Carlton,Port Adelaide,84,114,Port Adelaide,30,Princes Park
Fremantle,Kangaroos,167,122,Fremantle,45,Subiaco
St Kilda,Richmond,81,107,Richmond,26,Docklands
Essendon,Collingwood,147,81,Essendon,66,M.C.G.
Sydney,Melbourne,109,85,Sydney,24,S.C.G.
Hawthorn,Richmond,95,115,Richmond,20,M.C.G.
Kangaroos,Carlton,113,122,Carlton,9,Docklands
Adelaide,Port Adelaide,66,78,Port Adelaide,12,Football Park
Brisbane Lions,Western Bulldogs,106,79,Brisbane Lions,27,Gabba
St Kilda,Geelong,119,74,St Kilda,45,Docklands
Fremantle,West Coast,73,108,West Coast,35,Subiaco
Kangaroos,Adelaide,70,124,Adelaide,54,Docklands
Carlton,Hawthorn,63,74,Hawthorn,11,Princes Park
Melbourne,West Coast,94,127,West Coast,33,M.C.G.
Collingwood,Sydney,89,109,Sydney,20,Docklands
Port Adelaide,Richmond,84,57,Port Adelaide,27,Football Park
Geelong,Brisbane Lions,78,92,Brisbane Lions,14,Kardinia Park
Western Bulldogs,St Kilda,85,100,St Kilda,15,Docklands
Fremantle,Essendon,131,100,Fremantle,31,Subiaco
Hawthorn,Kangaroos,89,117,Kangaroos,28,Docklands
Richmond,Essendon,84,42,Richmond,42,M.C.G.
West Coast,Geelong,113,97,West Coast,16,Subiaco
St Kilda,Carlton,113,101,St Kilda,12,Docklands
Adelaide,Collingwood,109,114,Collingwood,5,Football Park
Sydney,Brisbane Lions,98,79,Sydney,19,S.C.G.
Western Bulldogs,Fremantle,72,155,Fremantle,83,Docklands
Melbourne,Port Adelaide,111,84,Melbourne,27,M.C.G.
Hawthorn,Essendon,53,106,Essendon,53,M.C.G.
Collingwood,West Coast,103,119,West Coast,16,Docklands
