team1,team2,score1,score2,winner,win_margin,venue
Carlton,Geelong,88,127,Geelong,39,Princes Park
Footscray,Hawthorn,80,47,Footscray,33,Western Oval
Melbourne,Richmond,79,51,Melbourne,28,M.C.G.
Collingwood,St Kilda,38,63,St Kilda,25,Victoria Park
Essendon,Fitzroy,85,48,Essendon,37,Windy Hill
South Melbourne,North Melbourne,97,91,South Melbourne,6,Lake Oval
Richmond,Carlton,65,75,Carlton,10,Punt Rd
Hawthorn,Collingwood,87,75,Hawthorn,12,Glenferrie Oval
North Melbourne,Essendon,51,68,Essendon,17,Arden St
Fitzroy,Footscray,43,111,Footscray,68,Brunswick St
Geelong,Melbourne,49,56,Melbourne,7,Kardinia Park
St Kilda,South Melbourne,73,85,South Melbourne,12,Junction Oval
Carlton,North Melbourne,110,48,Carlton,62,Princes Park
South Melbourne,Collingwood,56,100,Collingwood,44,Lake Oval
Essendon,Richmond,94,67,Essendon,27,Windy Hill
Fitzroy,St Kilda,65,103,St Kilda,38,Brunswick St
Melbourne,Footscray,94,35,Melbourne,59,M.C.G.
Geelong,Hawthorn,118,79,Geelong,39,Kardinia Park
Hawthorn,Carlton,78,91,Carlton,13,Glenferrie Oval
Collingwood,Melbourne,51,83,Melbourne,32,Victoria Park
St Kilda,Essendon,75,79,Essendon,4,Junction Oval
North Melbourne,Fitzroy,56,121,Fitzroy,65,Arden St
Footscray,South Melbourne,119,71,Footscray,48,Western Oval
Richmond,Geelong,93,118,Geelong,25,Punt Rd
Carlton,Essendon,73,118,Essendon,45,Princes Park
Geelong,Collingwood,75,87,Collingwood,12,Kardinia Park
South Melbourne,Fitzroy,73,94,Fitzroy,21,Lake Oval
Footscray,St Kilda,90,73,Footscray,17,Western Oval
Hawthorn,Richmond,74,70,Hawthorn,4,Glenferrie Oval
Melbourne,North Melbourne,104,83,Melbourne,21,M.C.G.
Collingwood,Carlton,80,64,Collingwood,16,Victoria Park
Essendon,Footscray,93,87,Essendon,6,Windy Hill
Fitzroy,Hawthorn,79,56,Fitzroy,23,Brunswick St
North Melbourne,Geelong,50,129,Geelong,79,Arden St
Melbourne,South Melbourne,63,17,Melbourne,46,M.C.G.
St Kilda,Richmond,88,80,St Kilda,8,Junction Oval
Footscray,Collingwood,63,28,Footscray,35,Western Oval
South Melbourne,Essendon,53,111,Essendon,58,Lake Oval
Richmond,North Melbourne,91,48,Richmond,43,Punt Rd
Carlton,Melbourne,70,54,Carlton,16,Princes Park
Geelong,Fitzroy,100,62,Geelong,38,Kardinia Park
Hawthorn,St Kilda,62,94,St Kilda,32,Glenferrie Oval
St Kilda,Carlton,43,46,Carlton,3,Junction Oval
North Melbourne,Collingwood,52,109,Collingwood,57,Arden St
Hawthorn,Essendon,69,52,Hawthorn,17,Glenferrie Oval
Fitzroy,Melbourne,76,74,Fitzroy,2,Brunswick St
Richmond,Footscray,64,77,Footscray,13,Punt Rd
Geelong,South Melbourne,64,44,Geelong,20,Kardinia Park
Carlton,Footscray,81,64,Carlton,17,Princes Park
Collingwood,Fitzroy,74,65,Collingwood,9,Victoria Park
Essendon,Geelong,107,67,Essendon,40,Windy Hill
North Melbourne,Hawthorn,68,67,North Melbourne,1,Arden St
Melbourne,St Kilda,84,72,Melbourne,12,M.C.G.
South Melbourne,Richmond,73,79,Richmond,6,Lake Oval
Fitzroy,Carlton,51,52,Carlton,1,Brunswick St
Collingwood,Richmond,100,88,Collingwood,12,Victoria Park
Melbourne,Essendon,55,73,Essendon,18,M.C.G.
Footscray,North Melbourne,82,65,Footscray,17,Western Oval
Geelong,St Kilda,52,48,Geelong,4,Kardinia Park
South Melbourne,Hawthorn,50,86,Hawthorn,36,Lake Oval
Carlton,South Melbourne,116,48,Carlton,68,Princes Park
Essendon,Collingwood,94,77,Essendon,17,Windy Hill
Richmond,Fitzroy,76,66,Richmond,10,Punt Rd
Footscray,Geelong,58,129,Geelong,71,Western Oval
Hawthorn,Melbourne,80,96,Melbourne,16,Glenferrie Oval
St Kilda,North Melbourne,68,78,North Melbourne,10,Junction Oval
Geelong,Carlton,57,73,Carlton,16,Kardinia Park
St Kilda,Collingwood,108,85,St Kilda,23,Junction Oval
Fitzroy,Essendon,49,102,Essendon,53,Brunswick St
Hawthorn,Footscray,84,102,Footscray,18,Glenferrie Oval
Richmond,Melbourne,69,84,Melbourne,15,Punt Rd
North Melbourne,South Melbourne,94,45,North Melbourne,49,Arden St
Carlton,Richmond,67,51,Carlton,16,Princes Park
Collingwood,Hawthorn,99,60,Collingwood,39,Victoria Park
Essendon,North Melbourne,89,55,Essendon,34,Windy Hill
Footscray,Fitzroy,65,46,Footscray,19,Western Oval
Melbourne,Geelong,63,79,Geelong,16,M.C.G.
South Melbourne,St Kilda,63,80,St Kilda,17,Lake Oval
North Melbourne,Carlton,48,78,Carlton,30,Arden St
Collingwood,South Melbourne,76,72,Collingwood,4,Victoria Park
Richmond,Essendon,83,84,Essendon,1,Punt Rd
St Kilda,Fitzroy,94,54,St Kilda,40,Junction Oval
Footscray,Melbourne,47,68,Melbourne,21,Western Oval
Hawthorn,Geelong,83,109,Geelong,26,Glenferrie Oval
Carlton,Hawthorn,59,53,Carlton,6,Princes Park
Melbourne,Collingwood,92,77,Melbourne,15,M.C.G.
Essendon,St Kilda,97,47,Essendon,50,Windy Hill
Fitzroy,North Melbourne,50,60,North Melbourne,10,Brunswick St
South Melbourne,Footscray,63,80,Footscray,17,Lake Oval
Geelong,Richmond,98,54,Geelong,44,Kardinia Park
Essendon,Carlton,71,62,Essendon,9,Windy Hill
Collingwood,Geelong,53,95,Geelong,42,Victoria Park
Fitzroy,South Melbourne,118,143,South Melbourne,25,Brunswick St
St Kilda,Footscray,86,76,St Kilda,10,Junction Oval
Richmond,Hawthorn,77,94,Hawthorn,17,Punt Rd
North Melbourne,Melbourne,71,83,Melbourne,12,Arden St
Carlton,Collingwood,116,74,Carlton,42,Princes Park
Footscray,Essendon,101,64,Footscray,37,Western Oval
Hawthorn,Fitzroy,83,91,Fitzroy,8,Glenferrie Oval
Geelong,North Melbourne,102,71,Geelong,31,Kardinia Park
South Melbourne,Melbourne,52,67,Melbourne,15,Lake Oval
Richmond,St Kilda,68,64,Richmond,4,Punt Rd
Melbourne,Carlton,75,40,Melbourne,35,M.C.G.
Collingwood,Footscray,82,53,Collingwood,29,Victoria Park
Essendon,South Melbourne,93,88,Essendon,5,Windy Hill
Fitzroy,Geelong,44,122,Geelong,78,Brunswick St
St Kilda,Hawthorn,100,65,St Kilda,35,Junction Oval
North Melbourne,Richmond,63,82,Richmond,19,Arden St
Melbourne,Carlton,76,78,Carlton,2,M.C.G.
Essendon,Geelong,105,59,Essendon,46,M.C.G.
