team1,team2,score1,score2,winner,win_margin,venue
Geelong,Port Adelaide,91,31,Geelong,60,Carrara
North Melbourne,Brisbane Lions,52,53,Brisbane Lions,1,Carrara
Melbourne,Collingwood,100,44,Melbourne,56,Gabba
Fremantle,Carlton,36,40,Carlton,4,Perth Stadium
Western Bulldogs,Adelaide,111,54,Western Bulldogs,57,Carrara
St Kilda,Essendon,68,33,St Kilda,35,Gabba
West Coast,Hawthorn,81,49,West Coast,32,Perth Stadium
Richmond,Gold Coast,53,32,Richmond,21,Gabba
Gold Coast,Carlton,27,60,Carlton,33,Marrara Oval
Western Bulldogs,Melbourne,80,52,Western Bulldogs,28,Carrara
Port Adelaide,Hawthorn,68,58,Port Adelaide,10,Adelaide Oval
Essendon,Richmond,61,73,Richmond,12,Marrara Oval
Fremantle,Sydney,50,19,Fremantle,31,Perth Stadium
Adelaide,Geelong,37,65,Geelong,28,Adelaide Oval
Brisbane Lions,St Kilda,50,48,Brisbane Lions,2,Gabba
West Coast,Greater Western Sydney,61,49,West Coast,12,Perth Stadium
Collingwood,North Melbourne,65,35,Collingwood,30,Gabba
Hawthorn,Essendon,71,87,Essendon,16,Adelaide Oval
Richmond,West Coast,88,61,Richmond,27,Carrara
Western Bulldogs,Geelong,61,72,Geelong,11,Carrara
Port Adelaide,Sydney,73,47,Port Adelaide,26,Adelaide Oval
Fremantle,Greater Western Sydney,53,91,Greater Western Sydney,38,Perth Stadium
Melbourne,St Kilda,52,49,Melbourne,3,Traeger Park
Carlton,Collingwood,48,72,Collingwood,24,Gabba
Gold Coast,North Melbourne,91,28,Gold Coast,63,Carrara
Hawthorn,Adelaide,48,83,Adelaide,35,Adelaide Oval
West Coast,Essendon,60,45,West Coast,15,Gabba
Richmond,Fremantle,56,29,Richmond,27,Carrara
Sydney,Melbourne,67,46,Sydney,21,Cazaly's Stadium
Greater Western Sydney,Carlton,48,39,Greater Western Sydney,9,Carrara
Brisbane Lions,Collingwood,42,34,Brisbane Lions,8,Gabba
North Melbourne,Port Adelaide,42,78,Port Adelaide,36,Carrara
St Kilda,Hawthorn,80,66,St Kilda,14,Carrara
Geelong,Essendon,108,42,Geelong,66,Gabba
Western Bulldogs,West Coast,49,47,Western Bulldogs,2,Carrara
Melbourne,Fremantle,33,47,Fremantle,14,Cazaly's Stadium
Adelaide,Greater Western Sydney,59,47,Adelaide,12,Adelaide Oval
Carlton,Sydney,57,52,Carlton,5,Carrara
Brisbane Lions,Gold Coast,88,43,Brisbane Lions,45,Gabba
St Kilda,West Coast,50,65,West Coast,15,Gabba
Geelong,Richmond,31,57,Richmond,26,Carrara
North Melbourne,Fremantle,35,99,Fremantle,64,Carrara
Port Adelaide,Essendon,79,29,Port Adelaide,50,Adelaide Oval
Greater Western Sydney,Melbourne,74,79,Melbourne,5,Gabba
Carlton,Adelaide,56,72,Adelaide,16,Carrara
Hawthorn,Western Bulldogs,40,76,Western Bulldogs,36,Adelaide Oval
Sydney,Brisbane Lions,41,73,Brisbane Lions,32,Cazaly's Stadium
Collingwood,Gold Coast,68,46,Collingwood,22,Gabba
North Melbourne,West Coast,34,49,West Coast,15,Carrara
St Kilda,Greater Western Sydney,82,30,St Kilda,52,Gabba
Essendon,Melbourne,49,68,Melbourne,19,Carrara
Adelaide,Richmond,33,77,Richmond,44,Adelaide Oval
Brisbane Lions,Carlton,78,61,Brisbane Lions,17,Gabba
Hawthorn,Gold Coast,108,57,Hawthorn,51,Adelaide Oval
Sydney,Geelong,63,69,Geelong,6,Carrara
Fremantle,Western Bulldogs,44,74,Western Bulldogs,30,Cazaly's Stadium
Collingwood,Port Adelaide,45,61,Port Adelaide,16,Gabba
Port Adelaide,Geelong,58,42,Port Adelaide,16,Adelaide Oval
Brisbane Lions,Richmond,69,54,Brisbane Lions,15,Gabba
St Kilda,Western Bulldogs,67,64,St Kilda,3,Gabba
West Coast,Collingwood,75,76,Collingwood,1,Perth Stadium
Richmond,St Kilda,80,49,Richmond,31,Carrara
Geelong,Collingwood,100,32,Geelong,68,Gabba
Port Adelaide,Richmond,40,46,Richmond,6,Adelaide Oval
Brisbane Lions,Geelong,42,82,Geelong,40,Gabba
Richmond,Geelong,81,50,Richmond,31,Gabba
