team1,team2,score1,score2,winner,win_margin,venue
Richmond,Carlton,105,81,Richmond,24,M.C.G.
Western Bulldogs,Collingwood,34,86,Collingwood,52,Docklands
Essendon,Fremantle,63,57,Essendon,6,Docklands
Adelaide,Sydney,71,74,Sydney,3,Adelaide Oval
Gold Coast,Port Adelaide,29,76,Port Adelaide,47,Carrara
Greater Western Sydney,Geelong,105,73,Greater Western Sydney,32,Sydney Showground
North Melbourne,St Kilda,56,54,North Melbourne,2,Docklands
Hawthorn,Brisbane Lions,90,62,Hawthorn,28,M.C.G.
West Coast,Melbourne,78,51,West Coast,27,Perth Stadium
Geelong,Hawthorn,108,47,Geelong,61,Kardinia Park
Brisbane Lions,Fremantle,81,69,Brisbane Lions,12,Gabba
Carlton,Melbourne,53,54,Melbourne,1,Docklands
Port Adelaide,Adelaide,110,35,Port Adelaide,75,Adelaide Oval
Gold Coast,West Coast,90,46,Gold Coast,44,Carrara
Greater Western Sydney,North Melbourne,60,80,North Melbourne,20,Sydney Showground
Sydney,Essendon,73,79,Essendon,6,S.C.G.
St Kilda,Western Bulldogs,88,49,St Kilda,39,Docklands
Richmond,Hawthorn,39,71,Hawthorn,32,M.C.G.
Western Bulldogs,Greater Western Sydney,57,33,Western Bulldogs,24,Docklands
North Melbourne,Sydney,60,71,Sydney,11,Docklands
Collingwood,St Kilda,81,37,Collingwood,44,M.C.G.
Geelong,Carlton,77,79,Carlton,2,Kardinia Park
Brisbane Lions,West Coast,74,44,Brisbane Lions,30,Gabba
Gold Coast,Adelaide,82,29,Gold Coast,53,Carrara
Fremantle,Port Adelaide,41,70,Port Adelaide,29,Carrara
Sydney,Western Bulldogs,39,67,Western Bulldogs,28,S.C.G.
Greater Western Sydney,Collingwood,66,64,Greater Western Sydney,2,Sydney Showground
Port Adelaide,West Coast,89,41,Port Adelaide,48,Carrara
St Kilda,Richmond,93,67,St Kilda,26,Docklands
Essendon,Carlton,51,52,Carlton,1,M.C.G.
Gold Coast,Fremantle,64,51,Gold Coast,13,Carrara
Brisbane Lions,Adelaide,83,46,Brisbane Lions,37,Gabba
Melbourne,Geelong,44,47,Geelong,3,M.C.G.
Hawthorn,North Melbourne,58,54,Hawthorn,4,Docklands
Carlton,St Kilda,55,73,St Kilda,18,Docklands
Collingwood,Essendon,48,63,Essendon,15,M.C.G.
West Coast,Sydney,77,43,West Coast,34,Carrara
Geelong,Gold Coast,89,52,Geelong,37,Kardinia Park
Western Bulldogs,North Melbourne,87,38,Western Bulldogs,49,Docklands
Brisbane Lions,Port Adelaide,85,48,Brisbane Lions,37,Gabba
Adelaide,Fremantle,34,54,Fremantle,20,Carrara
Melbourne,Richmond,52,79,Richmond,27,M.C.G.
Greater Western Sydney,Hawthorn,83,49,Greater Western Sydney,34,Sydney Showground
Geelong,Brisbane Lions,73,46,Geelong,27,S.C.G.
Collingwood,Hawthorn,59,27,Collingwood,32,Sydney Showground
Fremantle,St Kilda,79,73,Fremantle,6,Carrara
West Coast,Adelaide,67,34,West Coast,33,Gabba
Melbourne,Gold Coast,80,63,Melbourne,17,Sydney Showground
Essendon,North Melbourne,67,53,Essendon,14,Carrara
Port Adelaide,Greater Western Sydney,63,46,Port Adelaide,17,Carrara
Richmond,Sydney,34,26,Richmond,8,Gabba
Carlton,Western Bulldogs,103,51,Carlton,52,Carrara
Geelong,Collingwood,35,57,Collingwood,22,Perth Stadium
Essendon,Western Bulldogs,51,93,Western Bulldogs,42,Carrara
Greater Western Sydney,Brisbane Lions,68,88,Brisbane Lions,20,Sydney Showground
Sydney,Gold Coast,60,92,Gold Coast,32,S.C.G.
Richmond,North Melbourne,77,23,Richmond,54,Carrara
Carlton,Port Adelaide,61,64,Port Adelaide,3,Gabba
Hawthorn,Melbourne,48,91,Melbourne,43,Sydney Showground
Fremantle,West Coast,32,62,West Coast,30,Perth Stadium
Adelaide,St Kilda,55,78,St Kilda,23,Adelaide Oval
Gold Coast,Western Bulldogs,46,51,Western Bulldogs,5,Carrara
Greater Western Sydney,Richmond,62,50,Greater Western Sydney,12,Sydney Showground
North Melbourne,Carlton,57,64,Carlton,7,Gabba
Sydney,Hawthorn,60,53,Sydney,7,S.C.G.
Port Adelaide,St Kilda,44,73,St Kilda,29,Adelaide Oval
Adelaide,Essendon,59,62,Essendon,3,Adelaide Oval
West Coast,Collingwood,111,45,West Coast,66,Perth Stadium
Melbourne,Brisbane Lions,49,53,Brisbane Lions,4,Carrara
Fremantle,Geelong,16,48,Geelong,32,Perth Stadium
Western Bulldogs,Richmond,49,90,Richmond,41,Carrara
Melbourne,Port Adelaide,32,83,Port Adelaide,51,Gabba
Carlton,Hawthorn,58,89,Hawthorn,31,Perth Stadium
Essendon,Brisbane Lions,28,91,Brisbane Lions,63,Carrara
North Melbourne,Adelaide,119,50,North Melbourne,69,Carrara
St Kilda,Sydney,101,48,St Kilda,53,Gabba
West Coast,Geelong,73,64,West Coast,9,Perth Stadium
Gold Coast,Greater Western Sydney,35,61,Greater Western Sydney,26,Carrara
Fremantle,Collingwood,61,49,Fremantle,12,Perth Stadium
Port Adelaide,Western Bulldogs,55,42,Port Adelaide,13,Adelaide Oval
Richmond,Brisbane Lions,82,41,Richmond,41,Carrara
Geelong,North Melbourne,90,57,Geelong,33,Gabba
Adelaide,Melbourne,37,88,Melbourne,51,Adelaide Oval
Collingwood,Sydney,50,41,Collingwood,9,Gabba
Gold Coast,St Kilda,74,78,St Kilda,4,Carrara
Essendon,Greater Western Sydney,55,59,Greater Western Sydney,4,Carrara
Port Adelaide,Richmond,93,72,Port Adelaide,21,Adelaide Oval
Brisbane Lions,Western Bulldogs,96,72,Brisbane Lions,24,Gabba
West Coast,Carlton,72,50,West Coast,22,Perth Stadium
Melbourne,North Melbourne,92,35,Melbourne,57,Adelaide Oval
St Kilda,Geelong,34,93,Geelong,59,Gabba
Fremantle,Hawthorn,48,32,Fremantle,16,Perth Stadium
Adelaide,Collingwood,38,62,Collingwood,24,Adelaide Oval
Sydney,Greater Western Sydney,66,25,Sydney,41,Perth Stadium
