team1,team2,score1,score2,winner,win_margin,venue
St Kilda,Port Adelaide,92,97,Port Adelaide,5,Docklands
Richmond,Fremantle,84,57,Richmond,27,M.C.G.
Adelaide,Geelong,94,92,Adelaide,2,Football Park
West Coast,Sydney,79,113,Sydney,34,Subiaco
Essendon,Hawthorn,87,143,Hawthorn,56,Docklands
Gold Coast,Carlton,77,120,Carlton,43,Carrara
Melbourne,North Melbourne,28,150,North Melbourne,122,Docklands
Collingwood,Greater Western Sydney,106,66,Collingwood,40,M.C.G.
Fremantle,Adelaide,75,53,Fremantle,22,Subiaco
Geelong,St Kilda,137,36,Geelong,101,Kardinia Park
Port Adelaide,Brisbane Lions,71,62,Port Adelaide,9,Football Park
Western Bulldogs,West Coast,111,89,Western Bulldogs,22,Docklands
Sydney,Richmond,110,63,Sydney,47,S.C.G.
North Melbourne,Geelong,96,86,North Melbourne,10,Docklands
Greater Western Sydney,Melbourne,124,87,Greater Western Sydney,37,Sydney Showground
Hawthorn,Richmond,66,107,Richmond,41,M.C.G.
West Coast,Gold Coast,130,113,West Coast,17,Subiaco
Carlton,Fremantle,80,116,Fremantle,36,Docklands
Brisbane Lions,St Kilda,108,77,Brisbane Lions,31,Gabba
Western Bulldogs,Sydney,99,134,Sydney,35,Docklands
Adelaide,Port Adelaide,103,107,Port Adelaide,4,Football Park
Collingwood,Essendon,133,54,Collingwood,79,M.C.G.
St Kilda,Hawthorn,56,102,Hawthorn,46,Docklands
Richmond,Brisbane Lions,97,74,Richmond,23,M.C.G.
Geelong,Port Adelaide,129,104,Geelong,25,Kardinia Park
Carlton,Western Bulldogs,89,117,Western Bulldogs,28,Docklands
Sydney,Collingwood,71,100,Collingwood,29,Stadium Australia
Gold Coast,Melbourne,90,77,Gold Coast,13,Carrara
Essendon,West Coast,67,120,West Coast,53,Docklands
Adelaide,North Melbourne,79,70,Adelaide,9,Football Park
Fremantle,Greater Western Sydney,157,44,Fremantle,113,Subiaco
Hawthorn,Collingwood,119,84,Hawthorn,35,M.C.G.
Richmond,Carlton,96,106,Carlton,10,M.C.G.
Port Adelaide,Gold Coast,113,96,Port Adelaide,17,Football Park
Essendon,North Melbourne,70,115,North Melbourne,45,Docklands
West Coast,Geelong,41,107,Geelong,66,Subiaco
Brisbane Lions,Greater Western Sydney,123,63,Brisbane Lions,60,Gabba
Melbourne,Fremantle,38,133,Fremantle,95,M.C.G.
Sydney,St Kilda,118,59,Sydney,59,S.C.G.
Western Bulldogs,Adelaide,131,114,Western Bulldogs,17,Docklands
Collingwood,West Coast,101,39,Collingwood,62,M.C.G.
Adelaide,Melbourne,120,52,Adelaide,68,Football Park
North Melbourne,Hawthorn,103,117,Hawthorn,14,Docklands
Geelong,Sydney,92,48,Geelong,44,Kardinia Park
Fremantle,Port Adelaide,134,60,Fremantle,74,Subiaco
Carlton,Essendon,76,82,Essendon,6,M.C.G.
St Kilda,Gold Coast,116,70,St Kilda,46,Docklands
Greater Western Sydney,Richmond,42,163,Richmond,121,Sydney Showground
Brisbane Lions,Western Bulldogs,100,93,Brisbane Lions,7,Gabba
Sydney,Hawthorn,100,112,Hawthorn,12,Stadium Australia
St Kilda,Fremantle,112,41,St Kilda,71,Docklands
Geelong,Brisbane Lions,112,111,Geelong,1,Kardinia Park
Port Adelaide,Carlton,103,104,Carlton,1,Football Park
Essendon,Richmond,65,104,Richmond,39,M.C.G.
West Coast,Adelaide,43,129,Adelaide,86,Subiaco
Gold Coast,Greater Western Sydney,146,63,Gold Coast,83,Carrara
Collingwood,North Melbourne,114,125,North Melbourne,11,M.C.G.
Western Bulldogs,Melbourne,107,87,Western Bulldogs,20,Docklands
Hawthorn,Sydney,105,51,Hawthorn,54,M.C.G.
Geelong,Fremantle,72,87,Fremantle,15,Kardinia Park
Collingwood,Port Adelaide,63,87,Port Adelaide,24,M.C.G.
Richmond,Carlton,96,116,Carlton,20,M.C.G.
Geelong,Port Adelaide,96,80,Geelong,16,M.C.G.
Sydney,Carlton,86,62,Sydney,24,Stadium Australia
Hawthorn,Geelong,102,97,Hawthorn,5,M.C.G.
Fremantle,Sydney,99,74,Fremantle,25,Subiaco
Hawthorn,Fremantle,77,62,Hawthorn,15,M.C.G.
