team1,team2,score1,score2,winner,win_margin,venue
Carlton,South Melbourne,129,59,Carlton,70,Princes Park
Collingwood,Geelong,106,90,Collingwood,16,Victoria Park
Footscray,Essendon,71,67,Footscray,4,Western Oval
St Kilda,Fitzroy,88,81,St Kilda,7,Junction Oval
North Melbourne,Hawthorn,76,78,Hawthorn,2,Arden St
Melbourne,Richmond,92,66,Melbourne,26,M.C.G.
Geelong,Carlton,60,49,Geelong,11,Corio Oval
South Melbourne,Collingwood,85,140,Collingwood,55,Lake Oval
Essendon,Melbourne,85,170,Melbourne,85,Windy Hill
Fitzroy,North Melbourne,65,67,North Melbourne,2,Brunswick St
Richmond,Footscray,117,83,Richmond,34,Punt Rd
Hawthorn,St Kilda,99,112,St Kilda,13,Glenferrie Oval
Melbourne,Carlton,107,71,Melbourne,36,M.C.G.
North Melbourne,Collingwood,34,68,Collingwood,34,Arden St
Essendon,Geelong,121,104,Essendon,17,Windy Hill
Fitzroy,Hawthorn,105,69,Fitzroy,36,Brunswick St
Footscray,St Kilda,46,51,St Kilda,5,Western Oval
Carlton,North Melbourne,72,74,North Melbourne,2,Princes Park
Collingwood,Footscray,110,77,Collingwood,33,Victoria Park
Hawthorn,Essendon,81,109,Essendon,28,Glenferrie Oval
Richmond,Fitzroy,112,84,Richmond,28,Punt Rd
Geelong,South Melbourne,92,53,Geelong,39,Corio Oval
St Kilda,Melbourne,90,95,Melbourne,5,Junction Oval
St Kilda,Carlton,91,94,Carlton,3,Junction Oval
Melbourne,Collingwood,101,76,Melbourne,25,M.C.G.
Essendon,Richmond,63,115,Richmond,52,Windy Hill
Fitzroy,South Melbourne,82,60,Fitzroy,22,Brunswick St
Footscray,North Melbourne,131,88,Footscray,43,Western Oval
Geelong,Hawthorn,149,53,Geelong,96,Corio Oval
Collingwood,Carlton,82,55,Collingwood,27,Victoria Park
Fitzroy,Essendon,75,66,Fitzroy,9,Brunswick St
Footscray,Melbourne,56,78,Melbourne,22,Western Oval
Richmond,Geelong,109,78,Richmond,31,Punt Rd
South Melbourne,Hawthorn,101,98,South Melbourne,3,Lake Oval
North Melbourne,St Kilda,86,103,St Kilda,17,Arden St
Carlton,Footscray,126,64,Carlton,62,Princes Park
St Kilda,Collingwood,87,69,St Kilda,18,Junction Oval
Essendon,South Melbourne,108,76,Essendon,32,Windy Hill
Geelong,Fitzroy,115,70,Geelong,45,Corio Oval
Hawthorn,Richmond,60,58,Hawthorn,2,Glenferrie Oval
Melbourne,North Melbourne,166,44,Melbourne,122,M.C.G.
Richmond,Carlton,108,97,Richmond,11,Punt Rd
Essendon,Collingwood,89,128,Collingwood,39,Windy Hill
Geelong,St Kilda,109,81,Geelong,28,Corio Oval
Fitzroy,Footscray,99,62,Fitzroy,37,Brunswick St
Hawthorn,Melbourne,82,105,Melbourne,23,Glenferrie Oval
South Melbourne,North Melbourne,114,70,South Melbourne,44,Lake Oval
Carlton,Hawthorn,114,59,Carlton,55,Princes Park
Collingwood,Fitzroy,105,84,Collingwood,21,Victoria Park
St Kilda,Essendon,97,80,St Kilda,17,Junction Oval
Footscray,South Melbourne,68,119,South Melbourne,51,Western Oval
Melbourne,Geelong,71,104,Geelong,33,M.C.G.
North Melbourne,Richmond,88,77,North Melbourne,11,Arden St
Essendon,Carlton,96,108,Carlton,12,Windy Hill
