team1,team2,score1,score2,winner,win_margin,venue
Collingwood,Hawthorn,105,140,Hawthorn,35,Victoria Park
North Melbourne,Essendon,103,72,North Melbourne,31,Arden St
Geelong,Footscray,126,95,Geelong,31,Kardinia Park
Melbourne,Richmond,102,123,Richmond,21,M.C.G.
St Kilda,South Melbourne,122,50,St Kilda,72,Moorabbin Oval
Fitzroy,Carlton,105,82,Fitzroy,23,Junction Oval
Carlton,Collingwood,106,87,Carlton,19,Princes Park
Essendon,Fitzroy,84,95,Fitzroy,11,Windy Hill
Footscray,St Kilda,74,90,St Kilda,16,Western Oval
Richmond,Geelong,110,102,Richmond,8,M.C.G.
Hawthorn,Melbourne,124,65,Hawthorn,59,Glenferrie Oval
South Melbourne,North Melbourne,131,59,South Melbourne,72,Lake Oval
Richmond,Collingwood,121,77,Richmond,44,M.C.G.
Hawthorn,St Kilda,90,88,Hawthorn,2,M.C.G.
St Kilda,Richmond,108,78,St Kilda,30,M.C.G.
Hawthorn,St Kilda,82,75,Hawthorn,7,M.C.G.
