team1,team2,score1,score2,winner,win_margin,venue
Carlton,Richmond,104,84,Carlton,20,M.C.G.
Geelong,St Kilda,48,47,Geelong,1,M.C.G.
Collingwood,Port Adelaide,155,80,Collingwood,75,Docklands
Adelaide,Hawthorn,105,85,Adelaide,20,Football Park
Brisbane Lions,Fremantle,92,94,Fremantle,2,Gabba
Essendon,Western Bulldogs,113,58,Essendon,55,Docklands
West Coast,North Melbourne,92,88,West Coast,4,Subiaco
North Melbourne,Collingwood,56,143,Collingwood,87,Docklands
Port Adelaide,West Coast,98,116,West Coast,18,Football Park
Gold Coast,Carlton,52,171,Carlton,119,Gabba
Fremantle,Geelong,78,89,Geelong,11,Subiaco
Western Bulldogs,Brisbane Lions,123,45,Western Bulldogs,78,Docklands
Sydney,Essendon,98,93,Sydney,5,Stadium Australia
Hawthorn,Melbourne,122,77,Hawthorn,45,M.C.G.
Collingwood,Carlton,102,74,Collingwood,28,M.C.G.
Western Bulldogs,Gold Coast,122,51,Western Bulldogs,71,Docklands
Adelaide,Fremantle,54,79,Fremantle,25,Football Park
Richmond,Hawthorn,52,115,Hawthorn,63,M.C.G.
West Coast,Sydney,88,101,Sydney,13,Subiaco
Melbourne,Brisbane Lions,82,71,Melbourne,11,M.C.G.
Geelong,Port Adelaide,122,43,Geelong,79,Kardinia Park
St Kilda,Essendon,84,136,Essendon,52,Docklands
Richmond,Collingwood,90,161,Collingwood,71,M.C.G.
Hawthorn,West Coast,72,65,Hawthorn,7,York Park
Sydney,Geelong,54,81,Geelong,27,S.C.G.
Port Adelaide,Adelaide,98,66,Port Adelaide,32,Football Park
Gold Coast,Melbourne,69,159,Melbourne,90,Gabba
Fremantle,North Melbourne,127,98,Fremantle,29,Subiaco
Brisbane Lions,St Kilda,76,89,St Kilda,13,Gabba
Port Adelaide,Gold Coast,101,104,Gold Coast,3,Football Park
Carlton,Adelaide,85,79,Carlton,6,Docklands
North Melbourne,Richmond,103,112,Richmond,9,Docklands
Essendon,Collingwood,77,107,Collingwood,30,M.C.G.
Fremantle,Western Bulldogs,85,78,Fremantle,7,Subiaco
Hawthorn,Geelong,98,117,Geelong,19,M.C.G.
