team1,team2,score1,score2,winner,win_margin,venue
Carlton,Geelong,102,108,Geelong,6,Princes Park
Collingwood,South Melbourne,108,106,Collingwood,2,Victoria Park
Melbourne,Essendon,99,159,Essendon,60,M.C.G.
St Kilda,Fitzroy,80,92,Fitzroy,12,Junction Oval
Footscray,Richmond,61,96,Richmond,35,Western Oval
North Melbourne,Hawthorn,83,87,Hawthorn,4,Arden St
Essendon,St Kilda,95,92,Essendon,3,Windy Hill
South Melbourne,Footscray,113,99,South Melbourne,14,Lake Oval
Geelong,Melbourne,104,102,Geelong,2,Corio Oval
Richmond,North Melbourne,95,72,Richmond,23,Punt Rd
Hawthorn,Carlton,60,111,Carlton,51,Glenferrie Oval
Carlton,Richmond,77,68,Carlton,9,Princes Park
Collingwood,Essendon,143,83,Collingwood,60,Victoria Park
Footscray,Fitzroy,55,66,Fitzroy,11,Western Oval
St Kilda,Geelong,128,123,St Kilda,5,Junction Oval
Melbourne,Hawthorn,109,79,Melbourne,30,M.C.G.
North Melbourne,South Melbourne,44,89,South Melbourne,45,Arden St
South Melbourne,Carlton,97,90,South Melbourne,7,Lake Oval
Geelong,Collingwood,101,115,Collingwood,14,Corio Oval
Footscray,Essendon,50,101,Essendon,51,Western Oval
Fitzroy,North Melbourne,124,74,Fitzroy,50,Brunswick St
Hawthorn,St Kilda,53,104,St Kilda,51,Glenferrie Oval
Richmond,Melbourne,128,92,Richmond,36,Punt Rd
St Kilda,Carlton,110,129,Carlton,19,Junction Oval
Melbourne,Collingwood,69,98,Collingwood,29,M.C.G.
Essendon,Hawthorn,98,86,Essendon,12,Windy Hill
Fitzroy,Richmond,57,98,Richmond,41,Brunswick St
North Melbourne,Footscray,88,90,Footscray,2,Arden St
Geelong,South Melbourne,100,114,South Melbourne,14,Corio Oval
Collingwood,Footscray,149,98,Collingwood,51,Victoria Park
South Melbourne,Fitzroy,152,71,South Melbourne,81,Lake Oval
Hawthorn,Geelong,93,151,Geelong,58,Glenferrie Oval
Carlton,North Melbourne,136,68,Carlton,68,Princes Park
Essendon,Richmond,85,87,Richmond,2,Windy Hill
Melbourne,St Kilda,103,110,St Kilda,7,M.C.G.
