team1,team2,score1,score2,winner,win_margin,venue
Melbourne,St Kilda,62,93,St Kilda,31,M.C.G.
Kangaroos,Collingwood,79,82,Collingwood,3,M.C.G.
Fremantle,Port Adelaide,105,121,Port Adelaide,16,Subiaco
Brisbane Lions,Hawthorn,69,44,Brisbane Lions,25,Gabba
Sydney,West Coast,73,74,West Coast,1,Stadium Australia
Adelaide,Essendon,74,105,Essendon,31,Football Park
Western Bulldogs,Geelong,113,93,Western Bulldogs,20,Docklands
Carlton,Richmond,115,98,Carlton,17,M.C.G.
Brisbane Lions,St Kilda,102,50,Brisbane Lions,52,Gabba
Richmond,Sydney,72,88,Sydney,16,M.C.G.
Geelong,Carlton,162,84,Geelong,78,Docklands
West Coast,Collingwood,87,75,West Coast,12,Subiaco
Port Adelaide,Kangaroos,122,104,Port Adelaide,18,Football Park
Essendon,Fremantle,122,112,Essendon,10,Docklands
Western Bulldogs,Adelaide,72,110,Adelaide,38,M.C.G.
Hawthorn,Melbourne,116,94,Hawthorn,22,M.C.G.
Collingwood,Richmond,115,90,Collingwood,25,M.C.G.
Carlton,Essendon,125,122,Carlton,3,M.C.G.
Port Adelaide,Adelaide,63,87,Adelaide,24,Football Park
St Kilda,Western Bulldogs,116,66,St Kilda,50,Docklands
Fremantle,West Coast,70,101,West Coast,31,Subiaco
Sydney,Brisbane Lions,96,69,Sydney,27,S.C.G.
Melbourne,Geelong,57,109,Geelong,52,M.C.G.
Kangaroos,Hawthorn,70,91,Hawthorn,21,Docklands
Richmond,Western Bulldogs,100,132,Western Bulldogs,32,M.C.G.
Collingwood,Port Adelaide,66,84,Port Adelaide,18,M.C.G.
St Kilda,Essendon,68,99,Essendon,31,Docklands
Kangaroos,Brisbane Lions,87,63,Kangaroos,24,Carrara
Adelaide,Sydney,61,44,Adelaide,17,Football Park
Hawthorn,Geelong,76,72,Hawthorn,4,York Park
Melbourne,Fremantle,92,137,Fremantle,45,M.C.G.
West Coast,Carlton,100,39,West Coast,61,Subiaco
Essendon,Collingwood,79,95,Collingwood,16,M.C.G.
Port Adelaide,St Kilda,96,43,Port Adelaide,53,Football Park
Richmond,West Coast,76,99,West Coast,23,M.C.G.
Carlton,Brisbane Lions,124,136,Brisbane Lions,12,Docklands
Sydney,Melbourne,109,60,Sydney,49,S.C.G.
Hawthorn,Western Bulldogs,93,110,Western Bulldogs,17,M.C.G.
Geelong,Kangaroos,102,118,Kangaroos,16,Kardinia Park
Fremantle,Adelaide,58,57,Fremantle,1,Subiaco
St Kilda,Carlton,125,82,St Kilda,43,Docklands
Essendon,Hawthorn,96,131,Hawthorn,35,M.C.G.
West Coast,Western Bulldogs,77,62,West Coast,15,Subiaco
Kangaroos,Sydney,111,95,Kangaroos,16,Docklands
Adelaide,Collingwood,62,86,Collingwood,24,Football Park
Brisbane Lions,Fremantle,120,75,Brisbane Lions,45,Gabba
Melbourne,Port Adelaide,71,76,Port Adelaide,5,M.C.G.
Richmond,Geelong,65,222,Geelong,157,Docklands
Kangaroos,Essendon,117,95,Kangaroos,22,Docklands
Collingwood,Carlton,119,95,Collingwood,24,M.C.G.
