team1,team2,score1,score2,winner,win_margin,venue
Essendon,St Kilda,184,91,Essendon,93,Windy Hill
North Melbourne,Fitzroy,124,116,North Melbourne,8,M.C.G.
Geelong,Richmond,79,111,Richmond,32,Waverley Park
Sydney,Melbourne,165,97,Sydney,68,S.C.G.
Carlton,Collingwood,81,75,Carlton,6,Waverley Park
Fitzroy,Geelong,97,120,Geelong,23,Victoria Park
St Kilda,Footscray,84,66,St Kilda,18,Moorabbin Oval
Hawthorn,North Melbourne,159,95,Hawthorn,64,Princes Park
Richmond,Melbourne,132,91,Richmond,41,M.C.G.
Sydney,Essendon,78,165,Essendon,87,S.C.G.
Carlton,North Melbourne,107,126,North Melbourne,19,Waverley Park
Footscray,Hawthorn,62,155,Hawthorn,93,M.C.G.
Essendon,Hawthorn,102,62,Essendon,40,Waverley Park
Footscray,North Melbourne,137,107,Footscray,30,M.C.G.
Footscray,Hawthorn,99,109,Hawthorn,10,Waverley Park
Essendon,Hawthorn,170,92,Essendon,78,M.C.G.
