team1,team2,score1,score2,winner,win_margin,venue
Collingwood,Fitzroy,80,25,Collingwood,55,Victoria Park
Essendon,Hawthorn,93,66,Essendon,27,Windy Hill
South Melbourne,St Kilda,114,63,South Melbourne,51,Lake Oval
Footscray,Geelong,97,66,Footscray,31,Western Oval
Melbourne,North Melbourne,99,44,Melbourne,55,M.C.G.
Fitzroy,Carlton,71,64,Fitzroy,7,Brunswick St
St Kilda,Melbourne,48,72,Melbourne,24,Junction Oval
Hawthorn,Collingwood,52,55,Collingwood,3,Glenferrie Oval
Richmond,Essendon,45,170,Essendon,125,Punt Rd
North Melbourne,Footscray,53,99,Footscray,46,Arden St
Geelong,South Melbourne,134,90,Geelong,44,Kardinia Park
St Kilda,Carlton,41,45,Carlton,4,Junction Oval
Essendon,Collingwood,76,74,Essendon,2,Windy Hill
Fitzroy,Geelong,41,55,Geelong,14,Brunswick St
Hawthorn,Footscray,45,53,Footscray,8,Glenferrie Oval
Melbourne,South Melbourne,110,46,Melbourne,64,M.C.G.
North Melbourne,Richmond,42,26,North Melbourne,16,Arden St
Carlton,Hawthorn,48,37,Carlton,11,Princes Park
Collingwood,Melbourne,55,19,Collingwood,36,Victoria Park
Footscray,Essendon,26,35,Essendon,9,Western Oval
Richmond,Fitzroy,36,47,Fitzroy,11,Punt Rd
Geelong,St Kilda,38,59,St Kilda,21,Kardinia Park
South Melbourne,North Melbourne,78,38,South Melbourne,40,Lake Oval
Essendon,Carlton,115,80,Essendon,35,Windy Hill
St Kilda,Collingwood,39,37,St Kilda,2,Junction Oval
Fitzroy,Footscray,75,36,Fitzroy,39,Brunswick St
North Melbourne,Geelong,66,51,North Melbourne,15,Arden St
Hawthorn,Melbourne,37,57,Melbourne,20,Glenferrie Oval
Richmond,South Melbourne,47,31,Richmond,16,Punt Rd
Geelong,Carlton,119,74,Geelong,45,Kardinia Park
South Melbourne,Collingwood,80,78,South Melbourne,2,Lake Oval
Fitzroy,Essendon,55,50,Fitzroy,5,Brunswick St
Footscray,St Kilda,47,65,St Kilda,18,Western Oval
North Melbourne,Hawthorn,48,62,Hawthorn,14,Arden St
Melbourne,Richmond,124,32,Melbourne,92,M.C.G.
